sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.1C
Time............:  16:10:15-16:11:42
Slewrate........:  200mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   870
Columns: 3
Number,Time/s,Potential/V,Current/A
240,23.8,0.415,5.356e-03
241,23.9,0.395,4.528e-03
242,24.0,0.375,3.900e-03
243,24.1,0.355,3.319e-03
244,24.2,0.335,2.917e-03
245,24.3,0.315,2.566e-03
246,24.4,0.295,2.320e-03
247,24.5,0.275,2.025e-03
248,24.6,0.255,1.752e-03
249,24.7,0.235,1.575e-03
250,24.8,0.215,1.395e-03
251,24.9,0.195,1.226e-03
252,25.0,0.175,1.079e-03
253,25.1,0.155,8.553e-04
254,25.2,0.135,7.132e-04
255,25.3,0.115,5.497e-04
256,25.4,0.095,4.156e-04
257,25.5,0.075,2.639e-04
258,25.6,0.055,1.361e-04
259,25.7,0.035,1.090e-05
260,25.8,0.015,-1.495e-04
261,25.9,-0.005,-2.777e-04
262,26.0,-0.025,-3.940e-04
263,26.1,-0.045,-4.866e-04
264,26.2,-0.065,-6.400e-04
265,26.3,-0.085,-7.658e-04
266,26.4,-0.105,-9.164e-04
267,26.5,-0.125,-1.066e-03
268,26.6,-0.145,-1.168e-03
269,26.7,-0.165,-1.405e-03
270,26.8,-0.185,-1.592e-03
271,26.9,-0.205,-1.821e-03
272,27.0,-0.225,-2.159e-03
273,27.1,-0.245,-2.657e-03
274,27.2,-0.265,-3.219e-03
275,27.3,-0.285,-3.627e-03
276,27.4,-0.305,-3.864e-03
277,27.5,-0.325,-3.990e-03
278,27.6,-0.345,-4.192e-03
279,27.7,-0.365,-4.468e-03
280,27.8,-0.385,-4.845e-03
281,27.9,-0.405,-5.284e-03
282,28.0,-0.425,-5.732e-03
283,28.1,-0.445,-6.262e-03
284,28.2,-0.464,-6.749e-03
285,28.3,-0.484,-7.266e-03
286,28.4,-0.504,-7.877e-03
287,28.5,-0.524,-8.444e-03
288,28.6,-0.544,-8.967e-03
289,28.7,-0.564,-9.632e-03
290,28.8,-0.584,-1.021e-02
291,28.9,-0.604,-1.090e-02
292,29.0,-0.624,-1.157e-02
293,29.1,-0.644,-1.220e-02
294,29.2,-0.664,-1.291e-02
295,29.3,-0.684,-1.365e-02
296,29.4,-0.704,-1.446e-02
297,29.5,-0.724,-1.523e-02
298,29.6,-0.744,-1.623e-02
299,29.7,-0.764,-1.716e-02
300,29.8,-0.784,-1.820e-02
301,29.9,-0.804,-1.931e-02
302,30.0,-0.824,-2.044e-02
303,30.1,-0.844,-2.172e-02
304,30.2,-0.864,-2.316e-02
305,30.3,-0.884,-2.467e-02
306,30.4,-0.904,-2.632e-02
307,30.5,-0.924,-2.814e-02
308,30.6,-0.944,-3.003e-02
309,30.7,-0.964,-3.210e-02
310,30.8,-0.984,-3.438e-02
311,30.9,-1.004,-3.669e-02
312,31.0,-1.024,-3.918e-02
313,31.1,-1.044,-4.170e-02
314,31.2,-1.064,-4.416e-02
315,31.3,-1.084,-4.656e-02
316,31.4,-1.104,-4.874e-02
317,31.5,-1.124,-5.057e-02
318,31.6,-1.144,-5.197e-02
319,31.7,-1.164,-5.278e-02
320,31.8,-1.184,-5.295e-02
321,31.9,-1.204,-5.255e-02
322,32.0,-1.224,-5.185e-02
323,32.1,-1.244,-5.108e-02
324,32.2,-1.264,-5.031e-02
325,32.3,-1.284,-4.974e-02
326,32.4,-1.304,-4.928e-02
327,32.5,-1.324,-4.896e-02
328,32.6,-1.344,-4.875e-02
329,32.7,-1.364,-4.869e-02
330,32.8,-1.383,-4.877e-02
331,32.9,-1.403,-4.890e-02
332,33.0,-1.423,-4.918e-02
333,33.1,-1.443,-4.962e-02
334,33.2,-1.463,-5.002e-02
335,33.3,-1.483,-5.063e-02
336,33.4,-1.494,-4.881e-02
337,33.5,-1.477,-4.135e-02
338,33.6,-1.457,-3.567e-02
339,33.7,-1.437,-3.133e-02
340,33.8,-1.417,-2.805e-02
341,33.9,-1.397,-2.530e-02
342,34.0,-1.377,-2.298e-02
343,34.1,-1.357,-2.110e-02
344,34.2,-1.337,-1.942e-02
345,34.3,-1.317,-1.794e-02
346,34.4,-1.297,-1.657e-02
347,34.5,-1.277,-1.542e-02
348,34.6,-1.257,-1.433e-02
349,34.7,-1.237,-1.339e-02
350,34.8,-1.217,-1.249e-02
351,34.9,-1.197,-1.172e-02
352,35.0,-1.177,-1.081e-02
353,35.1,-1.157,-1.001e-02
354,35.2,-1.137,-9.274e-03
355,35.3,-1.117,-8.466e-03
356,35.4,-1.097,-7.754e-03
357,35.5,-1.077,-7.017e-03
358,35.6,-1.057,-6.263e-03
359,35.7,-1.037,-5.476e-03
360,35.8,-1.017,-4.715e-03
361,35.9,-0.997,-3.882e-03
362,36.0,-0.977,-3.121e-03
363,36.1,-0.957,-2.309e-03
364,36.2,-0.937,-1.457e-03
365,36.3,-0.917,-6.390e-04
366,36.4,-0.897,1.408e-04
367,36.5,-0.877,9.243e-04
368,36.6,-0.857,1.685e-03
369,36.7,-0.837,2.287e-03
370,36.8,-0.817,2.886e-03
371,36.9,-0.797,3.480e-03
372,37.0,-0.777,4.005e-03
373,37.1,-0.757,4.438e-03
374,37.2,-0.737,4.880e-03
375,37.3,-0.717,5.279e-03
376,37.4,-0.697,5.580e-03
377,37.5,-0.677,5.825e-03
378,37.6,-0.657,6.069e-03
379,37.7,-0.637,6.219e-03
380,37.8,-0.618,6.428e-03
381,37.9,-0.598,6.480e-03
382,38.0,-0.578,6.526e-03
383,38.1,-0.558,6.600e-03
384,38.2,-0.538,6.623e-03
385,38.3,-0.518,6.707e-03
386,38.4,-0.498,6.694e-03
387,38.5,-0.478,6.810e-03
388,38.6,-0.458,6.878e-03
389,38.7,-0.438,6.956e-03
390,38.8,-0.418,7.086e-03
391,38.9,-0.398,7.197e-03
392,39.0,-0.378,7.434e-03
393,39.1,-0.358,7.610e-03
394,39.2,-0.338,7.828e-03
395,39.3,-0.318,8.042e-03
396,39.4,-0.298,8.266e-03
397,39.5,-0.278,8.558e-03
398,39.6,-0.258,8.804e-03
399,39.7,-0.238,9.130e-03
400,39.8,-0.218,9.576e-03
401,39.9,-0.198,1.007e-02
402,40.0,-0.178,1.076e-02
403,40.1,-0.158,1.146e-02
404,40.2,-0.138,1.213e-02
405,40.3,-0.118,1.277e-02
406,40.4,-0.098,1.321e-02
407,40.5,-0.078,1.354e-02
408,40.6,-0.058,1.375e-02
409,40.7,-0.038,1.379e-02
410,40.8,-0.018,1.387e-02
411,40.9,0.002,1.377e-02
412,41.0,0.022,1.370e-02
413,41.1,0.042,1.362e-02
414,41.2,0.062,1.356e-02
415,41.3,0.082,1.345e-02
416,41.4,0.102,1.332e-02
417,41.5,0.122,1.324e-02
418,41.6,0.142,1.316e-02
419,41.7,0.162,1.309e-02
420,41.8,0.182,1.295e-02
421,41.9,0.202,1.293e-02
422,42.0,0.222,1.298e-02
423,42.1,0.242,1.296e-02
424,42.2,0.262,1.294e-02
425,42.3,0.282,1.299e-02
426,42.4,0.302,1.309e-02
427,42.5,0.322,1.315e-02
428,42.6,0.342,1.331e-02
429,42.7,0.362,1.355e-02
430,42.8,0.382,1.386e-02
431,42.9,0.402,1.419e-02
432,43.0,0.421,1.461e-02
433,43.1,0.441,1.521e-02
434,43.2,0.461,1.590e-02
435,43.3,0.481,1.666e-02
436,43.4,0.495,1.644e-02
437,43.5,0.479,1.259e-02
438,43.6,0.459,9.806e-03
439,43.7,0.439,7.854e-03
440,43.8,0.419,6.288e-03
441,43.9,0.399,5.184e-03
442,44.0,0.379,4.320e-03
443,44.1,0.359,3.576e-03
444,44.2,0.339,3.065e-03
445,44.3,0.319,2.580e-03
446,44.4,0.299,2.213e-03
447,44.5,0.279,1.864e-03
448,44.6,0.259,1.538e-03
449,44.7,0.239,1.278e-03
450,44.8,0.219,1.036e-03
451,44.9,0.199,8.026e-04
452,45.0,0.179,5.845e-04
453,45.1,0.159,3.839e-04
454,45.2,0.139,1.734e-04
455,45.3,0.119,1.483e-05
456,45.4,0.099,-1.268e-04
457,45.5,0.079,-3.551e-04
458,45.6,0.059,-4.922e-04
459,45.7,0.039,-6.335e-04
460,45.8,0.019,-7.981e-04
461,45.9,-0.001,-1.004e-03
462,46.0,-0.021,-1.132e-03
463,46.1,-0.041,-1.267e-03
464,46.2,-0.061,-1.455e-03
465,46.3,-0.081,-1.613e-03
466,46.4,-0.101,-1.820e-03
467,46.5,-0.121,-2.002e-03
468,46.6,-0.141,-2.179e-03
469,46.7,-0.161,-2.352e-03
470,46.8,-0.181,-2.595e-03
471,46.9,-0.201,-2.928e-03
472,47.0,-0.221,-3.308e-03
473,47.1,-0.241,-3.886e-03
474,47.2,-0.261,-4.581e-03
475,47.3,-0.281,-5.269e-03
476,47.4,-0.301,-5.605e-03
477,47.5,-0.321,-5.698e-03
478,47.6,-0.341,-5.764e-03
479,47.7,-0.361,-6.042e-03
480,47.8,-0.381,-6.360e-03
481,47.9,-0.401,-6.801e-03
482,48.0,-0.421,-7.323e-03
483,48.1,-0.440,-7.840e-03
484,48.2,-0.460,-8.371e-03
485,48.3,-0.480,-8.996e-03
486,48.4,-0.500,-9.571e-03
487,48.5,-0.520,-1.021e-02
488,48.6,-0.540,-1.081e-02
489,48.7,-0.560,-1.149e-02
490,48.8,-0.580,-1.218e-02
491,48.9,-0.600,-1.280e-02
492,49.0,-0.620,-1.354e-02
493,49.1,-0.640,-1.428e-02
494,49.2,-0.660,-1.504e-02
495,49.3,-0.680,-1.581e-02
496,49.4,-0.700,-1.665e-02
497,49.5,-0.720,-1.748e-02
498,49.6,-0.740,-1.840e-02
499,49.7,-0.760,-1.942e-02
500,49.8,-0.780,-2.040e-02
501,49.9,-0.800,-2.152e-02
502,50.0,-0.820,-2.276e-02
503,50.1,-0.840,-2.401e-02
504,50.2,-0.860,-2.546e-02
505,50.3,-0.880,-2.693e-02
506,50.4,-0.900,-2.861e-02
507,50.5,-0.920,-3.037e-02
508,50.6,-0.940,-3.229e-02
509,50.7,-0.960,-3.441e-02
510,50.8,-0.980,-3.670e-02
511,50.9,-1.000,-3.900e-02
512,51.0,-1.020,-4.149e-02
513,51.1,-1.040,-4.397e-02
514,51.2,-1.060,-4.640e-02
515,51.3,-1.080,-4.877e-02
516,51.4,-1.100,-5.101e-02
517,51.5,-1.120,-5.302e-02
518,51.6,-1.140,-5.449e-02
519,51.7,-1.160,-5.554e-02
520,51.8,-1.180,-5.594e-02
521,51.9,-1.200,-5.581e-02
522,52.0,-1.220,-5.529e-02
523,52.1,-1.240,-5.454e-02
524,52.2,-1.260,-5.393e-02
525,52.3,-1.280,-5.330e-02
526,52.4,-1.300,-5.286e-02
527,52.5,-1.320,-5.258e-02
528,52.6,-1.340,-5.245e-02
529,52.7,-1.360,-5.243e-02
530,52.8,-1.379,-5.255e-02
531,52.9,-1.399,-5.280e-02
532,53.0,-1.419,-5.305e-02
533,53.1,-1.439,-5.348e-02
534,53.2,-1.459,-5.397e-02
535,53.3,-1.479,-5.456e-02
536,53.4,-1.495,-5.398e-02
537,53.5,-1.481,-4.607e-02
538,53.6,-1.461,-3.934e-02
539,53.7,-1.441,-3.407e-02
540,53.8,-1.421,-2.985e-02
541,53.9,-1.401,-2.644e-02
542,54.0,-1.381,-2.352e-02
543,54.1,-1.361,-2.110e-02
544,54.2,-1.341,-1.900e-02
545,54.3,-1.321,-1.720e-02
546,54.4,-1.301,-1.559e-02
547,54.5,-1.281,-1.420e-02
548,54.6,-1.261,-1.297e-02
549,54.7,-1.241,-1.173e-02
550,54.8,-1.221,-1.075e-02
551,54.9,-1.201,-9.796e-03
552,55.0,-1.181,-8.790e-03
553,55.1,-1.161,-7.970e-03
554,55.2,-1.141,-7.052e-03
555,55.3,-1.121,-6.252e-03
556,55.4,-1.101,-5.519e-03
557,55.5,-1.081,-4.728e-03
558,55.6,-1.061,-3.957e-03
559,55.7,-1.041,-3.213e-03
560,55.8,-1.021,-2.455e-03
561,55.9,-1.001,-1.670e-03
562,56.0,-0.981,-9.432e-04
563,56.1,-0.961,-1.120e-04
564,56.2,-0.941,6.768e-04
565,56.3,-0.921,1.499e-03
566,56.4,-0.901,2.235e-03
567,56.5,-0.881,2.964e-03
568,56.6,-0.861,3.691e-03
569,56.7,-0.841,4.327e-03
570,56.8,-0.821,5.030e-03
571,56.9,-0.801,5.601e-03
572,57.0,-0.781,6.182e-03
573,57.1,-0.761,6.608e-03
574,57.2,-0.741,7.123e-03
575,57.3,-0.721,7.589e-03
576,57.4,-0.701,7.880e-03
577,57.5,-0.681,8.136e-03
578,57.6,-0.661,8.396e-03
579,57.7,-0.641,8.632e-03
580,57.8,-0.622,8.768e-03
581,57.9,-0.602,8.843e-03
582,58.0,-0.582,8.932e-03
583,58.1,-0.562,9.035e-03
584,58.2,-0.542,9.055e-03
585,58.3,-0.522,9.079e-03
586,58.4,-0.502,9.121e-03
587,58.5,-0.482,9.124e-03
588,58.6,-0.462,9.186e-03
589,58.7,-0.442,9.244e-03
590,58.8,-0.422,9.265e-03
591,58.9,-0.402,9.381e-03
592,59.0,-0.382,9.486e-03
593,59.1,-0.362,9.661e-03
594,59.2,-0.342,9.873e-03
595,59.3,-0.322,1.002e-02
596,59.4,-0.302,1.023e-02
597,59.5,-0.282,1.047e-02
598,59.6,-0.262,1.070e-02
599,59.7,-0.242,1.093e-02
600,59.8,-0.222,1.135e-02
601,59.9,-0.202,1.177e-02
602,60.0,-0.182,1.235e-02
603,60.1,-0.162,1.301e-02
604,60.2,-0.142,1.368e-02
605,60.3,-0.122,1.437e-02
606,60.4,-0.102,1.487e-02
607,60.5,-0.082,1.526e-02
608,60.6,-0.062,1.558e-02
609,60.7,-0.042,1.577e-02
610,60.8,-0.022,1.581e-02
611,60.9,-0.002,1.580e-02
612,61.0,0.018,1.574e-02
613,61.1,0.038,1.568e-02
614,61.2,0.058,1.558e-02
615,61.3,0.078,1.547e-02
616,61.4,0.098,1.535e-02
617,61.5,0.118,1.528e-02
618,61.6,0.138,1.512e-02
619,61.7,0.158,1.498e-02
620,61.8,0.178,1.494e-02
621,61.9,0.198,1.490e-02
622,62.0,0.218,1.482e-02
623,62.1,0.238,1.482e-02
624,62.2,0.258,1.479e-02
625,62.3,0.278,1.482e-02
626,62.4,0.298,1.486e-02
627,62.5,0.318,1.496e-02
628,62.6,0.338,1.513e-02
629,62.7,0.358,1.533e-02
630,62.8,0.378,1.564e-02
631,62.9,0.398,1.599e-02
632,63.0,0.417,1.644e-02
633,63.1,0.437,1.716e-02
634,63.2,0.457,1.795e-02
635,63.3,0.477,1.882e-02
636,63.4,0.495,1.936e-02
637,63.5,0.483,1.536e-02
638,63.6,0.463,1.188e-02
639,63.7,0.443,9.357e-03
640,63.8,0.423,7.508e-03
641,63.9,0.403,6.068e-03
642,64.0,0.383,4.931e-03
643,64.1,0.363,3.995e-03
644,64.2,0.343,3.338e-03
645,64.3,0.323,2.729e-03
646,64.4,0.303,2.251e-03
647,64.5,0.283,1.812e-03
648,64.6,0.263,1.399e-03
649,64.7,0.243,1.096e-03
650,64.8,0.223,7.758e-04
651,64.9,0.203,5.132e-04
652,65.0,0.183,2.325e-04
653,65.1,0.163,2.795e-06
654,65.2,0.143,-2.278e-04
655,65.3,0.123,-4.658e-04
656,65.4,0.103,-6.791e-04
657,65.5,0.083,-8.865e-04
658,65.6,0.063,-1.055e-03
659,65.7,0.043,-1.261e-03
660,65.8,0.023,-1.473e-03
661,65.9,0.003,-1.645e-03
662,66.0,-0.017,-1.847e-03
663,66.1,-0.037,-2.109e-03
664,66.2,-0.057,-2.205e-03
665,66.3,-0.077,-2.479e-03
666,66.4,-0.097,-2.678e-03
667,66.5,-0.117,-2.907e-03
668,66.6,-0.137,-3.063e-03
669,66.7,-0.157,-3.275e-03
670,66.8,-0.177,-3.560e-03
671,66.9,-0.197,-3.914e-03
672,67.0,-0.217,-4.309e-03
673,67.1,-0.237,-4.887e-03
674,67.2,-0.257,-5.723e-03
675,67.3,-0.277,-6.472e-03
676,67.4,-0.297,-7.090e-03
677,67.5,-0.317,-7.319e-03
678,67.6,-0.337,-7.400e-03
679,67.7,-0.357,-7.611e-03
680,67.8,-0.377,-7.897e-03
681,67.9,-0.397,-8.354e-03
682,68.0,-0.417,-8.809e-03
683,68.1,-0.437,-9.356e-03
684,68.2,-0.456,-9.930e-03
685,68.3,-0.476,-1.060e-02
686,68.4,-0.496,-1.120e-02
687,68.5,-0.516,-1.194e-02
688,68.6,-0.536,-1.257e-02
689,68.7,-0.556,-1.327e-02
690,68.8,-0.576,-1.405e-02
691,68.9,-0.596,-1.473e-02
692,69.0,-0.616,-1.554e-02
693,69.1,-0.636,-1.628e-02
694,69.2,-0.656,-1.707e-02
695,69.3,-0.676,-1.792e-02
696,69.4,-0.696,-1.879e-02
697,69.5,-0.716,-1.969e-02
698,69.6,-0.736,-2.061e-02
699,69.7,-0.756,-2.160e-02
700,69.8,-0.776,-2.271e-02
701,69.9,-0.796,-2.382e-02
702,70.0,-0.816,-2.496e-02
703,70.1,-0.836,-2.631e-02
704,70.2,-0.856,-2.764e-02
705,70.3,-0.876,-2.911e-02
706,70.4,-0.896,-3.070e-02
707,70.5,-0.916,-3.248e-02
708,70.6,-0.936,-3.437e-02
709,70.7,-0.956,-3.644e-02
710,70.8,-0.976,-3.866e-02
711,70.9,-0.996,-4.101e-02
712,71.0,-1.016,-4.339e-02
713,71.1,-1.036,-4.575e-02
714,71.2,-1.056,-4.816e-02
715,71.3,-1.076,-5.056e-02
716,71.4,-1.096,-5.275e-02
717,71.5,-1.116,-5.473e-02
718,71.6,-1.136,-5.643e-02
719,71.7,-1.156,-5.770e-02
720,71.8,-1.176,-5.844e-02
721,71.9,-1.196,-5.856e-02
722,72.0,-1.216,-5.826e-02
723,72.1,-1.236,-5.773e-02
724,72.2,-1.256,-5.721e-02
725,72.3,-1.276,-5.670e-02
726,72.4,-1.296,-5.630e-02
727,72.5,-1.316,-5.606e-02
728,72.6,-1.336,-5.599e-02
729,72.7,-1.356,-5.599e-02
730,72.8,-1.375,-5.617e-02
731,72.9,-1.395,-5.644e-02
732,73.0,-1.415,-5.683e-02
733,73.1,-1.435,-5.721e-02
734,73.2,-1.455,-5.772e-02
735,73.3,-1.475,-5.834e-02
736,73.4,-1.494,-5.870e-02
737,73.5,-1.485,-5.153e-02
738,73.6,-1.465,-4.379e-02
739,73.7,-1.445,-3.760e-02
740,73.8,-1.425,-3.259e-02
741,73.9,-1.405,-2.844e-02
742,74.0,-1.385,-2.490e-02
743,74.1,-1.365,-2.183e-02
744,74.2,-1.345,-1.927e-02
745,74.3,-1.325,-1.706e-02
746,74.4,-1.305,-1.512e-02
747,74.5,-1.285,-1.344e-02
748,74.6,-1.265,-1.194e-02
749,74.7,-1.245,-1.051e-02
750,74.8,-1.225,-9.317e-03
751,74.9,-1.205,-8.166e-03
752,75.0,-1.185,-7.112e-03
753,75.1,-1.165,-6.138e-03
754,75.2,-1.145,-5.194e-03
755,75.3,-1.125,-4.322e-03
756,75.4,-1.105,-3.452e-03
757,75.5,-1.085,-2.628e-03
758,75.6,-1.065,-1.854e-03
759,75.7,-1.045,-1.018e-03
760,75.8,-1.025,-2.940e-04
761,75.9,-1.005,4.971e-04
762,76.0,-0.985,1.261e-03
763,76.1,-0.965,1.951e-03
