sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.0C
Time............:  16:45:33-17:07:15
Slewrate........:  10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   651
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.002,2.967e-03
2,1.0,0.020,3.105e-03
3,3.0,0.040,3.089e-03
4,5.0,0.060,3.098e-03
5,7.0,0.080,3.123e-03
6,9.0,0.100,3.160e-03
7,11.0,0.120,3.213e-03
8,13.0,0.140,3.281e-03
9,15.0,0.160,3.370e-03
10,17.0,0.180,3.450e-03
11,19.0,0.200,3.557e-03
12,21.0,0.220,3.663e-03
13,23.0,0.240,3.813e-03
14,25.0,0.260,3.963e-03
15,27.0,0.280,4.165e-03
16,29.0,0.300,4.382e-03
17,31.0,0.320,4.658e-03
18,33.0,0.340,5.008e-03
19,34.9,0.360,5.464e-03
20,36.9,0.380,6.100e-03
21,38.9,0.400,6.762e-03
22,40.9,0.420,7.507e-03
23,42.9,0.440,8.642e-03
24,44.9,0.460,1.057e-02
25,46.9,0.480,1.388e-02
26,48.9,0.496,1.743e-02
27,50.9,0.481,1.366e-02
28,52.9,0.461,9.512e-03
29,54.9,0.442,6.790e-03
30,56.9,0.422,5.159e-03
31,58.9,0.402,4.227e-03
32,60.9,0.382,3.610e-03
33,62.9,0.362,3.188e-03
34,64.9,0.342,2.867e-03
35,66.9,0.322,2.582e-03
36,68.9,0.302,2.344e-03
37,70.9,0.282,2.120e-03
38,72.9,0.262,1.916e-03
39,74.9,0.242,1.730e-03
40,76.9,0.222,1.671e-03
41,78.9,0.202,1.629e-03
42,80.9,0.182,1.543e-03
43,82.9,0.162,1.451e-03
44,84.9,0.142,1.357e-03
45,86.9,0.122,1.268e-03
46,88.9,0.102,1.190e-03
47,90.9,0.082,1.112e-03
48,92.9,0.062,1.030e-03
49,94.9,0.042,9.664e-04
50,96.9,0.022,8.891e-04
51,98.9,0.002,8.204e-04
52,100.9,-0.018,7.435e-04
53,102.9,-0.038,6.743e-04
54,104.8,-0.058,6.116e-04
55,106.8,-0.078,5.411e-04
56,108.8,-0.098,4.778e-04
57,110.8,-0.117,4.095e-04
58,112.8,-0.137,3.233e-04
59,114.8,-0.157,2.651e-04
60,116.8,-0.177,1.915e-04
61,118.8,-0.197,1.122e-04
62,120.8,-0.217,1.212e-05
63,122.8,-0.237,-9.412e-05
64,124.8,-0.257,-1.774e-04
65,126.8,-0.277,-3.019e-04
66,128.8,-0.297,-4.543e-04
67,130.8,-0.317,-6.230e-04
68,132.8,-0.337,-7.957e-04
69,134.8,-0.357,-1.010e-03
70,136.8,-0.377,-1.210e-03
71,138.8,-0.397,-1.394e-03
72,140.8,-0.417,-1.536e-03
73,142.8,-0.437,-1.660e-03
74,144.8,-0.457,-1.717e-03
75,146.8,-0.477,-1.704e-03
76,148.8,-0.497,-1.632e-03
77,150.8,-0.517,-1.534e-03
78,152.8,-0.537,-1.428e-03
79,154.8,-0.557,-1.364e-03
80,156.8,-0.577,-1.337e-03
81,158.8,-0.597,-1.361e-03
82,160.8,-0.616,-1.433e-03
83,162.8,-0.636,-1.531e-03
84,164.8,-0.656,-1.636e-03
85,166.8,-0.676,-1.772e-03
86,168.8,-0.696,-1.944e-03
87,170.8,-0.716,-2.116e-03
88,172.7,-0.736,-2.282e-03
89,174.7,-0.756,-2.380e-03
90,176.7,-0.776,-2.419e-03
91,178.7,-0.796,-2.423e-03
92,180.7,-0.816,-2.394e-03
93,182.7,-0.836,-2.388e-03
94,184.7,-0.856,-2.432e-03
95,186.7,-0.876,-2.490e-03
96,188.7,-0.896,-2.567e-03
97,190.7,-0.916,-2.681e-03
98,192.7,-0.936,-2.805e-03
99,194.7,-0.956,-2.946e-03
