sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.0C
Time............:  17:34:24-17:41:26
Slewrate........:  50mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   1055
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.000,1.951e-03
2,0.2,0.000,1.917e-03
3,0.6,0.002,2.128e-03
4,1.0,0.020,2.690e-03
5,1.4,0.040,2.898e-03
6,1.8,0.060,3.016e-03
7,2.2,0.080,3.122e-03
8,2.6,0.100,3.220e-03
9,3.0,0.120,3.317e-03
10,3.4,0.140,3.423e-03
11,3.8,0.160,3.506e-03
12,4.2,0.180,3.612e-03
13,4.6,0.200,3.709e-03
14,5.0,0.220,3.851e-03
15,5.4,0.240,3.960e-03
16,5.8,0.260,4.137e-03
17,6.2,0.280,4.300e-03
18,6.6,0.300,4.495e-03
19,7.0,0.320,4.705e-03
20,7.4,0.340,5.001e-03
21,7.8,0.360,5.387e-03
22,8.2,0.380,6.049e-03
23,8.6,0.400,6.579e-03
24,9.0,0.420,7.076e-03
25,9.4,0.440,7.884e-03
26,9.8,0.460,9.290e-03
27,10.2,0.480,1.173e-02
28,10.6,0.495,1.427e-02
29,11.0,0.480,1.107e-02
30,11.4,0.461,7.835e-03
31,11.8,0.441,5.687e-03
32,12.2,0.421,4.361e-03
33,12.6,0.401,3.581e-03
34,13.0,0.381,3.072e-03
35,13.4,0.361,2.670e-03
36,13.8,0.341,2.395e-03
37,14.2,0.321,2.116e-03
38,14.6,0.301,1.855e-03
39,15.0,0.281,1.618e-03
40,15.4,0.261,1.353e-03
41,15.8,0.241,1.127e-03
42,16.2,0.221,1.120e-03
43,16.6,0.201,1.131e-03
44,17.0,0.181,1.037e-03
45,17.4,0.161,9.326e-04
46,17.8,0.141,7.961e-04
47,18.2,0.121,6.950e-04
48,18.6,0.101,5.801e-04
49,19.0,0.081,5.039e-04
50,19.4,0.061,3.829e-04
51,19.8,0.041,3.226e-04
52,20.2,0.021,2.359e-04
53,20.6,0.001,1.199e-04
54,21.0,-0.019,4.433e-05
55,21.4,-0.039,-4.350e-05
56,21.8,-0.059,-1.246e-04
57,22.2,-0.079,-2.281e-04
58,22.6,-0.099,-3.034e-04
59,23.0,-0.119,-3.824e-04
60,23.4,-0.139,-4.763e-04
61,23.8,-0.159,-5.746e-04
62,24.2,-0.179,-6.668e-04
63,24.6,-0.199,-7.842e-04
64,25.0,-0.219,-9.159e-04
65,25.4,-0.239,-1.035e-03
66,25.8,-0.259,-1.169e-03
67,26.2,-0.279,-1.290e-03
68,26.6,-0.299,-1.444e-03
69,27.0,-0.319,-1.581e-03
70,27.4,-0.339,-1.740e-03
71,27.8,-0.359,-1.902e-03
72,28.2,-0.379,-2.087e-03
73,28.6,-0.399,-2.253e-03
74,29.0,-0.419,-2.459e-03
75,29.4,-0.439,-2.628e-03
76,29.8,-0.459,-2.804e-03
77,30.2,-0.479,-2.994e-03
78,30.6,-0.499,-3.152e-03
79,31.0,-0.519,-3.304e-03
80,31.4,-0.539,-3.487e-03
81,31.8,-0.559,-3.622e-03
82,32.2,-0.579,-3.739e-03
83,32.6,-0.599,-3.852e-03
84,33.0,-0.619,-3.984e-03
85,33.4,-0.639,-4.071e-03
86,33.8,-0.659,-4.174e-03
87,34.2,-0.679,-4.276e-03
88,34.6,-0.699,-4.386e-03
89,35.0,-0.719,-4.517e-03
90,35.4,-0.739,-4.634e-03
91,35.8,-0.758,-4.804e-03
92,36.2,-0.778,-4.991e-03
93,36.6,-0.798,-5.182e-03
94,37.0,-0.818,-5.407e-03
95,37.4,-0.838,-5.594e-03
96,37.8,-0.858,-5.774e-03
97,38.2,-0.878,-5.895e-03
98,38.6,-0.898,-5.980e-03
99,39.0,-0.918,-6.136e-03
100,39.4,-0.938,-6.298e-03
101,39.8,-0.958,-6.438e-03
102,40.2,-0.978,-6.669e-03
103,40.6,-0.998,-6.831e-03
104,41.0,-1.018,-7.011e-03
105,41.4,-1.038,-7.215e-03
106,41.8,-1.058,-7.386e-03
107,42.2,-1.078,-7.550e-03
108,42.6,-1.098,-7.734e-03
109,43.0,-1.118,-7.889e-03
110,43.4,-1.138,-7.993e-03
111,43.8,-1.158,-8.100e-03
112,44.2,-1.178,-8.202e-03
113,44.6,-1.198,-8.302e-03
114,45.0,-1.218,-8.454e-03
115,45.4,-1.238,-8.570e-03
116,45.8,-1.258,-8.740e-03
117,46.2,-1.278,-8.912e-03
118,46.6,-1.298,-9.104e-03
119,47.0,-1.318,-9.298e-03
120,47.4,-1.338,-9.502e-03
121,47.8,-1.358,-9.722e-03
122,48.2,-1.378,-9.977e-03
123,48.6,-1.398,-1.023e-02
124,49.0,-1.418,-1.054e-02
125,49.4,-1.438,-1.094e-02
126,49.8,-1.458,-1.145e-02
127,50.2,-1.478,-1.207e-02
128,50.6,-1.495,-1.214e-02
129,51.0,-1.482,-7.723e-03
130,51.4,-1.462,-4.468e-03
131,51.8,-1.442,-2.231e-03
132,52.2,-1.422,-6.247e-04
133,52.6,-1.402,5.745e-04
134,53.0,-1.382,1.509e-03
135,53.4,-1.362,2.223e-03
136,53.8,-1.342,2.816e-03
137,54.2,-1.322,3.303e-03
138,54.6,-1.302,3.714e-03
139,55.0,-1.282,4.086e-03
140,55.4,-1.262,4.425e-03
141,55.8,-1.242,4.709e-03
142,56.2,-1.222,4.978e-03
143,56.6,-1.202,5.223e-03
144,57.0,-1.182,5.441e-03
145,57.4,-1.162,5.647e-03
146,57.8,-1.142,5.825e-03
147,58.2,-1.122,5.984e-03
148,58.6,-1.102,6.147e-03
149,59.0,-1.082,6.310e-03
150,59.4,-1.062,6.438e-03
151,59.8,-1.042,6.592e-03
152,60.2,-1.022,6.724e-03
153,60.6,-1.002,6.852e-03
154,61.0,-0.982,6.965e-03
155,61.4,-0.962,7.058e-03
156,61.8,-0.942,7.200e-03
157,62.2,-0.922,7.286e-03
158,62.6,-0.902,7.369e-03
159,63.0,-0.882,7.430e-03
160,63.4,-0.862,7.507e-03
161,63.8,-0.842,7.573e-03
162,64.2,-0.822,7.698e-03
163,64.6,-0.802,7.792e-03
164,65.0,-0.782,7.904e-03
165,65.4,-0.762,7.955e-03
166,65.8,-0.742,7.945e-03
167,66.2,-0.722,7.926e-03
168,66.6,-0.702,7.882e-03
169,67.0,-0.682,7.816e-03
170,67.3,-0.662,7.766e-03
171,67.7,-0.642,7.728e-03
172,68.1,-0.622,7.681e-03
173,68.5,-0.602,7.633e-03
174,68.9,-0.582,7.608e-03
175,69.3,-0.562,7.561e-03
176,69.7,-0.542,7.503e-03
177,70.1,-0.522,7.457e-03
178,70.5,-0.502,7.381e-03
179,70.9,-0.482,7.320e-03
180,71.3,-0.462,7.266e-03
181,71.7,-0.443,7.161e-03
182,72.1,-0.423,7.062e-03
183,72.5,-0.403,6.971e-03
184,72.9,-0.383,6.881e-03
185,73.3,-0.363,6.788e-03
186,73.7,-0.343,6.673e-03
187,74.1,-0.323,6.588e-03
188,74.5,-0.303,6.485e-03
189,74.9,-0.283,6.392e-03
190,75.3,-0.263,6.295e-03
191,75.7,-0.243,6.216e-03
192,76.1,-0.223,6.131e-03
193,76.5,-0.203,6.033e-03
194,76.9,-0.183,5.955e-03
195,77.3,-0.163,5.892e-03
196,77.7,-0.143,5.785e-03
197,78.1,-0.123,5.722e-03
198,78.5,-0.103,5.652e-03
199,78.9,-0.083,5.599e-03
200,79.3,-0.063,5.533e-03
201,79.7,-0.043,5.477e-03
202,80.1,-0.023,5.446e-03
203,80.5,-0.003,5.393e-03
204,80.9,0.017,5.387e-03
205,81.3,0.037,5.363e-03
206,81.7,0.057,5.361e-03
207,82.1,0.077,5.357e-03
208,82.5,0.097,5.361e-03
209,82.9,0.117,5.404e-03
210,83.3,0.137,5.509e-03
211,83.7,0.157,5.579e-03
212,84.1,0.177,5.669e-03
213,84.5,0.197,5.747e-03
214,84.9,0.217,5.867e-03
215,85.3,0.237,6.008e-03
216,85.7,0.257,6.145e-03
217,86.1,0.277,6.295e-03
218,86.5,0.297,6.493e-03
219,86.9,0.317,6.721e-03
220,87.3,0.337,6.992e-03
221,87.7,0.357,7.321e-03
222,88.1,0.377,7.799e-03
223,88.5,0.397,8.568e-03
224,88.9,0.417,9.140e-03
225,89.3,0.437,9.771e-03
226,89.7,0.457,1.085e-02
227,90.1,0.477,1.292e-02
228,90.5,0.495,1.572e-02
229,90.9,0.483,1.296e-02
230,91.3,0.464,9.326e-03
231,91.7,0.444,6.841e-03
232,92.1,0.424,5.269e-03
233,92.5,0.404,4.326e-03
234,92.9,0.384,3.683e-03
235,93.3,0.364,3.213e-03
236,93.7,0.344,2.841e-03
237,94.1,0.324,2.535e-03
238,94.5,0.304,2.248e-03
239,94.9,0.284,1.976e-03
240,95.3,0.264,1.708e-03
241,95.7,0.244,1.445e-03
242,96.1,0.224,1.359e-03
243,96.5,0.204,1.369e-03
244,96.9,0.184,1.272e-03
245,97.3,0.164,1.128e-03
246,97.7,0.144,1.031e-03
247,98.1,0.124,8.862e-04
248,98.5,0.104,7.584e-04
249,98.9,0.084,6.583e-04
250,99.3,0.064,5.571e-04
251,99.7,0.044,4.338e-04
252,100.1,0.024,3.495e-04
253,100.5,0.004,2.638e-04
254,100.9,-0.016,1.555e-04
255,101.3,-0.036,5.571e-05
256,101.7,-0.056,-2.831e-05
257,102.1,-0.076,-1.524e-04
258,102.5,-0.096,-2.068e-04
259,102.9,-0.116,-2.991e-04
260,103.3,-0.136,-4.035e-04
261,103.7,-0.156,-5.017e-04
262,104.1,-0.176,-6.111e-04
263,104.5,-0.196,-7.184e-04
264,104.9,-0.216,-8.429e-04
265,105.3,-0.236,-9.477e-04
266,105.7,-0.256,-1.100e-03
267,106.1,-0.276,-1.250e-03
268,106.5,-0.296,-1.398e-03
269,106.9,-0.316,-1.503e-03
270,107.3,-0.336,-1.644e-03
271,107.7,-0.356,-1.810e-03
272,108.1,-0.376,-1.963e-03
273,108.5,-0.396,-2.149e-03
274,108.9,-0.416,-2.270e-03
275,109.3,-0.436,-2.452e-03
276,109.7,-0.456,-2.612e-03
277,110.1,-0.476,-2.774e-03
278,110.5,-0.496,-2.909e-03
279,110.9,-0.516,-3.064e-03
280,111.3,-0.536,-3.225e-03
281,111.7,-0.556,-3.344e-03
282,112.1,-0.576,-3.489e-03
283,112.5,-0.596,-3.562e-03
284,112.9,-0.616,-3.695e-03
285,113.3,-0.636,-3.821e-03
286,113.7,-0.656,-3.908e-03
287,114.1,-0.676,-4.029e-03
288,114.5,-0.696,-4.155e-03
289,114.9,-0.716,-4.272e-03
290,115.3,-0.736,-4.434e-03
291,115.7,-0.756,-4.578e-03
292,116.1,-0.775,-4.734e-03
293,116.5,-0.795,-4.937e-03
294,116.9,-0.815,-5.129e-03
295,117.3,-0.835,-5.277e-03
296,117.7,-0.855,-5.452e-03
297,118.1,-0.875,-5.610e-03
298,118.5,-0.895,-5.745e-03
299,118.9,-0.915,-5.861e-03
300,119.3,-0.935,-6.059e-03
301,119.7,-0.955,-6.241e-03
302,120.1,-0.975,-6.439e-03
303,120.5,-0.995,-6.669e-03
304,120.9,-1.015,-6.851e-03
305,121.3,-1.035,-7.022e-03
306,121.7,-1.055,-7.212e-03
307,122.1,-1.075,-7.382e-03
308,122.5,-1.095,-7.563e-03
309,122.9,-1.115,-7.706e-03
310,123.3,-1.135,-7.864e-03
311,123.7,-1.155,-7.957e-03
312,124.1,-1.175,-8.046e-03
313,124.5,-1.195,-8.158e-03
314,124.9,-1.215,-8.268e-03
315,125.3,-1.235,-8.423e-03
316,125.7,-1.255,-8.576e-03
317,126.1,-1.275,-8.739e-03
318,126.5,-1.295,-8.926e-03
319,126.9,-1.315,-9.094e-03
320,127.3,-1.335,-9.285e-03
321,127.7,-1.355,-9.498e-03
322,128.1,-1.375,-9.740e-03
323,128.5,-1.395,-1.000e-02
324,128.9,-1.415,-1.033e-02
325,129.3,-1.435,-1.071e-02
326,129.7,-1.455,-1.117e-02
327,130.1,-1.475,-1.179e-02
328,130.5,-1.494,-1.221e-02
329,130.9,-1.485,-8.154e-03
330,131.3,-1.465,-4.674e-03
331,131.7,-1.445,-2.356e-03
332,132.1,-1.425,-7.105e-04
333,132.5,-1.405,5.369e-04
334,132.9,-1.385,1.494e-03
335,133.3,-1.365,2.247e-03
336,133.7,-1.345,2.849e-03
337,134.1,-1.325,3.354e-03
338,134.5,-1.305,3.778e-03
339,134.9,-1.285,4.139e-03
340,135.3,-1.265,4.459e-03
341,135.7,-1.245,4.772e-03
342,136.1,-1.225,5.048e-03
343,136.5,-1.205,5.291e-03
344,136.9,-1.185,5.520e-03
345,137.3,-1.165,5.703e-03
346,137.7,-1.145,5.893e-03
347,138.1,-1.125,6.064e-03
348,138.5,-1.105,6.229e-03
349,138.9,-1.085,6.409e-03
350,139.3,-1.065,6.541e-03
351,139.7,-1.045,6.695e-03
352,140.1,-1.025,6.796e-03
353,140.5,-1.005,6.936e-03
354,140.9,-0.985,7.067e-03
355,141.3,-0.965,7.179e-03
356,141.7,-0.945,7.274e-03
357,142.1,-0.925,7.389e-03
358,142.5,-0.905,7.468e-03
359,142.9,-0.885,7.566e-03
360,143.3,-0.865,7.630e-03
361,143.7,-0.845,7.731e-03
362,144.1,-0.825,7.816e-03
363,144.5,-0.805,7.930e-03
364,144.9,-0.785,8.027e-03
365,145.3,-0.765,8.106e-03
366,145.7,-0.745,8.167e-03
367,146.1,-0.725,8.117e-03
368,146.5,-0.705,8.066e-03
369,146.9,-0.685,7.992e-03
370,147.3,-0.665,7.950e-03
371,147.7,-0.645,7.903e-03
372,148.1,-0.625,7.878e-03
373,148.5,-0.605,7.796e-03
374,148.9,-0.585,7.782e-03
375,149.3,-0.565,7.748e-03
376,149.7,-0.545,7.691e-03
377,150.1,-0.525,7.632e-03
378,150.5,-0.505,7.606e-03
379,150.9,-0.485,7.522e-03
380,151.3,-0.465,7.450e-03
381,151.7,-0.446,7.377e-03
382,152.1,-0.426,7.285e-03
383,152.5,-0.406,7.196e-03
384,152.9,-0.386,7.111e-03
385,153.3,-0.366,7.019e-03
386,153.7,-0.346,6.921e-03
387,154.1,-0.326,6.818e-03
388,154.5,-0.306,6.728e-03
389,154.9,-0.286,6.629e-03
390,155.3,-0.266,6.535e-03
391,155.7,-0.246,6.433e-03
392,156.1,-0.226,6.342e-03
