sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.0C
Time............:  14:50:48-14:57:50
Slewrate........:  50mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   1055
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.000,7.281e-04
2,0.2,0.000,6.796e-04
3,0.6,0.002,1.002e-03
4,1.0,0.020,2.131e-03
5,1.4,0.040,2.527e-03
6,1.8,0.060,2.752e-03
7,2.2,0.080,2.924e-03
8,2.6,0.100,3.072e-03
9,3.0,0.120,3.213e-03
10,3.4,0.140,3.351e-03
11,3.8,0.160,3.494e-03
12,4.2,0.180,3.646e-03
13,4.6,0.200,3.815e-03
14,5.0,0.220,4.003e-03
15,5.4,0.240,4.220e-03
16,5.8,0.260,4.454e-03
17,6.2,0.280,4.731e-03
18,6.6,0.300,5.047e-03
19,7.0,0.320,5.412e-03
20,7.4,0.340,5.844e-03
21,7.8,0.360,6.386e-03
22,8.2,0.380,7.203e-03
23,8.6,0.400,8.496e-03
24,9.0,0.420,9.377e-03
25,9.4,0.440,1.023e-02
26,9.8,0.460,1.168e-02
27,10.2,0.480,1.408e-02
28,10.6,0.495,1.655e-02
29,11.0,0.480,1.277e-02
30,11.4,0.461,8.927e-03
31,11.8,0.441,6.184e-03
32,12.2,0.421,4.312e-03
33,12.6,0.401,3.017e-03
34,13.0,0.381,2.072e-03
35,13.4,0.361,1.344e-03
36,13.8,0.341,7.621e-04
37,14.2,0.321,2.795e-04
38,14.6,0.301,-1.508e-04
39,15.0,0.281,-5.635e-04
40,15.4,0.261,-9.937e-04
41,15.8,0.241,-1.318e-03
42,16.2,0.221,-1.286e-03
43,16.6,0.201,-1.259e-03
44,17.0,0.181,-1.347e-03
45,17.4,0.161,-1.472e-03
46,17.8,0.141,-1.613e-03
47,18.2,0.121,-1.745e-03
48,18.6,0.101,-1.873e-03
49,19.0,0.081,-2.001e-03
50,19.4,0.061,-2.119e-03
51,19.8,0.041,-2.239e-03
52,20.2,0.021,-2.355e-03
53,20.6,0.001,-2.472e-03
54,21.0,-0.019,-2.588e-03
55,21.4,-0.039,-2.710e-03
56,21.8,-0.059,-2.835e-03
57,22.2,-0.079,-2.959e-03
58,22.6,-0.099,-3.093e-03
59,23.0,-0.119,-3.230e-03
60,23.4,-0.139,-3.378e-03
61,23.8,-0.159,-3.532e-03
62,24.2,-0.179,-3.697e-03
63,24.6,-0.199,-3.881e-03
64,25.0,-0.219,-4.093e-03
65,25.4,-0.239,-4.333e-03
66,25.8,-0.259,-4.584e-03
67,26.2,-0.279,-4.830e-03
68,26.6,-0.299,-5.052e-03
69,27.0,-0.319,-5.266e-03
70,27.4,-0.339,-5.492e-03
71,27.8,-0.359,-5.736e-03
72,28.2,-0.379,-5.978e-03
73,28.6,-0.399,-6.229e-03
74,29.0,-0.419,-6.492e-03
75,29.4,-0.439,-6.760e-03
76,29.8,-0.459,-7.038e-03
77,30.2,-0.479,-7.316e-03
78,30.6,-0.499,-7.596e-03
79,31.0,-0.519,-7.875e-03
80,31.4,-0.539,-8.156e-03
81,31.8,-0.559,-8.440e-03
82,32.2,-0.579,-8.718e-03
83,32.6,-0.599,-8.995e-03
84,33.0,-0.619,-9.275e-03
85,33.4,-0.639,-9.554e-03
86,33.8,-0.659,-9.842e-03
87,34.2,-0.679,-1.013e-02
88,34.6,-0.699,-1.042e-02
89,35.0,-0.719,-1.071e-02
90,35.4,-0.739,-1.101e-02
91,35.8,-0.759,-1.133e-02
92,36.2,-0.778,-1.165e-02
93,36.6,-0.798,-1.201e-02
94,37.0,-0.818,-1.239e-02
95,37.4,-0.838,-1.277e-02
96,37.8,-0.858,-1.317e-02
97,38.2,-0.878,-1.357e-02
98,38.6,-0.898,-1.396e-02
99,39.0,-0.918,-1.438e-02
100,39.4,-0.938,-1.483e-02
101,39.8,-0.958,-1.533e-02
102,40.2,-0.978,-1.585e-02
103,40.6,-0.998,-1.639e-02
104,41.0,-1.018,-1.693e-02
105,41.4,-1.038,-1.746e-02
106,41.8,-1.058,-1.795e-02
107,42.2,-1.078,-1.842e-02
108,42.6,-1.098,-1.886e-02
109,43.0,-1.118,-1.929e-02
110,43.4,-1.138,-1.971e-02
111,43.8,-1.158,-2.012e-02
112,44.2,-1.178,-2.052e-02
113,44.6,-1.198,-2.091e-02
114,45.0,-1.218,-2.129e-02
115,45.4,-1.238,-2.168e-02
116,45.8,-1.258,-2.207e-02
117,46.2,-1.278,-2.246e-02
118,46.6,-1.298,-2.285e-02
119,47.0,-1.318,-2.326e-02
120,47.4,-1.338,-2.366e-02
121,47.8,-1.358,-2.406e-02
122,48.2,-1.378,-2.450e-02
123,48.6,-1.398,-2.494e-02
124,49.0,-1.418,-2.540e-02
125,49.4,-1.438,-2.593e-02
126,49.8,-1.458,-2.655e-02
127,50.2,-1.478,-2.730e-02
128,50.6,-1.495,-2.736e-02
129,51.0,-1.482,-2.161e-02
130,51.4,-1.462,-1.650e-02
131,51.8,-1.442,-1.260e-02
132,52.2,-1.422,-9.525e-03
133,52.6,-1.402,-7.052e-03
134,53.0,-1.382,-5.071e-03
135,53.4,-1.362,-3.457e-03
136,53.8,-1.342,-2.157e-03
137,54.2,-1.322,-1.082e-03
138,54.6,-1.302,-1.858e-04
139,55.0,-1.282,5.738e-04
140,55.4,-1.262,1.214e-03
141,55.8,-1.242,1.780e-03
142,56.2,-1.222,2.274e-03
143,56.6,-1.202,2.719e-03
144,57.0,-1.182,3.122e-03
145,57.4,-1.162,3.495e-03
146,57.8,-1.142,3.845e-03
147,58.2,-1.122,4.179e-03
148,58.6,-1.102,4.492e-03
149,59.0,-1.082,4.798e-03
150,59.4,-1.062,5.093e-03
151,59.8,-1.042,5.373e-03
152,60.2,-1.022,5.647e-03
153,60.6,-1.002,5.916e-03
154,61.0,-0.982,6.177e-03
155,61.4,-0.962,6.428e-03
156,61.8,-0.942,6.668e-03
157,62.2,-0.922,6.897e-03
158,62.6,-0.902,7.118e-03
159,63.0,-0.882,7.330e-03
160,63.4,-0.862,7.528e-03
161,63.8,-0.842,7.729e-03
162,64.2,-0.822,7.919e-03
163,64.6,-0.802,8.107e-03
164,65.0,-0.782,8.289e-03
165,65.4,-0.762,8.424e-03
166,65.8,-0.742,8.500e-03
167,66.2,-0.722,8.533e-03
168,66.6,-0.702,8.543e-03
169,67.0,-0.682,8.538e-03
170,67.3,-0.662,8.509e-03
171,67.7,-0.642,8.468e-03
172,68.1,-0.622,8.413e-03
173,68.5,-0.602,8.353e-03
174,68.9,-0.582,8.283e-03
175,69.3,-0.562,8.211e-03
176,69.7,-0.542,8.149e-03
177,70.1,-0.522,8.083e-03
178,70.5,-0.502,8.019e-03
179,70.9,-0.482,7.952e-03
180,71.3,-0.462,7.884e-03
181,71.7,-0.443,7.813e-03
182,72.1,-0.423,7.754e-03
183,72.5,-0.403,7.688e-03
184,72.9,-0.383,7.634e-03
185,73.3,-0.363,7.579e-03
186,73.7,-0.343,7.527e-03
187,74.1,-0.323,7.485e-03
188,74.5,-0.303,7.445e-03
189,74.9,-0.283,7.420e-03
190,75.3,-0.263,7.405e-03
191,75.7,-0.243,7.405e-03
192,76.1,-0.223,7.429e-03
193,76.5,-0.203,7.478e-03
194,76.9,-0.183,7.555e-03
195,77.3,-0.163,7.661e-03
196,77.7,-0.143,7.795e-03
197,78.1,-0.123,7.947e-03
198,78.5,-0.103,8.114e-03
199,78.9,-0.083,8.281e-03
200,79.3,-0.063,8.439e-03
201,79.7,-0.043,8.581e-03
202,80.1,-0.023,8.697e-03
203,80.5,-0.003,8.778e-03
204,80.9,0.017,8.817e-03
205,81.3,0.037,8.832e-03
206,81.7,0.057,8.820e-03
207,82.1,0.077,8.798e-03
208,82.5,0.097,8.774e-03
209,82.9,0.117,8.747e-03
210,83.3,0.137,8.722e-03
211,83.7,0.157,8.714e-03
212,84.1,0.177,8.729e-03
213,84.5,0.197,8.747e-03
214,84.9,0.217,8.773e-03
215,85.3,0.237,8.838e-03
216,85.7,0.257,8.947e-03
217,86.1,0.277,9.120e-03
218,86.5,0.297,9.356e-03
219,86.9,0.317,9.651e-03
220,87.3,0.337,1.000e-02
221,87.7,0.357,1.042e-02
222,88.1,0.377,1.097e-02
223,88.5,0.397,1.183e-02
224,88.9,0.417,1.326e-02
225,89.3,0.437,1.418e-02
226,89.7,0.457,1.506e-02
227,90.1,0.477,1.670e-02
228,90.5,0.495,1.905e-02
229,90.9,0.483,1.565e-02
230,91.3,0.464,1.147e-02
231,91.7,0.444,8.410e-03
232,92.1,0.424,6.265e-03
233,92.5,0.404,4.722e-03
234,92.9,0.384,3.561e-03
235,93.3,0.364,2.653e-03
236,93.7,0.344,1.908e-03
237,94.1,0.324,1.293e-03
238,94.5,0.304,7.547e-04
239,94.9,0.284,2.512e-04
240,95.3,0.264,-2.625e-04
241,95.7,0.244,-7.416e-04
242,96.1,0.224,-8.457e-04
243,96.5,0.204,-8.176e-04
244,96.9,0.184,-9.270e-04
245,97.3,0.164,-1.086e-03
246,97.7,0.144,-1.257e-03
247,98.1,0.124,-1.423e-03
248,98.5,0.104,-1.584e-03
249,98.9,0.084,-1.730e-03
250,99.3,0.064,-1.878e-03
251,99.7,0.044,-2.016e-03
252,100.1,0.024,-2.154e-03
253,100.5,0.004,-2.293e-03
254,100.9,-0.016,-2.431e-03
255,101.3,-0.036,-2.573e-03
256,101.7,-0.056,-2.710e-03
257,102.1,-0.076,-2.851e-03
258,102.5,-0.096,-3.002e-03
259,102.9,-0.116,-3.155e-03
260,103.3,-0.136,-3.317e-03
261,103.7,-0.156,-3.486e-03
262,104.1,-0.176,-3.664e-03
263,104.5,-0.196,-3.858e-03
264,104.9,-0.216,-4.069e-03
265,105.3,-0.236,-4.314e-03
266,105.7,-0.256,-4.583e-03
267,106.1,-0.276,-4.866e-03
268,106.5,-0.296,-5.149e-03
269,106.9,-0.316,-5.407e-03
270,107.3,-0.336,-5.632e-03
271,107.7,-0.356,-5.831e-03
272,108.1,-0.376,-6.031e-03
273,108.5,-0.396,-6.248e-03
274,108.9,-0.416,-6.493e-03
275,109.3,-0.436,-6.747e-03
276,109.7,-0.456,-7.008e-03
277,110.1,-0.476,-7.271e-03
278,110.5,-0.496,-7.537e-03
279,110.9,-0.516,-7.805e-03
280,111.3,-0.536,-8.064e-03
281,111.7,-0.556,-8.329e-03
282,112.1,-0.576,-8.589e-03
283,112.5,-0.596,-8.844e-03
284,112.9,-0.616,-9.101e-03
285,113.3,-0.636,-9.353e-03
286,113.7,-0.656,-9.607e-03
287,114.1,-0.676,-9.867e-03
288,114.5,-0.696,-1.012e-02
289,114.9,-0.716,-1.039e-02
290,115.3,-0.736,-1.066e-02
291,115.7,-0.756,-1.093e-02
292,116.1,-0.775,-1.122e-02
293,116.5,-0.795,-1.153e-02
294,116.9,-0.815,-1.186e-02
295,117.3,-0.835,-1.221e-02
296,117.7,-0.855,-1.256e-02
297,118.1,-0.875,-1.291e-02
298,118.5,-0.895,-1.328e-02
299,118.9,-0.915,-1.368e-02
300,119.3,-0.935,-1.412e-02
301,119.7,-0.955,-1.459e-02
302,120.1,-0.975,-1.510e-02
303,120.5,-0.995,-1.563e-02
304,120.9,-1.015,-1.613e-02
305,121.3,-1.035,-1.661e-02
306,121.7,-1.055,-1.706e-02
307,122.1,-1.075,-1.748e-02
308,122.5,-1.095,-1.787e-02
309,122.9,-1.115,-1.824e-02
310,123.3,-1.135,-1.860e-02
311,123.7,-1.155,-1.893e-02
312,124.1,-1.175,-1.927e-02
313,124.5,-1.195,-1.960e-02
314,124.9,-1.215,-1.993e-02
