sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.1C
Time............:  14:46:00-14:49:32
Slewrate........:  100mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   1060
Columns: 3
Number,Time/s,Potential/V,Current/A
71,13.9,-0.309,-7.289e-03
72,14.1,-0.329,-7.572e-03
73,14.3,-0.349,-7.871e-03
74,14.5,-0.369,-8.208e-03
75,14.7,-0.389,-8.592e-03
76,14.9,-0.409,-8.993e-03
77,15.1,-0.429,-9.417e-03
78,15.3,-0.449,-9.867e-03
79,15.5,-0.469,-1.034e-02
80,15.7,-0.489,-1.082e-02
81,15.9,-0.509,-1.130e-02
82,16.1,-0.529,-1.180e-02
83,16.3,-0.549,-1.229e-02
84,16.5,-0.569,-1.278e-02
85,16.7,-0.589,-1.328e-02
86,16.9,-0.609,-1.379e-02
87,17.1,-0.629,-1.430e-02
88,17.3,-0.649,-1.482e-02
89,17.5,-0.669,-1.534e-02
90,17.7,-0.689,-1.586e-02
91,17.9,-0.709,-1.640e-02
92,18.1,-0.729,-1.695e-02
93,18.3,-0.749,-1.753e-02
94,18.5,-0.769,-1.812e-02
95,18.7,-0.789,-1.875e-02
96,18.9,-0.809,-1.942e-02
97,19.1,-0.829,-2.015e-02
98,19.3,-0.849,-2.096e-02
99,19.5,-0.869,-2.185e-02
100,19.7,-0.889,-2.282e-02
101,19.9,-0.909,-2.384e-02
102,20.1,-0.929,-2.489e-02
103,20.3,-0.949,-2.595e-02
104,20.5,-0.969,-2.700e-02
105,20.7,-0.989,-2.807e-02
106,20.9,-1.009,-2.910e-02
107,21.1,-1.029,-3.010e-02
108,21.3,-1.049,-3.104e-02
109,21.5,-1.069,-3.192e-02
110,21.7,-1.089,-3.272e-02
111,21.9,-1.109,-3.348e-02
112,22.1,-1.129,-3.417e-02
113,22.3,-1.149,-3.481e-02
114,22.5,-1.169,-3.542e-02
115,22.7,-1.189,-3.601e-02
116,22.9,-1.209,-3.658e-02
117,23.1,-1.229,-3.714e-02
118,23.3,-1.249,-3.773e-02
119,23.5,-1.269,-3.828e-02
120,23.7,-1.289,-3.885e-02
121,23.9,-1.309,-3.950e-02
122,24.1,-1.329,-4.020e-02
123,24.3,-1.349,-4.089e-02
124,24.5,-1.369,-4.159e-02
125,24.7,-1.389,-4.221e-02
126,24.9,-1.409,-4.291e-02
127,25.1,-1.429,-4.362e-02
128,25.3,-1.449,-4.443e-02
129,25.5,-1.469,-4.537e-02
130,25.7,-1.489,-4.650e-02
131,25.9,-1.491,-4.313e-02
132,26.1,-1.471,-3.589e-02
133,26.3,-1.451,-3.007e-02
134,26.5,-1.431,-2.525e-02
135,26.7,-1.411,-2.118e-02
136,26.9,-1.391,-1.769e-02
137,27.1,-1.371,-1.473e-02
138,27.3,-1.351,-1.221e-02
139,27.5,-1.331,-1.006e-02
140,27.7,-1.311,-8.204e-03
141,27.9,-1.291,-6.617e-03
142,28.1,-1.271,-5.231e-03
143,28.3,-1.251,-3.994e-03
144,28.5,-1.231,-2.909e-03
145,28.7,-1.211,-1.931e-03
146,28.9,-1.191,-1.050e-03
147,29.1,-1.171,-2.298e-04
148,29.3,-1.151,5.328e-04
149,29.5,-1.131,1.234e-03
150,29.7,-1.111,1.915e-03
151,29.9,-1.091,2.566e-03
152,30.1,-1.071,3.180e-03
153,30.3,-1.051,3.765e-03
154,30.5,-1.031,4.348e-03
155,30.7,-1.011,4.907e-03
156,30.9,-0.991,5.452e-03
157,31.1,-0.971,5.966e-03
158,31.3,-0.951,6.465e-03
159,31.5,-0.931,6.942e-03
160,31.7,-0.911,7.400e-03
161,31.9,-0.891,7.835e-03
162,32.1,-0.871,8.249e-03
163,32.3,-0.851,8.649e-03
164,32.5,-0.831,9.038e-03
165,32.7,-0.811,9.412e-03
166,32.9,-0.791,9.781e-03
167,33.1,-0.772,1.010e-02
168,33.3,-0.752,1.037e-02
169,33.5,-0.732,1.059e-02
170,33.7,-0.712,1.078e-02
171,33.9,-0.692,1.093e-02
172,34.1,-0.672,1.105e-02
173,34.3,-0.652,1.115e-02
174,34.5,-0.632,1.121e-02
175,34.7,-0.612,1.125e-02
176,34.9,-0.592,1.128e-02
177,35.1,-0.572,1.127e-02
178,35.3,-0.552,1.125e-02
179,35.5,-0.532,1.123e-02
180,35.7,-0.512,1.120e-02
181,35.9,-0.492,1.115e-02
182,36.1,-0.472,1.111e-02
183,36.3,-0.452,1.106e-02
184,36.5,-0.432,1.102e-02
185,36.7,-0.412,1.097e-02
186,36.9,-0.392,1.094e-02
187,37.1,-0.372,1.091e-02
188,37.3,-0.352,1.090e-02
189,37.5,-0.332,1.089e-02
190,37.7,-0.312,1.089e-02
191,37.9,-0.292,1.090e-02
192,38.1,-0.272,1.092e-02
193,38.3,-0.252,1.097e-02
194,38.5,-0.232,1.105e-02
195,38.7,-0.212,1.120e-02
196,38.9,-0.192,1.142e-02
197,39.1,-0.172,1.173e-02
198,39.3,-0.152,1.211e-02
199,39.5,-0.132,1.254e-02
200,39.7,-0.112,1.297e-02
201,39.9,-0.092,1.336e-02
202,40.1,-0.072,1.369e-02
203,40.3,-0.052,1.393e-02
204,40.5,-0.032,1.406e-02
205,40.7,-0.012,1.412e-02
206,40.9,0.008,1.410e-02
207,41.1,0.028,1.402e-02
208,41.3,0.048,1.391e-02
209,41.5,0.068,1.375e-02
210,41.7,0.088,1.360e-02
211,41.9,0.108,1.343e-02
212,42.1,0.128,1.327e-02
213,42.3,0.148,1.313e-02
214,42.5,0.168,1.303e-02
215,42.7,0.188,1.297e-02
216,42.9,0.208,1.295e-02
217,43.1,0.228,1.295e-02
218,43.3,0.248,1.297e-02
219,43.5,0.268,1.299e-02
220,43.7,0.288,1.305e-02
221,43.9,0.308,1.314e-02
222,44.1,0.328,1.329e-02
223,44.3,0.348,1.353e-02
224,44.5,0.368,1.386e-02
225,44.7,0.388,1.433e-02
226,44.9,0.408,1.512e-02
227,45.1,0.428,1.650e-02
228,45.3,0.448,1.757e-02
229,45.5,0.468,1.848e-02
230,45.7,0.488,2.002e-02
231,45.9,0.492,1.888e-02
232,46.1,0.472,1.399e-02
233,46.3,0.452,1.035e-02
234,46.5,0.432,7.668e-03
235,46.7,0.412,5.677e-03
236,46.9,0.392,4.157e-03
237,47.1,0.372,2.978e-03
238,47.3,0.352,2.025e-03
239,47.5,0.332,1.247e-03
240,47.7,0.312,5.835e-04
241,47.9,0.292,-8.210e-06
242,48.1,0.272,-5.644e-04
243,48.3,0.252,-1.090e-03
244,48.5,0.232,-1.403e-03
245,48.7,0.212,-1.471e-03
246,48.9,0.192,-1.594e-03
247,49.1,0.172,-1.792e-03
248,49.3,0.152,-2.011e-03
249,49.5,0.133,-2.233e-03
250,49.7,0.113,-2.452e-03
251,49.9,0.093,-2.653e-03
252,50.1,0.073,-2.856e-03
253,50.3,0.053,-3.039e-03
254,50.5,0.033,-3.232e-03
255,50.7,0.013,-3.424e-03
256,50.9,-0.008,-3.612e-03
257,51.1,-0.028,-3.806e-03
258,51.3,-0.047,-3.997e-03
259,51.5,-0.067,-4.193e-03
260,51.7,-0.087,-4.395e-03
261,51.9,-0.107,-4.601e-03
262,52.1,-0.127,-4.812e-03
263,52.3,-0.147,-5.037e-03
264,52.5,-0.167,-5.267e-03
265,52.7,-0.187,-5.525e-03
266,52.9,-0.207,-5.809e-03
267,53.1,-0.227,-6.137e-03
268,53.3,-0.247,-6.533e-03
269,53.5,-0.267,-6.996e-03
270,53.7,-0.287,-7.476e-03
271,53.9,-0.307,-7.925e-03
272,54.1,-0.327,-8.288e-03
273,54.3,-0.347,-8.567e-03
274,54.5,-0.367,-8.800e-03
275,54.7,-0.387,-9.058e-03
276,54.9,-0.407,-9.364e-03
277,55.1,-0.427,-9.730e-03
278,55.3,-0.447,-1.013e-02
279,55.5,-0.467,-1.054e-02
280,55.7,-0.487,-1.097e-02
281,55.9,-0.507,-1.141e-02
282,56.1,-0.527,-1.185e-02
283,56.3,-0.547,-1.230e-02
284,56.5,-0.567,-1.274e-02
285,56.7,-0.587,-1.319e-02
286,56.9,-0.607,-1.364e-02
287,57.1,-0.627,-1.408e-02
288,57.3,-0.647,-1.454e-02
289,57.5,-0.667,-1.500e-02
290,57.7,-0.687,-1.547e-02
291,57.9,-0.707,-1.594e-02
292,58.1,-0.727,-1.642e-02
293,58.3,-0.747,-1.692e-02
294,58.5,-0.767,-1.743e-02
295,58.7,-0.787,-1.796e-02
296,58.9,-0.807,-1.852e-02
297,59.1,-0.827,-1.909e-02
298,59.3,-0.847,-1.974e-02
299,59.5,-0.867,-2.043e-02
300,59.7,-0.887,-2.118e-02
301,59.9,-0.907,-2.195e-02
302,60.1,-0.927,-2.271e-02
303,60.3,-0.947,-2.350e-02
304,60.5,-0.967,-2.428e-02
305,60.7,-0.987,-2.509e-02
306,60.9,-1.007,-2.591e-02
307,61.1,-1.027,-2.672e-02
308,61.3,-1.047,-2.752e-02
309,61.5,-1.067,-2.826e-02
310,61.7,-1.087,-2.895e-02
311,61.9,-1.107,-2.959e-02
312,62.1,-1.127,-3.020e-02
313,62.3,-1.147,-3.079e-02
314,62.5,-1.167,-3.136e-02
315,62.7,-1.187,-3.191e-02
316,62.9,-1.207,-3.248e-02
317,63.1,-1.227,-3.303e-02
318,63.3,-1.247,-3.357e-02
319,63.5,-1.267,-3.414e-02
320,63.7,-1.287,-3.472e-02
321,63.9,-1.307,-3.534e-02
322,64.1,-1.327,-3.601e-02
323,64.3,-1.347,-3.666e-02
324,64.5,-1.367,-3.727e-02
325,64.7,-1.387,-3.789e-02
326,64.9,-1.407,-3.857e-02
327,65.1,-1.427,-3.930e-02
328,65.3,-1.447,-4.005e-02
329,65.5,-1.467,-4.091e-02
330,65.7,-1.487,-4.194e-02
331,65.9,-1.493,-3.946e-02
332,66.1,-1.473,-3.216e-02
333,66.3,-1.453,-2.637e-02
334,66.5,-1.433,-2.156e-02
335,66.7,-1.413,-1.748e-02
336,66.9,-1.393,-1.401e-02
337,67.1,-1.373,-1.104e-02
338,67.3,-1.353,-8.495e-03
339,67.5,-1.333,-6.321e-03
340,67.7,-1.313,-4.450e-03
341,67.9,-1.293,-2.832e-03
342,68.1,-1.273,-1.443e-03
343,68.3,-1.253,-2.067e-04
344,68.5,-1.233,8.762e-04
345,68.7,-1.213,1.838e-03
346,68.9,-1.193,2.706e-03
347,69.1,-1.173,3.490e-03
348,69.3,-1.153,4.209e-03
349,69.5,-1.133,4.890e-03
350,69.7,-1.113,5.522e-03
351,69.9,-1.093,6.116e-03
352,70.1,-1.073,6.669e-03
353,70.3,-1.053,7.198e-03
354,70.5,-1.033,7.707e-03
355,70.7,-1.013,8.202e-03
356,70.9,-0.993,8.676e-03
357,71.1,-0.973,9.127e-03
358,71.3,-0.953,9.559e-03
359,71.5,-0.933,9.964e-03
360,71.7,-0.913,1.035e-02
361,71.9,-0.893,1.071e-02
362,72.1,-0.873,1.105e-02
363,72.3,-0.853,1.136e-02
364,72.5,-0.833,1.166e-02
365,72.7,-0.813,1.195e-02
366,72.9,-0.794,1.223e-02
367,73.1,-0.774,1.248e-02
368,73.3,-0.754,1.268e-02
369,73.5,-0.734,1.282e-02
370,73.7,-0.714,1.293e-02
371,73.9,-0.694,1.300e-02
372,74.1,-0.674,1.304e-02
373,74.3,-0.654,1.307e-02
374,74.5,-0.634,1.307e-02
375,74.7,-0.614,1.304e-02
376,74.9,-0.594,1.301e-02
377,75.1,-0.574,1.296e-02
378,75.3,-0.554,1.291e-02
379,75.5,-0.534,1.284e-02
380,75.7,-0.514,1.276e-02
381,75.9,-0.494,1.267e-02
382,76.1,-0.474,1.260e-02
383,76.3,-0.454,1.251e-02
384,76.5,-0.434,1.242e-02
385,76.7,-0.414,1.233e-02
386,76.9,-0.394,1.224e-02
387,77.1,-0.374,1.216e-02
388,77.3,-0.354,1.208e-02
389,77.5,-0.334,1.202e-02
390,77.7,-0.314,1.195e-02
391,77.9,-0.294,1.189e-02
392,78.1,-0.274,1.184e-02
393,78.3,-0.254,1.181e-02
394,78.5,-0.234,1.179e-02
395,78.7,-0.214,1.183e-02
396,78.9,-0.194,1.190e-02
397,79.1,-0.174,1.202e-02
398,79.3,-0.154,1.221e-02
399,79.5,-0.134,1.243e-02
400,79.7,-0.114,1.269e-02
401,79.9,-0.094,1.296e-02
402,80.1,-0.074,1.322e-02
403,80.3,-0.054,1.346e-02
404,80.5,-0.034,1.367e-02
405,80.7,-0.014,1.384e-02
406,80.9,0.006,1.397e-02
407,81.1,0.026,1.404e-02
408,81.3,0.046,1.408e-02
409,81.5,0.066,1.408e-02
410,81.7,0.086,1.405e-02
411,81.9,0.106,1.402e-02
412,82.1,0.126,1.396e-02
413,82.3,0.146,1.390e-02
414,82.5,0.166,1.387e-02
415,82.7,0.186,1.384e-02
416,82.9,0.206,1.384e-02
417,83.1,0.226,1.383e-02
418,83.3,0.246,1.382e-02
419,83.5,0.266,1.381e-02
420,83.7,0.286,1.384e-02
421,83.9,0.306,1.389e-02
422,84.1,0.326,1.400e-02
423,84.3,0.346,1.420e-02
424,84.5,0.366,1.449e-02
425,84.7,0.386,1.492e-02
426,84.9,0.406,1.567e-02
427,85.1,0.426,1.710e-02
428,85.3,0.446,1.836e-02
429,85.5,0.466,1.925e-02
430,85.7,0.486,2.070e-02
431,85.9,0.493,2.021e-02
432,86.1,0.474,1.519e-02
433,86.3,0.454,1.137e-02
434,86.5,0.434,8.515e-03
435,86.7,0.414,6.384e-03
436,86.9,0.394,4.744e-03
437,87.1,0.374,3.461e-03
438,87.3,0.354,2.423e-03
439,87.5,0.334,1.562e-03
440,87.7,0.314,8.356e-04
441,87.9,0.294,1.864e-04
442,88.1,0.274,-4.293e-04
443,88.3,0.254,-1.024e-03
444,88.5,0.234,-1.415e-03
445,88.7,0.214,-1.472e-03
446,88.9,0.194,-1.573e-03
447,89.1,0.174,-1.769e-03
448,89.3,0.154,-1.998e-03
449,89.5,0.135,-2.234e-03
450,89.7,0.115,-2.462e-03
451,89.9,0.095,-2.682e-03
452,90.1,0.075,-2.885e-03
453,90.3,0.055,-3.090e-03
454,90.5,0.035,-3.287e-03
455,90.7,0.015,-3.486e-03
456,90.9,-0.006,-3.689e-03
457,91.1,-0.026,-3.889e-03
458,91.3,-0.045,-4.092e-03
459,91.5,-0.065,-4.299e-03
460,91.7,-0.085,-4.507e-03
461,91.9,-0.105,-4.719e-03
462,92.1,-0.125,-4.943e-03
463,92.3,-0.145,-5.170e-03
464,92.5,-0.165,-5.418e-03
465,92.7,-0.185,-5.666e-03
466,92.9,-0.205,-5.940e-03
467,93.1,-0.225,-6.237e-03
468,93.3,-0.245,-6.578e-03
469,93.5,-0.265,-6.969e-03
470,93.7,-0.285,-7.403e-03
471,93.9,-0.305,-7.833e-03
472,94.1,-0.325,-8.234e-03
473,94.3,-0.345,-8.586e-03
474,94.5,-0.365,-8.882e-03
475,94.7,-0.385,-9.174e-03
476,94.9,-0.405,-9.484e-03
477,95.1,-0.425,-9.834e-03
478,95.3,-0.445,-1.023e-02
479,95.5,-0.465,-1.063e-02
480,95.7,-0.485,-1.105e-02
481,95.9,-0.505,-1.148e-02
482,96.1,-0.525,-1.192e-02
483,96.3,-0.545,-1.236e-02
484,96.5,-0.565,-1.280e-02
485,96.7,-0.585,-1.324e-02
486,96.9,-0.605,-1.369e-02
487,97.1,-0.625,-1.415e-02
488,97.3,-0.645,-1.460e-02
489,97.5,-0.665,-1.507e-02
490,97.7,-0.685,-1.553e-02
491,97.9,-0.705,-1.599e-02
492,98.1,-0.725,-1.646e-02
493,98.3,-0.745,-1.694e-02
494,98.5,-0.765,-1.742e-02
495,98.7,-0.785,-1.791e-02
496,98.9,-0.805,-1.843e-02
497,99.1,-0.825,-1.895e-02
498,99.3,-0.845,-1.951e-02
499,99.5,-0.865,-2.011e-02
500,99.7,-0.885,-2.075e-02
501,99.9,-0.905,-2.141e-02
502,100.1,-0.925,-2.207e-02
503,100.3,-0.945,-2.275e-02
504,100.5,-0.965,-2.346e-02
505,100.7,-0.985,-2.421e-02
506,100.9,-1.005,-2.499e-02
507,101.0,-1.025,-2.577e-02
508,101.2,-1.045,-2.655e-02
509,101.4,-1.065,-2.728e-02
510,101.6,-1.085,-2.797e-02
511,101.8,-1.105,-2.863e-02
512,102.0,-1.125,-2.926e-02
513,102.2,-1.145,-2.986e-02
514,102.4,-1.165,-3.046e-02
515,102.6,-1.185,-3.102e-02
516,102.8,-1.205,-3.158e-02
517,103.0,-1.225,-3.214e-02
518,103.2,-1.245,-3.271e-02
519,103.4,-1.265,-3.330e-02
520,103.6,-1.285,-3.391e-02
521,103.8,-1.305,-3.453e-02
522,104.0,-1.325,-3.515e-02
523,104.2,-1.345,-3.579e-02
524,104.4,-1.365,-3.642e-02
525,104.6,-1.385,-3.705e-02
526,104.8,-1.405,-3.773e-02
527,105.0,-1.425,-3.843e-02
528,105.2,-1.445,-3.917e-02
529,105.4,-1.465,-3.996e-02
530,105.6,-1.485,-4.083e-02
531,105.8,-1.494,-3.905e-02
532,106.0,-1.475,-3.173e-02
533,106.2,-1.455,-2.582e-02
534,106.4,-1.435,-2.094e-02
535,106.6,-1.415,-1.684e-02
536,106.8,-1.395,-1.334e-02
537,107.0,-1.375,-1.034e-02
538,107.2,-1.355,-7.756e-03
539,107.4,-1.335,-5.534e-03
540,107.6,-1.315,-3.613e-03
541,107.8,-1.295,-1.955e-03
542,108.0,-1.275,-5.111e-04
543,108.2,-1.255,7.584e-04
544,108.4,-1.235,1.875e-03
545,108.6,-1.215,2.868e-03
546,108.8,-1.195,3.763e-03
547,109.0,-1.175,4.572e-03
548,109.2,-1.155,5.318e-03
549,109.4,-1.135,6.010e-03
550,109.6,-1.115,6.657e-03
551,109.8,-1.095,7.263e-03
552,110.0,-1.075,7.844e-03
553,110.2,-1.055,8.398e-03
554,110.4,-1.035,8.929e-03
555,110.6,-1.015,9.424e-03
556,110.8,-0.995,9.894e-03
557,111.0,-0.975,1.035e-02
558,111.2,-0.955,1.077e-02
559,111.4,-0.935,1.119e-02
560,111.6,-0.915,1.158e-02
561,111.8,-0.895,1.193e-02
562,112.0,-0.875,1.227e-02
563,112.2,-0.855,1.259e-02
564,112.4,-0.835,1.288e-02
565,112.6,-0.815,1.314e-02
566,112.8,-0.795,1.340e-02
567,113.0,-0.776,1.363e-02
568,113.2,-0.756,1.384e-02
569,113.4,-0.736,1.398e-02
570,113.6,-0.716,1.406e-02
571,113.8,-0.696,1.411e-02
572,114.0,-0.676,1.412e-02
573,114.2,-0.656,1.414e-02
574,114.4,-0.636,1.413e-02
575,114.6,-0.616,1.409e-02
576,114.8,-0.596,1.404e-02
577,115.0,-0.576,1.395e-02
578,115.2,-0.556,1.387e-02
579,115.4,-0.536,1.377e-02
580,115.6,-0.516,1.369e-02
581,115.8,-0.496,1.360e-02
582,116.0,-0.476,1.351e-02
583,116.2,-0.456,1.341e-02
584,116.4,-0.436,1.331e-02
585,116.6,-0.416,1.319e-02
586,116.8,-0.396,1.308e-02
587,117.0,-0.376,1.297e-02
588,117.2,-0.356,1.287e-02
589,117.4,-0.336,1.276e-02
590,117.6,-0.316,1.266e-02
591,117.8,-0.296,1.256e-02
592,118.0,-0.276,1.247e-02
593,118.2,-0.256,1.237e-02
594,118.4,-0.236,1.231e-02
595,118.6,-0.216,1.227e-02
596,118.8,-0.196,1.228e-02
597,119.0,-0.176,1.232e-02
598,119.2,-0.156,1.241e-02
599,119.4,-0.136,1.253e-02
600,119.6,-0.116,1.269e-02
601,119.8,-0.096,1.287e-02
602,120.0,-0.076,1.305e-02
603,120.2,-0.056,1.323e-02
604,120.4,-0.036,1.341e-02
605,120.6,-0.016,1.357e-02
606,120.8,0.004,1.370e-02
607,121.0,0.024,1.380e-02
608,121.2,0.044,1.387e-02
609,121.4,0.064,1.391e-02
610,121.6,0.084,1.392e-02
611,121.8,0.104,1.393e-02
612,122.0,0.124,1.391e-02
613,122.2,0.144,1.390e-02
614,122.4,0.164,1.390e-02
615,122.6,0.184,1.392e-02
616,122.8,0.204,1.397e-02
617,123.0,0.224,1.402e-02
618,123.2,0.244,1.410e-02
619,123.4,0.264,1.417e-02
620,123.6,0.284,1.428e-02
621,123.8,0.304,1.437e-02
622,124.0,0.324,1.450e-02
623,124.2,0.344,1.470e-02
624,124.4,0.364,1.498e-02
625,124.6,0.384,1.538e-02
626,124.8,0.404,1.610e-02
627,125.0,0.424,1.753e-02
628,125.2,0.444,1.897e-02
629,125.4,0.464,1.983e-02
630,125.6,0.484,2.117e-02
631,125.8,0.494,2.124e-02
632,126.0,0.476,1.622e-02
633,126.2,0.456,1.226e-02
634,126.4,0.436,9.291e-03
635,126.6,0.416,7.055e-03
636,126.8,0.396,5.343e-03
637,127.0,0.376,3.974e-03
638,127.2,0.356,2.877e-03
639,127.4,0.336,1.956e-03
640,127.6,0.316,1.166e-03
641,127.8,0.296,4.601e-04
642,128.0,0.276,-2.197e-04
643,128.2,0.256,-8.972e-04
644,128.4,0.236,-1.377e-03
645,128.6,0.216,-1.441e-03
646,128.8,0.196,-1.522e-03
647,129.0,0.176,-1.719e-03
648,129.2,0.156,-1.958e-03
649,129.4,0.137,-2.215e-03
650,129.6,0.117,-2.455e-03
651,129.8,0.097,-2.692e-03
652,130.0,0.077,-2.911e-03
653,130.2,0.057,-3.122e-03
654,130.4,0.037,-3.334e-03
655,130.6,0.017,-3.540e-03
656,130.8,-0.004,-3.753e-03
657,131.0,-0.024,-3.956e-03
658,131.2,-0.044,-4.171e-03
659,131.4,-0.063,-4.381e-03
660,131.6,-0.083,-4.597e-03
661,131.8,-0.103,-4.818e-03
662,132.0,-0.123,-5.043e-03
663,132.2,-0.143,-5.284e-03
664,132.4,-0.163,-5.529e-03
665,132.6,-0.183,-5.789e-03
666,132.8,-0.203,-6.055e-03
667,133.0,-0.223,-6.347e-03
668,133.2,-0.243,-6.679e-03
669,133.4,-0.263,-7.052e-03
670,133.6,-0.283,-7.469e-03
671,133.8,-0.303,-7.896e-03
672,134.0,-0.323,-8.308e-03
673,134.2,-0.343,-8.696e-03
674,134.4,-0.363,-9.031e-03
675,134.6,-0.383,-9.348e-03
676,134.8,-0.403,-9.675e-03
677,135.0,-0.423,-1.003e-02
678,135.2,-0.443,-1.042e-02
679,135.4,-0.463,-1.082e-02
680,135.6,-0.483,-1.124e-02
681,135.8,-0.503,-1.167e-02
682,136.0,-0.523,-1.211e-02
683,136.2,-0.543,-1.254e-02
684,136.4,-0.563,-1.298e-02
685,136.6,-0.583,-1.340e-02
686,136.8,-0.603,-1.383e-02
687,137.0,-0.623,-1.426e-02
688,137.2,-0.643,-1.470e-02
689,137.4,-0.663,-1.514e-02
690,137.6,-0.683,-1.558e-02
691,137.8,-0.703,-1.602e-02
692,138.0,-0.723,-1.648e-02
693,138.2,-0.743,-1.693e-02
694,138.4,-0.763,-1.739e-02
695,138.6,-0.783,-1.784e-02
696,138.8,-0.803,-1.833e-02
697,139.0,-0.823,-1.882e-02
698,139.2,-0.843,-1.935e-02
699,139.4,-0.863,-1.991e-02
700,139.6,-0.883,-2.050e-02
701,139.8,-0.903,-2.110e-02
702,140.0,-0.923,-2.170e-02
703,140.2,-0.943,-2.232e-02
704,140.4,-0.963,-2.298e-02
705,140.6,-0.983,-2.369e-02
706,140.8,-1.003,-2.442e-02
707,141.0,-1.023,-2.517e-02
708,141.2,-1.043,-2.590e-02
709,141.4,-1.063,-2.660e-02
710,141.6,-1.083,-2.727e-02
711,141.8,-1.103,-2.790e-02
712,142.0,-1.123,-2.849e-02
713,142.2,-1.143,-2.906e-02
714,142.4,-1.163,-2.962e-02
715,142.6,-1.183,-3.016e-02
716,142.8,-1.203,-3.070e-02
717,143.0,-1.223,-3.125e-02
718,143.2,-1.243,-3.180e-02
719,143.4,-1.263,-3.235e-02
720,143.6,-1.283,-3.293e-02
721,143.8,-1.303,-3.353e-02
722,144.0,-1.323,-3.415e-02
723,144.2,-1.343,-3.475e-02
724,144.4,-1.363,-3.537e-02
725,144.6,-1.383,-3.602e-02
726,144.8,-1.403,-3.668e-02
727,145.0,-1.423,-3.739e-02
728,145.2,-1.443,-3.810e-02
729,145.4,-1.463,-3.888e-02
730,145.6,-1.483,-3.977e-02
731,145.8,-1.494,-3.862e-02
732,146.0,-1.477,-3.136e-02
733,146.2,-1.457,-2.536e-02
734,146.4,-1.437,-2.044e-02
735,146.6,-1.417,-1.629e-02
736,146.8,-1.397,-1.274e-02
737,147.0,-1.377,-9.712e-03
738,147.2,-1.357,-7.091e-03
739,147.4,-1.337,-4.843e-03
740,147.6,-1.317,-2.889e-03
741,147.8,-1.297,-1.197e-03
742,148.0,-1.277,2.801e-04
743,148.2,-1.257,1.576e-03
744,148.4,-1.237,2.729e-03
745,148.6,-1.217,3.744e-03
746,148.8,-1.197,4.659e-03
747,149.0,-1.177,5.493e-03
748,149.2,-1.157,6.252e-03
749,149.4,-1.137,6.938e-03
750,149.6,-1.117,7.589e-03
751,149.8,-1.097,8.195e-03
752,150.0,-1.077,8.755e-03
753,150.2,-1.057,9.303e-03
754,150.4,-1.037,9.811e-03
