sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.0C
Time............:  14:42:32-14:44:54
Slewrate........:  150mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   1065
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.000,5.608e-04
2,0.1,0.000,5.544e-04
3,0.2,0.000,5.427e-04
4,0.3,0.000,5.330e-04
5,0.5,0.000,5.243e-04
6,0.6,0.000,5.103e-04
7,0.7,0.000,5.087e-04
8,0.9,0.002,8.607e-04
9,1.0,0.020,2.095e-03
10,1.1,0.040,2.580e-03
11,1.3,0.060,2.860e-03
12,1.4,0.080,3.080e-03
13,1.5,0.100,3.274e-03
14,1.7,0.120,3.461e-03
15,1.8,0.140,3.636e-03
16,1.9,0.160,3.826e-03
17,2.1,0.180,4.004e-03
18,2.2,0.200,4.197e-03
19,2.3,0.220,4.392e-03
20,2.5,0.240,4.598e-03
21,2.6,0.260,4.819e-03
22,2.7,0.280,5.057e-03
23,2.9,0.300,5.307e-03
24,3.0,0.320,5.587e-03
25,3.1,0.340,5.907e-03
26,3.3,0.360,6.271e-03
27,3.4,0.380,6.711e-03
28,3.5,0.400,7.325e-03
29,3.7,0.420,8.144e-03
30,3.8,0.440,8.836e-03
31,3.9,0.460,9.620e-03
32,4.1,0.480,1.083e-02
33,4.2,0.495,1.176e-02
34,4.3,0.480,8.515e-03
35,4.5,0.460,5.815e-03
36,4.6,0.440,3.940e-03
37,4.7,0.420,2.638e-03
38,4.9,0.400,1.712e-03
39,5.0,0.380,1.021e-03
40,5.1,0.360,4.908e-04
41,5.3,0.340,4.932e-05
42,5.4,0.320,-3.034e-04
43,5.5,0.300,-6.161e-04
44,5.7,0.280,-9.026e-04
45,5.8,0.260,-1.124e-03
46,5.9,0.240,-1.282e-03
47,6.1,0.220,-1.381e-03
48,6.2,0.200,-1.493e-03
49,6.3,0.180,-1.629e-03
50,6.5,0.160,-1.761e-03
51,6.6,0.140,-1.900e-03
52,6.7,0.120,-2.033e-03
53,6.9,0.100,-2.161e-03
54,7.0,0.080,-2.285e-03
55,7.1,0.060,-2.404e-03
56,7.3,0.040,-2.523e-03
57,7.4,0.020,-2.647e-03
58,7.5,0.000,-2.753e-03
59,7.7,-0.020,-2.860e-03
60,7.8,-0.040,-2.964e-03
61,7.9,-0.060,-3.079e-03
62,8.1,-0.080,-3.189e-03
63,8.2,-0.100,-3.307e-03
64,8.3,-0.120,-3.428e-03
65,8.5,-0.140,-3.565e-03
66,8.6,-0.160,-3.710e-03
67,8.7,-0.180,-3.868e-03
68,8.9,-0.200,-4.068e-03
69,9.0,-0.220,-4.319e-03
70,9.1,-0.240,-4.634e-03
71,9.3,-0.260,-4.975e-03
72,9.4,-0.280,-5.280e-03
73,9.5,-0.300,-5.495e-03
74,9.7,-0.320,-5.676e-03
75,9.8,-0.340,-5.897e-03
76,9.9,-0.360,-6.164e-03
77,10.1,-0.380,-6.500e-03
78,10.2,-0.400,-6.874e-03
79,10.3,-0.420,-7.293e-03
80,10.5,-0.440,-7.745e-03
81,10.6,-0.460,-8.223e-03
82,10.7,-0.480,-8.730e-03
83,10.9,-0.500,-9.248e-03
84,11.0,-0.520,-9.800e-03
85,11.1,-0.540,-1.036e-02
86,11.3,-0.560,-1.094e-02
87,11.4,-0.580,-1.153e-02
88,11.5,-0.600,-1.215e-02
89,11.7,-0.620,-1.277e-02
90,11.8,-0.640,-1.343e-02
91,11.9,-0.660,-1.410e-02
92,12.1,-0.680,-1.481e-02
