sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.0C
Time............:  16:32:35-16:43:57
Slewrate........:  25mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   852
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.000,4.900e-03
2,0.4,0.006,5.053e-03
3,1.2,0.025,5.539e-03
4,2.0,0.045,5.621e-03
5,2.8,0.065,5.668e-03
6,3.6,0.085,5.704e-03
7,4.4,0.105,5.742e-03
8,5.2,0.125,5.802e-03
9,6.0,0.145,5.859e-03
10,6.8,0.165,5.944e-03
11,7.6,0.185,6.024e-03
12,8.4,0.205,6.154e-03
13,9.2,0.225,6.300e-03
14,10.0,0.245,6.489e-03
15,10.8,0.265,6.682e-03
16,11.6,0.285,6.943e-03
17,12.4,0.305,7.227e-03
18,13.2,0.325,7.584e-03
19,14.0,0.345,8.002e-03
20,14.8,0.365,8.564e-03
21,15.6,0.385,9.367e-03
22,16.4,0.405,1.029e-02
23,17.2,0.425,1.109e-02
24,18.0,0.445,1.226e-02
25,18.8,0.465,1.412e-02
26,19.6,0.485,1.720e-02
27,20.4,0.494,1.870e-02
28,21.2,0.475,1.410e-02
29,22.0,0.455,1.047e-02
30,22.8,0.435,8.034e-03
31,23.6,0.415,6.501e-03
32,24.4,0.395,5.448e-03
33,25.2,0.375,4.688e-03
34,26.0,0.355,4.102e-03
35,26.8,0.336,3.637e-03
36,27.6,0.316,3.254e-03
37,28.4,0.296,2.896e-03
38,29.2,0.276,2.572e-03
39,30.0,0.256,2.268e-03
40,30.8,0.236,2.089e-03
41,31.6,0.216,2.021e-03
42,32.4,0.196,1.935e-03
43,33.2,0.176,1.799e-03
44,34.0,0.156,1.627e-03
45,34.8,0.136,1.517e-03
46,35.6,0.116,1.351e-03
47,36.4,0.096,1.220e-03
48,37.2,0.076,1.081e-03
49,38.0,0.056,9.597e-04
50,38.8,0.036,8.274e-04
51,39.6,0.016,6.973e-04
52,40.4,-0.004,5.698e-04
53,41.2,-0.024,4.527e-04
54,42.0,-0.044,3.306e-04
55,42.8,-0.064,2.075e-04
56,43.6,-0.084,6.525e-05
57,44.4,-0.104,-9.142e-05
58,45.2,-0.124,-2.159e-04
59,46.0,-0.144,-3.575e-04
60,46.8,-0.164,-5.061e-04
61,47.6,-0.184,-6.536e-04
62,48.4,-0.204,-8.239e-04
63,49.2,-0.224,-1.008e-03
64,50.0,-0.244,-1.194e-03
65,50.8,-0.264,-1.365e-03
66,51.6,-0.284,-1.537e-03
67,52.4,-0.304,-1.697e-03
68,53.2,-0.324,-1.893e-03
69,54.0,-0.344,-2.082e-03
70,54.8,-0.364,-2.240e-03
71,55.6,-0.384,-2.432e-03
72,56.4,-0.404,-2.612e-03
73,57.2,-0.424,-2.786e-03
74,58.0,-0.444,-2.942e-03
75,58.8,-0.464,-3.098e-03
76,59.6,-0.484,-3.230e-03
