sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.1C
Time............:  17:56:45-18:11:47
Slewrate........:  10mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   451
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.002,2.542e-03
2,1.0,0.020,2.596e-03
3,3.0,0.040,2.570e-03
4,5.0,0.060,2.580e-03
5,7.0,0.080,2.593e-03
6,9.0,0.100,2.615e-03
7,11.0,0.120,2.638e-03
8,13.0,0.140,2.673e-03
9,15.0,0.160,2.696e-03
10,17.0,0.180,2.745e-03
11,19.0,0.200,2.815e-03
12,21.0,0.220,2.865e-03
13,23.0,0.240,2.939e-03
14,24.9,0.260,3.041e-03
15,26.9,0.280,3.142e-03
16,28.9,0.300,3.267e-03
17,30.9,0.320,3.415e-03
18,32.9,0.340,3.615e-03
19,34.9,0.360,3.907e-03
20,36.9,0.380,4.277e-03
21,38.9,0.400,4.622e-03
22,40.9,0.420,5.144e-03
23,42.9,0.440,6.098e-03
24,44.9,0.460,7.898e-03
25,46.9,0.480,1.084e-02
26,48.9,0.496,1.391e-02
27,50.9,0.482,1.096e-02
28,52.9,0.462,7.611e-03
29,54.9,0.442,5.290e-03
30,56.9,0.422,3.936e-03
31,58.9,0.402,3.246e-03
32,60.9,0.382,2.871e-03
33,62.9,0.362,2.628e-03
34,64.9,0.342,2.427e-03
35,66.9,0.322,2.252e-03
36,68.9,0.302,2.130e-03
37,70.9,0.282,2.007e-03
38,72.8,0.262,1.888e-03
39,74.8,0.242,1.775e-03
40,76.8,0.222,1.765e-03
41,78.8,0.203,1.764e-03
42,80.8,0.183,1.722e-03
43,82.8,0.163,1.675e-03
44,84.8,0.143,1.633e-03
45,86.8,0.123,1.593e-03
46,88.8,0.103,1.544e-03
47,90.8,0.083,1.495e-03
48,92.8,0.063,1.460e-03
49,94.8,0.043,1.422e-03
50,96.8,0.023,1.383e-03
51,98.8,0.003,1.340e-03
52,100.8,-0.017,1.291e-03
53,102.8,-0.037,1.264e-03
54,104.8,-0.057,1.223e-03
55,106.8,-0.077,1.172e-03
56,108.8,-0.097,1.125e-03
57,110.8,-0.117,1.084e-03
58,112.8,-0.137,1.050e-03
59,114.8,-0.157,1.004e-03
60,116.8,-0.177,9.417e-04
61,118.8,-0.197,8.913e-04
62,120.7,-0.216,8.275e-04
63,122.7,-0.236,7.408e-04
64,124.7,-0.256,6.426e-04
65,126.7,-0.276,5.135e-04
66,128.7,-0.296,3.760e-04
67,130.7,-0.316,2.024e-04
68,132.7,-0.336,3.184e-05
69,134.7,-0.356,-1.585e-04
70,136.7,-0.376,-2.954e-04
71,138.7,-0.396,-3.719e-04
72,140.7,-0.416,-3.469e-04
73,142.7,-0.436,-2.514e-04
74,144.7,-0.456,-1.250e-04
75,146.7,-0.476,-1.005e-05
76,148.7,-0.496,5.597e-05
77,150.7,-0.516,5.431e-05
78,152.7,-0.536,3.656e-05
79,154.7,-0.556,-1.744e-06
80,156.7,-0.576,-3.831e-05
81,158.7,-0.595,-9.474e-05
82,160.7,-0.615,-1.488e-04
83,162.7,-0.635,-1.983e-04
84,164.7,-0.655,-2.714e-04
85,166.6,-0.675,-3.473e-04
86,168.6,-0.695,-4.321e-04
87,170.6,-0.715,-5.296e-04
88,172.6,-0.735,-5.949e-04
89,174.6,-0.755,-6.668e-04
90,176.6,-0.775,-7.261e-04
91,178.6,-0.795,-7.633e-04
92,180.6,-0.815,-8.051e-04
93,182.6,-0.835,-8.399e-04
94,184.6,-0.855,-8.959e-04
95,186.6,-0.875,-9.707e-04
96,188.6,-0.895,-1.044e-03
97,190.6,-0.915,-1.161e-03
98,192.6,-0.935,-1.273e-03
99,194.6,-0.955,-1.385e-03
100,196.6,-0.974,-1.514e-03
101,198.6,-0.994,-1.633e-03
102,200.6,-1.014,-1.739e-03
103,202.6,-1.034,-1.855e-03
104,204.6,-1.054,-2.004e-03
105,206.6,-1.074,-2.170e-03
106,208.6,-1.094,-2.306e-03
107,210.6,-1.114,-2.355e-03
108,212.6,-1.134,-2.370e-03
109,214.5,-1.154,-2.391e-03
110,216.5,-1.174,-2.426e-03
111,218.5,-1.194,-2.486e-03
112,220.5,-1.214,-2.540e-03
113,222.5,-1.234,-2.577e-03
114,224.5,-1.254,-2.650e-03
115,226.5,-1.274,-2.707e-03
116,228.5,-1.294,-2.784e-03
117,230.5,-1.314,-2.873e-03
118,232.5,-1.334,-2.982e-03
119,234.5,-1.353,-3.117e-03
120,236.5,-1.373,-3.277e-03
121,238.5,-1.393,-3.465e-03
122,240.5,-1.413,-3.707e-03
123,242.5,-1.433,-4.012e-03
124,244.5,-1.453,-4.398e-03
125,246.5,-1.473,-4.933e-03
126,248.5,-1.492,-5.443e-03
127,250.5,-1.484,-3.511e-03
128,252.5,-1.464,-2.098e-03
129,254.5,-1.444,-1.187e-03
130,256.5,-1.424,-5.262e-04
131,258.5,-1.404,-2.080e-05
132,260.5,-1.384,3.784e-04
133,262.4,-1.364,7.094e-04
134,264.4,-1.344,9.888e-04
135,266.4,-1.324,1.218e-03
136,268.4,-1.304,1.413e-03
137,270.4,-1.284,1.579e-03
138,272.4,-1.264,1.728e-03
139,274.4,-1.244,1.855e-03
140,276.4,-1.224,1.992e-03
141,278.4,-1.204,2.093e-03
142,280.4,-1.184,2.212e-03
143,282.4,-1.165,2.312e-03
144,284.4,-1.145,2.426e-03
145,286.4,-1.125,2.518e-03
146,288.4,-1.105,2.616e-03
147,290.4,-1.085,2.690e-03
148,292.4,-1.065,2.794e-03
149,294.4,-1.045,2.878e-03
150,296.4,-1.025,2.971e-03
151,298.4,-1.005,3.045e-03
152,300.4,-0.985,3.138e-03
153,302.4,-0.965,3.207e-03
154,304.4,-0.945,3.267e-03
155,306.4,-0.925,3.341e-03
156,308.4,-0.905,3.403e-03
157,310.3,-0.885,3.469e-03
158,312.3,-0.865,3.532e-03
159,314.3,-0.845,3.623e-03
160,316.3,-0.825,3.725e-03
161,318.3,-0.805,3.847e-03
162,320.3,-0.786,3.954e-03
163,322.3,-0.766,3.966e-03
164,324.3,-0.746,3.945e-03
165,326.3,-0.726,3.931e-03
166,328.3,-0.706,3.911e-03
167,330.3,-0.686,3.892e-03
168,332.3,-0.666,3.866e-03
169,334.3,-0.646,3.861e-03
170,336.3,-0.626,3.848e-03
171,338.3,-0.606,3.834e-03
172,340.3,-0.586,3.824e-03
173,342.3,-0.566,3.804e-03
174,344.3,-0.546,3.801e-03
175,346.3,-0.526,3.798e-03
176,348.3,-0.506,3.787e-03
177,350.3,-0.486,3.771e-03
178,352.3,-0.466,3.751e-03
179,354.3,-0.446,3.729e-03
180,356.3,-0.426,3.703e-03
181,358.2,-0.407,3.687e-03
182,360.2,-0.387,3.666e-03
183,362.2,-0.367,3.657e-03
184,364.2,-0.347,3.649e-03
185,366.2,-0.327,3.644e-03
186,368.2,-0.307,3.628e-03
187,370.2,-0.287,3.601e-03
188,372.2,-0.267,3.572e-03
189,374.2,-0.247,3.558e-03
190,376.2,-0.227,3.528e-03
191,378.2,-0.207,3.472e-03
192,380.2,-0.187,3.437e-03
193,382.2,-0.167,3.419e-03
194,384.2,-0.147,3.413e-03
195,386.2,-0.127,3.416e-03
196,388.2,-0.107,3.428e-03
197,390.2,-0.087,3.462e-03
198,392.2,-0.067,3.504e-03
199,394.2,-0.047,3.519e-03
200,396.2,-0.028,3.526e-03
201,398.2,-0.008,3.533e-03
202,400.2,0.012,3.560e-03
203,402.2,0.032,3.591e-03
204,404.2,0.052,3.642e-03
205,406.1,0.072,3.702e-03
206,408.1,0.092,3.771e-03
207,410.1,0.112,3.845e-03
208,412.1,0.132,3.916e-03
209,414.1,0.152,4.003e-03
210,416.1,0.172,4.096e-03
211,418.1,0.192,4.201e-03
212,420.1,0.212,4.317e-03
213,422.1,0.232,4.437e-03
214,424.1,0.252,4.573e-03
215,426.1,0.272,4.743e-03
216,428.1,0.292,4.911e-03
217,430.1,0.312,5.113e-03
218,432.1,0.332,5.344e-03
219,434.1,0.352,5.581e-03
220,436.1,0.372,5.937e-03
221,438.1,0.391,6.420e-03
222,440.1,0.411,6.901e-03
223,442.1,0.431,7.537e-03
224,444.1,0.451,8.754e-03
225,446.1,0.471,1.102e-02
226,448.1,0.491,1.454e-02
227,450.1,0.490,1.402e-02
228,452.0,0.470,9.988e-03
229,454.0,0.450,7.070e-03
230,456.0,0.430,5.230e-03
231,458.0,0.410,4.197e-03
232,460.0,0.390,3.622e-03
233,462.0,0.371,3.233e-03
234,464.0,0.351,2.955e-03
235,466.0,0.331,2.727e-03
236,468.0,0.311,2.521e-03
237,470.0,0.291,2.344e-03
238,472.0,0.271,2.183e-03
239,474.0,0.251,2.040e-03
240,476.0,0.231,1.917e-03
241,478.0,0.211,1.862e-03
242,480.0,0.191,1.823e-03
243,482.0,0.171,1.761e-03
244,484.0,0.151,1.685e-03
245,486.0,0.131,1.610e-03
246,488.0,0.111,1.533e-03
247,490.0,0.091,1.480e-03
248,492.0,0.071,1.424e-03
249,494.0,0.051,1.360e-03
250,496.0,0.031,1.314e-03
251,498.0,0.011,1.268e-03
252,499.9,-0.009,1.219e-03
253,501.9,-0.029,1.170e-03
254,503.9,-0.049,1.131e-03
255,505.9,-0.068,1.074e-03
256,507.9,-0.088,1.040e-03
257,509.9,-0.108,9.831e-04
258,511.9,-0.128,9.393e-04
