sep=,
File............:   - FEB;22.2023
System..........:  
Temperature.....:  -0.4+-0.1C
Time............:  14:38:34-14:40:21
Slewrate........:  200mV/s
Comment.........:  
                   
                   
                   
                   
Electr.area/sqcm:  
                    
Cyclic voltammogram
Lines:   1070
Columns: 3
Number,Time/s,Potential/V,Current/A
1,0.0,0.000,3.094e-04
2,0.1,0.000,3.104e-04
3,0.2,0.000,2.991e-04
4,0.3,0.000,3.078e-04
5,0.4,0.000,3.008e-04
6,0.5,0.000,3.042e-04
7,0.6,0.000,3.012e-04
8,0.7,0.000,3.002e-04
9,0.8,0.000,3.044e-04
10,0.9,0.000,2.956e-04
11,1.0,0.010,4.679e-04
12,1.1,0.030,5.482e-04
13,1.2,0.050,5.934e-04
14,1.3,0.070,6.451e-04
15,1.4,0.090,6.866e-04
16,1.5,0.110,7.323e-04
17,1.6,0.130,7.816e-04
18,1.7,0.150,8.184e-04
19,1.8,0.170,8.693e-04
20,1.9,0.190,9.270e-04
21,2.0,0.210,9.886e-04
22,2.1,0.230,1.048e-03
23,2.2,0.250,1.110e-03
24,2.3,0.270,1.184e-03
25,2.4,0.290,1.261e-03
26,2.5,0.310,1.354e-03
27,2.6,0.330,1.457e-03
28,2.7,0.350,1.569e-03
29,2.8,0.370,1.680e-03
30,2.9,0.390,1.814e-03
31,3.0,0.410,1.969e-03
32,3.1,0.430,2.151e-03
33,3.2,0.450,2.309e-03
34,3.3,0.470,2.474e-03
35,3.4,0.490,2.716e-03
36,3.5,0.490,2.246e-03
37,3.6,0.470,1.629e-03
38,3.7,0.450,1.263e-03
39,3.8,0.430,1.009e-03
40,3.9,0.410,8.147e-04
41,4.0,0.390,6.664e-04
42,4.1,0.370,5.579e-04
43,4.2,0.350,4.583e-04
44,4.3,0.330,3.741e-04
45,4.4,0.310,3.022e-04
46,4.5,0.290,2.384e-04
47,4.6,0.270,1.932e-04
48,4.7,0.250,1.513e-04
49,4.8,0.230,1.143e-04
50,4.9,0.210,8.641e-05
51,5.0,0.190,4.759e-05
52,5.1,0.170,2.057e-05
53,5.2,0.150,3.855e-06
54,5.3,0.130,-2.246e-05
55,5.4,0.110,-4.439e-05
56,5.5,0.090,-6.054e-05
57,5.6,0.070,-8.225e-05
58,5.7,0.050,-9.827e-05
59,5.8,0.030,-1.188e-04
60,5.9,0.010,-1.361e-04
61,6.0,-0.010,-1.512e-04
62,6.1,-0.030,-1.674e-04
63,6.2,-0.050,-1.836e-04
64,6.3,-0.070,-1.909e-04
65,6.4,-0.090,-2.127e-04
66,6.5,-0.110,-2.286e-04
67,6.6,-0.130,-2.523e-04
68,6.7,-0.150,-2.749e-04
69,6.8,-0.170,-2.912e-04
70,6.9,-0.190,-3.211e-04
71,7.0,-0.210,-3.517e-04
72,7.1,-0.230,-3.889e-04
73,7.2,-0.250,-4.378e-04
74,7.3,-0.270,-4.985e-04
75,7.4,-0.290,-5.819e-04
76,7.5,-0.310,-6.899e-04
77,7.6,-0.330,-8.289e-04
78,7.7,-0.350,-1.003e-03
79,7.8,-0.370,-1.199e-03
80,7.9,-0.390,-1.430e-03
81,8.0,-0.410,-1.682e-03
82,8.1,-0.430,-1.962e-03
83,8.2,-0.450,-2.257e-03
84,8.3,-0.470,-2.578e-03
85,8.4,-0.490,-2.901e-03
86,8.5,-0.510,-3.237e-03
87,8.6,-0.530,-3.595e-03
88,8.7,-0.550,-3.970e-03
89,8.8,-0.570,-4.369e-03
90,8.9,-0.590,-4.777e-03
91,9.0,-0.610,-5.209e-03
92,9.1,-0.630,-5.674e-03
93,9.2,-0.650,-6.170e-03
94,9.3,-0.670,-6.697e-03
95,9.4,-0.690,-7.271e-03
96,9.5,-0.710,-7.896e-03
97,9.6,-0.730,-8.572e-03
98,9.7,-0.750,-9.304e-03
99,9.8,-0.770,-1.009e-02
100,9.9,-0.790,-1.096e-02
101,10.0,-0.810,-1.188e-02
102,10.1,-0.830,-1.284e-02
103,10.2,-0.850,-1.387e-02
104,10.3,-0.870,-1.494e-02
105,10.4,-0.890,-1.604e-02
106,10.5,-0.910,-1.718e-02
107,10.6,-0.930,-1.832e-02
108,10.7,-0.950,-1.947e-02
109,10.8,-0.970,-2.067e-02
110,10.9,-0.990,-2.191e-02
111,11.0,-1.010,-2.321e-02
112,11.1,-1.030,-2.457e-02
113,11.2,-1.050,-2.601e-02
114,11.3,-1.070,-2.752e-02
115,11.4,-1.090,-2.910e-02
116,11.5,-1.110,-3.071e-02
117,11.6,-1.130,-3.231e-02
118,11.7,-1.150,-3.390e-02
119,11.8,-1.170,-3.540e-02
120,11.9,-1.190,-3.681e-02
121,12.0,-1.210,-3.809e-02
122,12.1,-1.230,-3.924e-02
123,12.2,-1.250,-4.026e-02
124,12.3,-1.270,-4.112e-02
125,12.4,-1.290,-4.183e-02
126,12.5,-1.310,-4.242e-02
127,12.6,-1.330,-4.287e-02
128,12.7,-1.350,-4.317e-02
129,12.8,-1.370,-4.340e-02
130,12.9,-1.390,-4.358e-02
131,13.0,-1.410,-4.371e-02
132,13.1,-1.430,-4.383e-02
133,13.2,-1.450,-4.394e-02
134,13.3,-1.470,-4.405e-02
135,13.4,-1.490,-4.420e-02
136,13.5,-1.490,-4.099e-02
137,13.6,-1.470,-3.655e-02
138,13.7,-1.450,-3.324e-02
139,13.8,-1.430,-3.057e-02
140,13.9,-1.410,-2.834e-02
141,14.0,-1.390,-2.645e-02
142,14.1,-1.370,-2.481e-02
143,14.2,-1.350,-2.337e-02
144,14.3,-1.330,-2.211e-02
145,14.4,-1.310,-2.097e-02
146,14.5,-1.290,-1.993e-02
147,14.6,-1.270,-1.898e-02
148,14.7,-1.250,-1.810e-02
149,14.8,-1.230,-1.727e-02
150,14.9,-1.210,-1.646e-02
151,15.0,-1.190,-1.570e-02
152,15.1,-1.170,-1.494e-02
153,15.2,-1.150,-1.420e-02
154,15.3,-1.130,-1.346e-02
155,15.4,-1.110,-1.271e-02
156,15.5,-1.090,-1.194e-02
157,15.6,-1.070,-1.116e-02
158,15.7,-1.050,-1.035e-02
159,15.8,-1.030,-9.504e-03
160,15.9,-1.010,-8.652e-03
161,16.0,-0.990,-7.795e-03
162,16.1,-0.970,-6.959e-03
163,16.2,-0.950,-6.163e-03
164,16.3,-0.930,-5.420e-03
165,16.4,-0.910,-4.715e-03
166,16.5,-0.890,-4.067e-03
167,16.6,-0.870,-3.467e-03
168,16.7,-0.850,-2.937e-03
169,16.8,-0.830,-2.447e-03
170,16.9,-0.810,-2.006e-03
171,17.0,-0.790,-1.608e-03
172,17.1,-0.770,-1.262e-03
173,17.2,-0.750,-9.706e-04
174,17.3,-0.730,-6.988e-04
175,17.4,-0.710,-4.823e-04
176,17.5,-0.690,-3.011e-04
177,17.6,-0.670,-1.448e-04
178,17.7,-0.650,-2.456e-05
179,17.8,-0.630,6.231e-05
180,17.9,-0.610,1.331e-04
181,18.0,-0.590,1.776e-04
182,18.1,-0.570,2.233e-04
183,18.2,-0.550,2.610e-04
184,18.3,-0.530,3.057e-04
185,18.4,-0.510,3.717e-04
186,18.5,-0.490,4.405e-04
187,18.6,-0.470,5.350e-04
188,18.7,-0.450,6.514e-04
189,18.8,-0.430,7.971e-04
190,18.9,-0.410,9.613e-04
191,19.0,-0.390,1.148e-03
192,19.1,-0.370,1.345e-03
193,19.2,-0.350,1.559e-03
194,19.3,-0.330,1.774e-03
195,19.4,-0.310,1.991e-03
196,19.5,-0.290,2.219e-03
197,19.6,-0.270,2.458e-03
198,19.7,-0.250,2.734e-03
199,19.8,-0.230,3.086e-03
200,19.9,-0.210,3.527e-03
201,20.0,-0.190,4.040e-03
202,20.1,-0.170,4.580e-03
203,20.2,-0.150,5.081e-03
204,20.3,-0.130,5.487e-03
205,20.4,-0.110,5.782e-03
206,20.5,-0.090,5.976e-03
207,20.6,-0.070,6.058e-03
208,20.7,-0.050,6.079e-03
209,20.8,-0.030,6.060e-03
210,20.9,-0.010,6.007e-03
211,21.0,0.010,5.944e-03
212,21.1,0.030,5.888e-03
213,21.2,0.050,5.829e-03
214,21.3,0.070,5.781e-03
215,21.4,0.090,5.738e-03
216,21.5,0.110,5.719e-03
217,21.6,0.130,5.710e-03
218,21.7,0.150,5.703e-03
219,21.8,0.170,5.719e-03
220,21.9,0.190,5.742e-03
221,22.0,0.210,5.770e-03
222,22.1,0.230,5.812e-03
223,22.2,0.250,5.852e-03
224,22.3,0.270,5.890e-03
225,22.4,0.290,5.940e-03
226,22.5,0.310,5.997e-03
227,22.6,0.330,6.079e-03
228,22.7,0.350,6.172e-03
229,22.8,0.370,6.287e-03
230,22.9,0.390,6.439e-03
231,23.0,0.410,6.625e-03
232,23.1,0.430,6.871e-03
233,23.2,0.450,7.170e-03
234,23.3,0.470,7.481e-03
235,23.4,0.490,8.040e-03
236,23.5,0.490,6.814e-03
237,23.6,0.470,4.882e-03
238,23.7,0.450,3.681e-03
239,23.8,0.430,2.892e-03
240,23.9,0.410,2.338e-03
241,24.0,0.390,1.917e-03
242,24.1,0.370,1.591e-03
243,24.2,0.350,1.326e-03
244,24.3,0.330,1.103e-03
245,24.4,0.310,9.061e-04
246,24.5,0.290,7.494e-04
247,24.6,0.270,6.031e-04
248,24.7,0.250,4.917e-04
249,24.8,0.230,3.875e-04
250,24.9,0.210,2.948e-04
251,25.0,0.190,1.984e-04
252,25.1,0.170,1.158e-04
253,25.2,0.150,2.804e-05
254,25.3,0.130,-4.603e-05
255,25.4,0.110,-1.190e-04
256,25.5,0.090,-1.903e-04
257,25.6,0.070,-2.524e-04
258,25.7,0.050,-3.292e-04
259,25.8,0.030,-3.924e-04
260,25.9,0.010,-4.600e-04
261,26.0,-0.010,-5.265e-04
262,26.1,-0.030,-6.015e-04
263,26.2,-0.050,-6.588e-04
264,26.3,-0.070,-7.295e-04
265,26.4,-0.090,-7.975e-04
266,26.5,-0.110,-8.711e-04
267,26.6,-0.130,-9.472e-04
268,26.7,-0.150,-1.038e-03
269,26.8,-0.170,-1.128e-03
270,26.9,-0.190,-1.237e-03
271,27.0,-0.210,-1.379e-03
272,27.1,-0.230,-1.553e-03
273,27.2,-0.250,-1.770e-03
274,27.3,-0.270,-1.974e-03
275,27.4,-0.290,-2.150e-03
276,27.5,-0.310,-2.312e-03
277,27.6,-0.330,-2.512e-03
278,27.7,-0.350,-2.759e-03
279,27.8,-0.370,-3.032e-03
280,27.9,-0.390,-3.344e-03
281,28.0,-0.410,-3.678e-03
282,28.1,-0.430,-4.029e-03
283,28.2,-0.450,-4.395e-03
284,28.3,-0.470,-4.772e-03
285,28.4,-0.490,-5.170e-03
286,28.5,-0.510,-5.568e-03
287,28.6,-0.530,-5.976e-03
288,28.7,-0.550,-6.378e-03
289,28.8,-0.570,-6.817e-03
290,28.9,-0.590,-7.263e-03
291,29.0,-0.610,-7.731e-03
292,29.1,-0.630,-8.231e-03
293,29.2,-0.650,-8.765e-03
294,29.3,-0.670,-9.340e-03
295,29.4,-0.690,-9.961e-03
296,29.5,-0.710,-1.063e-02
297,29.6,-0.730,-1.136e-02
298,29.7,-0.750,-1.218e-02
299,29.8,-0.770,-1.306e-02
300,29.9,-0.790,-1.404e-02
301,30.0,-0.810,-1.512e-02
302,30.1,-0.830,-1.630e-02
303,30.2,-0.850,-1.758e-02
304,30.3,-0.870,-1.898e-02
305,30.4,-0.890,-2.047e-02
306,30.5,-0.910,-2.203e-02
307,30.6,-0.930,-2.365e-02
308,30.7,-0.950,-2.530e-02
309,30.8,-0.970,-2.699e-02
310,30.9,-0.990,-2.869e-02
311,31.0,-1.010,-3.040e-02
312,31.1,-1.030,-3.212e-02
313,31.2,-1.050,-3.385e-02
314,31.3,-1.070,-3.557e-02
315,31.4,-1.090,-3.728e-02
316,31.5,-1.110,-3.892e-02
317,31.6,-1.130,-4.049e-02
318,31.7,-1.150,-4.194e-02
319,31.8,-1.170,-4.324e-02
320,31.9,-1.190,-4.437e-02
321,32.0,-1.210,-4.534e-02
322,32.1,-1.230,-4.612e-02
323,32.2,-1.250,-4.670e-02
324,32.3,-1.270,-4.711e-02
325,32.4,-1.290,-4.732e-02
326,32.5,-1.310,-4.743e-02
327,32.6,-1.330,-4.744e-02
328,32.7,-1.350,-4.736e-02
329,32.8,-1.370,-4.728e-02
330,32.9,-1.390,-4.715e-02
331,33.0,-1.410,-4.703e-02
332,33.1,-1.430,-4.685e-02
333,33.2,-1.450,-4.673e-02
334,33.3,-1.470,-4.665e-02
335,33.4,-1.490,-4.666e-02
336,33.5,-1.490,-4.274e-02
337,33.6,-1.470,-3.711e-02
338,33.7,-1.450,-3.300e-02
339,33.8,-1.430,-2.972e-02
340,33.9,-1.410,-2.703e-02
341,34.0,-1.390,-2.482e-02
342,34.1,-1.370,-2.297e-02
343,34.2,-1.350,-2.138e-02
344,34.3,-1.330,-1.998e-02
345,34.4,-1.310,-1.876e-02
346,34.5,-1.290,-1.766e-02
347,34.6,-1.270,-1.667e-02
348,34.7,-1.250,-1.575e-02
349,34.8,-1.230,-1.489e-02
350,34.9,-1.210,-1.409e-02
351,35.0,-1.190,-1.333e-02
352,35.1,-1.170,-1.259e-02
353,35.2,-1.150,-1.188e-02
354,35.3,-1.130,-1.117e-02
355,35.4,-1.110,-1.046e-02
356,35.5,-1.090,-9.739e-03
357,35.6,-1.070,-9.028e-03
358,35.7,-1.050,-8.285e-03
359,35.8,-1.030,-7.523e-03
360,35.9,-1.010,-6.742e-03
361,36.0,-0.990,-5.955e-03
362,36.1,-0.970,-5.163e-03
363,36.2,-0.950,-4.397e-03
364,36.3,-0.930,-3.660e-03
365,36.4,-0.910,-2.961e-03
366,36.5,-0.890,-2.323e-03
367,36.6,-0.870,-1.700e-03
368,36.7,-0.850,-1.139e-03
369,36.8,-0.830,-6.174e-04
370,36.9,-0.810,-1.292e-04
371,37.0,-0.790,2.979e-04
372,37.1,-0.770,6.617e-04
373,37.2,-0.750,9.962e-04
374,37.3,-0.730,1.281e-03
375,37.4,-0.710,1.521e-03
376,37.5,-0.690,1.727e-03
377,37.6,-0.670,1.887e-03
378,37.7,-0.650,2.021e-03
379,37.8,-0.630,2.113e-03
380,37.9,-0.610,2.181e-03
381,38.0,-0.590,2.224e-03
382,38.1,-0.570,2.262e-03
383,38.2,-0.550,2.282e-03
384,38.3,-0.530,2.303e-03
385,38.4,-0.510,2.337e-03
386,38.5,-0.490,2.377e-03
387,38.6,-0.470,2.434e-03
388,38.7,-0.450,2.512e-03
389,38.8,-0.430,2.622e-03
390,38.9,-0.410,2.749e-03
391,39.0,-0.390,2.901e-03
392,39.1,-0.370,3.068e-03
393,39.2,-0.350,3.253e-03
394,39.3,-0.330,3.444e-03
395,39.4,-0.310,3.647e-03
396,39.5,-0.290,3.853e-03
397,39.6,-0.270,4.078e-03
398,39.7,-0.250,4.338e-03
399,39.8,-0.230,4.662e-03
400,39.9,-0.210,5.087e-03
401,40.0,-0.190,5.598e-03
402,40.1,-0.170,6.165e-03
403,40.2,-0.150,6.712e-03
404,40.3,-0.130,7.185e-03
405,40.4,-0.110,7.540e-03
406,40.5,-0.090,7.769e-03
407,40.6,-0.070,7.870e-03
408,40.7,-0.050,7.873e-03
409,40.8,-0.030,7.833e-03
410,40.9,-0.010,7.751e-03
411,41.0,0.010,7.653e-03
412,41.1,0.030,7.559e-03
413,41.2,0.050,7.483e-03
414,41.3,0.070,7.411e-03
415,41.4,0.090,7.357e-03
416,41.5,0.110,7.329e-03
417,41.6,0.130,7.311e-03
418,41.7,0.150,7.325e-03
419,41.8,0.170,7.337e-03
420,41.9,0.190,7.380e-03
421,42.0,0.210,7.430e-03
422,42.1,0.230,7.474e-03
423,42.2,0.250,7.524e-03
424,42.3,0.270,7.584e-03
425,42.4,0.290,7.657e-03
426,42.5,0.310,7.748e-03
427,42.6,0.330,7.859e-03
428,42.7,0.350,8.000e-03
429,42.8,0.370,8.181e-03
430,42.9,0.390,8.401e-03
431,43.0,0.410,8.692e-03
432,43.1,0.430,9.103e-03
433,43.2,0.450,9.560e-03
434,43.3,0.470,1.003e-02
435,43.4,0.490,1.087e-02
436,43.5,0.490,9.336e-03
437,43.6,0.470,6.642e-03
438,43.7,0.450,4.887e-03
439,43.8,0.430,3.715e-03
440,43.9,0.410,2.897e-03
441,44.0,0.390,2.285e-03
442,44.1,0.370,1.813e-03
443,44.2,0.350,1.427e-03
444,44.3,0.330,1.120e-03
445,44.4,0.310,8.462e-04
446,44.5,0.290,6.143e-04
447,44.6,0.270,4.179e-04
448,44.7,0.250,2.616e-04
449,44.8,0.230,1.211e-04
450,44.9,0.210,-5.299e-06
451,45.0,0.190,-1.286e-04
452,45.1,0.170,-2.484e-04
453,45.2,0.150,-3.683e-04
454,45.3,0.130,-4.728e-04
455,45.4,0.110,-5.858e-04
456,45.5,0.090,-6.898e-04
457,45.6,0.070,-7.877e-04
458,45.7,0.050,-8.807e-04
459,45.8,0.030,-9.795e-04
460,45.9,0.010,-1.073e-03
461,46.0,-0.010,-1.174e-03
462,46.1,-0.030,-1.266e-03
463,46.2,-0.050,-1.361e-03
464,46.3,-0.070,-1.460e-03
465,46.4,-0.090,-1.559e-03
466,46.5,-0.110,-1.657e-03
467,46.6,-0.130,-1.766e-03
468,46.7,-0.150,-1.886e-03
469,46.8,-0.170,-2.025e-03
470,46.9,-0.190,-2.197e-03
471,47.0,-0.210,-2.428e-03
472,47.1,-0.230,-2.757e-03
473,47.2,-0.250,-3.146e-03
474,47.3,-0.270,-3.518e-03
475,47.4,-0.290,-3.727e-03
476,47.5,-0.310,-3.828e-03
477,47.6,-0.330,-3.948e-03
478,47.7,-0.350,-4.160e-03
479,47.8,-0.370,-4.434e-03
480,47.9,-0.390,-4.749e-03
481,48.0,-0.410,-5.113e-03
482,48.1,-0.430,-5.507e-03
483,48.2,-0.450,-5.908e-03
484,48.3,-0.470,-6.320e-03
485,48.4,-0.490,-6.767e-03
486,48.5,-0.510,-7.218e-03
487,48.6,-0.530,-7.677e-03
488,48.7,-0.550,-8.142e-03
489,48.8,-0.570,-8.628e-03
490,48.9,-0.590,-9.125e-03
491,49.0,-0.610,-9.643e-03
492,49.1,-0.630,-1.019e-02
493,49.2,-0.650,-1.077e-02
494,49.3,-0.670,-1.137e-02
495,49.4,-0.690,-1.203e-02
496,49.5,-0.710,-1.273e-02
497,49.6,-0.730,-1.349e-02
498,49.7,-0.750,-1.433e-02
499,49.8,-0.770,-1.524e-02
500,49.9,-0.790,-1.624e-02
501,50.0,-0.810,-1.735e-02
502,50.1,-0.830,-1.858e-02
503,50.2,-0.850,-1.991e-02
504,50.3,-0.870,-2.137e-02
505,50.4,-0.890,-2.295e-02
506,50.5,-0.910,-2.462e-02
507,50.6,-0.930,-2.637e-02
508,50.7,-0.950,-2.819e-02
509,50.8,-0.970,-3.004e-02
510,50.9,-0.990,-3.192e-02
511,51.0,-1.010,-3.378e-02
512,51.1,-1.030,-3.563e-02
513,51.2,-1.050,-3.745e-02
514,51.3,-1.070,-3.925e-02
515,51.4,-1.090,-4.098e-02
516,51.5,-1.110,-4.266e-02
517,51.6,-1.130,-4.424e-02
518,51.7,-1.150,-4.571e-02
519,51.8,-1.170,-4.707e-02
520,51.9,-1.190,-4.826e-02
521,52.0,-1.210,-4.926e-02
522,52.1,-1.230,-5.005e-02
523,52.2,-1.250,-5.062e-02
524,52.3,-1.270,-5.100e-02
525,52.4,-1.290,-5.118e-02
526,52.5,-1.310,-5.124e-02
527,52.6,-1.330,-5.123e-02
528,52.7,-1.350,-5.119e-02
529,52.8,-1.370,-5.115e-02
530,52.9,-1.390,-5.102e-02
531,53.0,-1.410,-5.086e-02
532,53.1,-1.430,-5.064e-02
533,53.2,-1.450,-5.038e-02
534,53.3,-1.470,-5.024e-02
535,53.4,-1.490,-5.025e-02
536,53.5,-1.490,-4.588e-02
537,53.6,-1.470,-3.940e-02
538,53.7,-1.450,-3.451e-02
539,53.8,-1.430,-3.060e-02
540,53.9,-1.410,-2.738e-02
541,54.0,-1.390,-2.471e-02
542,54.1,-1.370,-2.244e-02
543,54.2,-1.350,-2.052e-02
544,54.3,-1.330,-1.887e-02
545,54.4,-1.310,-1.741e-02
546,54.5,-1.290,-1.614e-02
547,54.6,-1.270,-1.502e-02
548,54.7,-1.250,-1.398e-02
549,54.8,-1.230,-1.304e-02
550,54.9,-1.210,-1.218e-02
551,55.0,-1.190,-1.136e-02
552,55.1,-1.170,-1.058e-02
553,55.2,-1.150,-9.826e-03
554,55.3,-1.130,-9.105e-03
555,55.4,-1.110,-8.390e-03
556,55.5,-1.090,-7.703e-03
557,55.6,-1.070,-6.991e-03
558,55.7,-1.050,-6.281e-03
559,55.8,-1.030,-5.559e-03
560,55.9,-1.010,-4.813e-03
561,56.0,-0.990,-4.062e-03
562,56.1,-0.970,-3.303e-03
563,56.2,-0.950,-2.566e-03
564,56.3,-0.930,-1.830e-03
565,56.4,-0.910,-1.133e-03
566,56.5,-0.890,-4.757e-04
567,56.6,-0.870,1.519e-04
568,56.7,-0.850,7.327e-04
569,56.8,-0.830,1.272e-03
570,56.9,-0.810,1.769e-03
571,57.0,-0.790,2.222e-03
572,57.1,-0.770,2.609e-03
573,57.2,-0.750,2.951e-03
574,57.3,-0.730,3.261e-03
575,57.4,-0.710,3.520e-03
576,57.5,-0.690,3.733e-03
577,57.6,-0.670,3.905e-03
578,57.7,-0.650,4.043e-03
579,57.8,-0.630,4.151e-03
580,57.9,-0.610,4.216e-03
581,58.0,-0.590,4.267e-03
582,58.1,-0.570,4.295e-03
583,58.2,-0.550,4.312e-03
584,58.3,-0.530,4.308e-03
585,58.4,-0.510,4.317e-03
586,58.5,-0.490,4.330e-03
587,58.6,-0.470,4.358e-03
588,58.7,-0.450,4.396e-03
