ACM Instruments v4 analysis (01/mar./2023 15:07)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,14:48:10 01/mar./2023,
Data points,1228,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),142.68,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.1828319,
Corrosion Rate (mm/year),2.119,
Corrosion rate (mils/yr),83.426,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
4.1268,429.52,704.73,
4.5398,445.95,705.56,
5.4693,461.51,706.42,
7.3856,478.04,707.24,
,,707.73,
9.9976,493.31,708.06,
9.7536,492.3,708.92,
6.6173,475.79,709.73,
4.3641,460.06,710.61,
2.8145,443.81,711.5,
1.8606,426.96,712.03,
1.2987,407.41,712.94,
1.0552,391.34,713.75,
0.8651373,375.64,714.56,
0.7388252,360.16,715.36,
0.5600828,343.08,716.36,
0.4413076,326.07,717.19,
0.3007832,309.35,718.28,
0.1690079,289.27,719.17,
0.008431,272.37,720.05,
-0.1396218,255.6,720.61,
-0.1255134,236.77,721.42,
-0.0643314,218.96,722.42,
-0.0510579,201.97,723.3,
-0.0807214,185.4,724.11,
-0.0809894,170.05,724.94,
-0.1408596,154.76,725.8,
-0.1684522,138.35,726.61,
-0.1828017,122.72,727.44,
-0.2275665,107.52,728.3,
-0.2851935,90.528,728.84,
-0.3321825,71.343,729.72,
-0.33183,55.3,730.59,
-0.3897393,38.191,731.48,
-0.4122683,21.688,732.34,
-0.4000924,5.5521,733.16,
-0.4540812,-10.493,734.03,
-0.4819405,-26.795,734.91,
-0.5153752,-44.278,735.86,
-0.5101722,-61.247,736.72,
-0.5521543,-78.023,737.26,
-0.5795153,-96.487,738.05,
-0.6067228,-111.32,738.84,
-0.6468358,-126.77,739.72,
-0.6931313,-143.29,740.59,
-0.6941809,-159.54,741.4,
-0.746997,-175.56,742.28,
-0.7615066,-191.67,743.15,
-0.7803393,-208.26,743.97,
-0.8304091,-224.05,744.84,
-0.9356445,-240.57,745.39,
-1.0218,-259.46,746.22,
-1.0879,-275.17,747.03,
-1.1795,-292.39,748.03,
-1.2375,-309.46,748.91,
-1.2868,-326.02,749.72,
-1.3249,-341.7,750.59,
-1.3723,-358.19,751.47,
-1.3381,-374.59,752.28,
-1.3668,-390.56,753.15,
-1.4203,-407.06,753.72,
-1.4444,-426.25,754.59,
-1.4193,-442.92,755.48,
-1.4686,-459.27,756.28,
-1.4414,-474.77,757.11,
-1.4442,-490.35,758,
-1.4951,-507.1,758.87,
-1.4959,-523.7,759.73,
-1.5288,-540.18,760.62,
-1.5483,-557.1,761.44,
-1.5602,-572.77,761.98,
-1.674,-591.83,762.81,
-1.6234,-607.19,763.69,
-1.6802,-623.7,764.58,
-1.7065,-640.35,765.43,
-1.7715,-656.82,766.25,
-1.7674,-672.54,767.12,
-1.8219,-688.97,768,
-1.8416,-705.44,768.81,
-1.9027,-721.37,769.68,
-1.9998,-737.63,770.23,
-2.2325,-759.8,771.25,
-2.1071,-775.89,772.12,
-2.2245,-792.38,772.93,
-2.2191,-807.74,773.81,
-2.3141,-824.08,774.62,
-2.3371,-839.71,775.5,
-2.4249,-856.13,776.37,
-2.4508,-872.75,777.18,
-2.5622,-888.75,778.01,
-2.5724,-904.37,778.54,
-2.7675,-923.14,779.37,
-2.7757,-938.54,780.26,
-2.878,-954.93,781.12,
-2.9787,-971.49,781.93,
-3.0022,-986.95,782.81,
-3.1045,-1003.2,783.62,
-3.156,-1018.8,784.5,
-3.2663,-1035.2,785.37,
-3.3776,-1052.1,786.18,
-3.4198,-1067.8,786.73,
-3.5733,-1086.6,787.56,
-3.5609,-1102.3,788.43,
-3.628,-1118.3,789.25,
-3.5877,-1134.1,790.12,
-3.7014,-1150.6,791,
-3.7194,-1167.1,791.87,
-3.7278,-1183.6,792.68,
-3.7791,-1199.4,793.56,
-3.8652,-1215.6,794.43,
-4.0514,-1232.9,795,
-4.1119,-1251.5,795.78,
-4.1431,-1266.6,796.65,
-4.2741,-1282.8,797.51,
-4.3343,-1299.2,798.32,
-4.428,-1315,799.2,
-4.555,-1331.3,800.09,
-4.7034,-1348,800.95,
-4.8125,-1364.3,801.83,
-5.0757,-1381.1,802.64,
-5.3568,-1396.8,803.18,
-5.9237,-1415.8,804.01,
-6.3392,-1431.3,804.89,
-7.1442,-1447.7,805.7,
-7.9705,-1463.1,806.57,
-9.268,-1479.8,807.45,
,,808,
-10.763,-1496,808.26,
-9.4279,-1492.8,809.32,
-7.0304,-1470.9,810.39,
-5.6547,-1452.6,811.28,
-4.4942,-1435.8,811.81,
-3.4025,-1416.6,812.64,
-2.7747,-1401.3,813.51,
-2.102,-1384.5,814.39,
-1.6181,-1368.2,815.2,
-1.2738,-1352.8,816.03,
-0.8843347,-1337.4,816.89,
-0.6099849,-1320.9,818.01,
0.1005414,-1298.2,818.96,
-0.0713037,-1280.7,819.79,
0.1636214,-1264,820.45,
0.4032529,-1242,821.46,
0.5441784,-1223.1,822.4,
0.5701345,-1206.7,823.23,
0.6772749,-1190.2,824.15,
0.7805931,-1173.7,824.96,
0.8259845,-1158.1,825.79,
0.9199453,-1142.7,826.65,
0.982868,-1126.3,827.46,
1.0626,-1110.5,828.34,
1.2088,-1094,828.89,
1.3689,-1073.6,829.84,
1.3434,-1057.1,830.67,
1.3535,-1041.5,831.46,
1.3686,-1026.6,832.23,
1.3927,-1012,833.04,
1.4713,-996.48,833.9,
1.5594,-980.42,834.71,
1.5934,-964.63,835.59,
1.6788,-948.44,836.48,
1.7544,-931.7,836.96,
1.6726,-918.31,837.51,
1.7649,-904.53,838.26,
1.8551,-889.34,839.14,
1.8917,-873.35,839.96,
1.931,-857.64,840.78,
1.9388,-841.71,841.63,
2.0057,-825.38,842.53,
1.9845,-809.07,843.32,
2.0805,-793.04,844.43,
2.3228,-772.07,844.95,
2.1673,-754.01,845.82,
2.2168,-737.19,846.67,
2.1812,-721.18,847.54,
2.1748,-705.56,848.37,
2.1721,-689.46,849.18,
2.1923,-673.49,850.07,
2.1889,-657.34,850.88,
2.1758,-641.23,851.76,
2.1813,-625.22,852.56,
2.1555,-609.52,853.12,
2.2075,-590.2,853.95,
2.1018,-574.91,854.82,
2.0877,-558.34,855.71,
2.0565,-542.11,856.52,
2.0373,-526.23,857.38,
1.997,-509.77,858.28,
1.9552,-493.14,859.13,
1.8712,-476.84,860.01,
1.8422,-459.95,860.82,
1.846,-443.91,861.32,
1.7299,-430.73,861.98,
1.7594,-415.3,862.77,
1.7671,-399.37,863.63,
1.7288,-382.5,864.54,
1.6967,-365.88,865.42,
1.6439,-349.74,866.23,
1.6234,-334.16,867.04,
1.579,-318.82,867.85,
1.5686,-302.64,868.73,
1.5738,-286.54,869.26,
1.5605,-266.99,870.17,
1.5078,-250.75,871.03,
1.4923,-234.11,871.84,
1.4387,-218.97,872.67,
1.435,-203.48,873.52,
1.4336,-186.66,874.41,
1.3967,-170.25,875.27,
1.3454,-153.92,876.09,
1.3488,-138,876.91,
1.3594,-122.65,877.45,
1.3517,-103.67,878.27,
1.3253,-86.836,879.24,
1.3543,-70.045,880.07,
1.3556,-54.094,880.93,
1.3402,-37.621,881.82,
1.3318,-21.264,882.62,
1.299,-5.7549,883.45,
1.3025,9.3645,884.26,
1.3336,24.905,885.07,
1.3811,41.746,885.68,
1.3991,60.875,886.55,
1.441,77.428,887.37,
1.4633,92.522,888.2,
1.5467,108.23,889.07,
1.6111,124.63,889.93,
1.7055,141.45,890.82,
1.7693,158,891.7,
1.83,174.53,892.51,
1.8877,190.12,893.38,
1.9554,206.58,893.91,
2.0406,225.85,894.8,
2.0903,242.75,895.65,
2.1236,258.44,896.54,
2.2381,275.53,897.43,
2.3168,292.05,898.31,
2.4023,308.46,899.16,
2.4977,325.06,900.05,
2.6085,341.66,900.91,
2.7519,358.48,901.82,
2.9762,375.62,902.34,
3.4525,394.14,903.15,
3.9265,409.3,903.99,
4.0585,425.28,904.87,
4.3444,442.07,905.76,
5.0194,458.67,906.63,
6.3302,474.98,907.44,
8.3188,490.63,908.3,
,,908.54,
10.874,506.24,909.12,
7.9076,489.25,909.94,
5.6313,474,910.49,
3.4759,454.85,911.32,
2.3476,439.23,912.19,
1.6606,423.2,913.01,
1.2705,407.71,913.82,
1.0141,392.1,914.69,
0.8297605,375.86,915.51,
0.6690771,360.13,916.37,
0.5155948,342.45,917.3,
0.4058138,325.58,918.35,
0.2040965,305.54,918.91,
0.0545989,285.66,919.82,
-0.0874408,269.42,920.7,
-0.2112681,253.2,921.55,
-0.2224821,234.8,922.49,
-0.0886613,218.36,923.37,
-0.0740456,202.04,924.26,
-0.0886647,185.91,925.01,
-0.1047304,170.74,925.82,
-0.1567673,155.26,926.62,
-0.1924898,140.25,927.12,
-0.1877777,126.77,927.71,
-0.2520706,111.89,928.57,
-0.2742478,96.014,929.38,
-0.3341648,79.409,930.26,
-0.3416051,63.417,931.13,
-0.3670626,47.025,931.94,
-0.4166432,31.285,932.8,
-0.429924,14.948,933.63,
-0.4318269,-1.1735,934.43,
-0.4630508,-16.119,934.97,
-0.5568165,-36.617,935.94,
-0.556996,-53.159,936.82,
-0.5555319,-69.022,937.63,
-0.6190025,-85.208,938.51,
-0.6450732,-101.8,939.37,
-0.6769984,-118.7,940.27,
-0.698252,-135.32,941.13,
-0.7002669,-151.76,942.08,
-0.7518821,-169.08,942.91,
-0.8046302,-186.4,943.49,
-0.8856998,-205.39,944.32,
-0.8756628,-220.73,945.15,
-0.9285838,-235.78,945.93,
-0.9803901,-250.99,946.72,
-1.0602,-266.48,947.6,
-1.1359,-282.6,948.41,
-1.2607,-301.06,949.46,
-1.2882,-318.54,950.35,
-1.3235,-335.05,951.18,
-1.3384,-350.76,951.69,
-1.3843,-369.56,952.58,
-1.3839,-386.42,953.41,
-1.3468,-402.05,954.29,
-1.3998,-419.56,955.24,
-1.4019,-436.6,956.07,
-1.3924,-452.44,956.93,
-1.393,-468.51,957.74,
-1.4053,-484.08,958.61,
-1.4614,-500.81,959.51,
-1.5286,-518.44,960.11,
-1.5783,-538.6,961.02,
-1.5618,-555.01,961.9,
-1.617,-571.94,962.77,
-1.6447,-588.49,963.68,
-1.6505,-605.4,964.55,
-1.6788,-622.05,965.43,
-1.693,-638.7,966.33,
-1.7329,-655.48,967.19,
-1.8018,-672.31,968.02,
-1.7955,-688.44,968.57,
-1.8804,-706.4,969.36,
-1.9033,-722.16,970.22,
-2.028,-739.39,971.1,
-1.9976,-754.88,971.93,
-2.0914,-770.49,972.8,
-2.2187,-788.09,973.93,
-2.3193,-809.05,974.85,
-2.3086,-826.25,975.68,
-2.3444,-842.76,976.64,
-2.5463,-860.47,977.19,
-2.5544,-879.48,978.07,
-2.605,-895.5,978.93,
-2.6711,-911.96,979.74,
-2.7723,-928.55,980.64,
-2.8211,-944.53,981.54,
-2.9858,-962.33,982.47,
-3.0029,-979.04,983.35,
-3.1161,-995.81,984.18,
-3.1587,-1011.4,985.05,
-3.3175,-1028.2,985.54,
-3.2588,-1041.9,986.19,
-3.4578,-1058,987.04,
-3.5272,-1074.1,987.85,
-3.5473,-1089.6,988.68,
-3.596,-1104.8,989.49,
-3.6116,-1120.3,990.35,
-3.6631,-1137,991.24,
-3.6771,-1153.3,992.03,
-3.7426,-1169.3,992.91,
-3.8337,-1185.6,993.47,
-3.8914,-1204.6,994.3,
-3.9119,-1220.4,995.11,
-3.9618,-1235.4,995.93,
-4.0859,-1250.9,996.74,
-4.1232,-1266.3,997.53,
-4.1664,-1281.3,998.32,
-4.2376,-1296.1,999.05,
-4.304,-1310.3,999.86,
-4.4437,-1325.7,1000.7,
-4.6236,-1341.9,1001.2,
-4.8548,-1361.4,1002.1,
-5.0159,-1377.9,1003,
-5.241,-1394.4,1003.8,
-5.5208,-1410.8,1004.8,
-5.9506,-1427.8,1005.6,
-6.4236,-1443.7,1006.5,
-7.117,-1460,1007.3,
-7.8815,-1475.5,1008.1,
,,1008.7,
,
