ACM Instruments v4 analysis (03/mar./2023 12:42)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,12:30:11 03/mar./2023,
Data points,494,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),38.888,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.6708074,
Corrosion Rate (mm/year),7.7746,
Corrosion rate (mils/yr),306.08,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
-13.082,-1459.1,79.375,
,,79.609,
-13.272,-1494.4,80.25,
-6.7879,-1461,81.312,
-1.8191,-1410.8,82.609,
1.5568,-1352.8,83.234,
3.8839,-1292.2,84.25,
4.6699,-1247.6,85.25,
5.261,-1206,86.062,
5.6269,-1168.1,86.828,
5.8682,-1132.2,87.624,
6.3066,-1093,88.5,
6.6197,-1052.7,89.328,
6.8705,-1012.7,90.187,
7.1296,-972.35,91,
7.3235,-933.05,91.546,
7.7149,-885.54,92.374,
7.7192,-846.98,93.25,
7.897,-806.01,94.062,
7.9172,-767.27,94.937,
8.1016,-725.71,95.812,
8.13,-684.33,96.702,
8.1386,-643.22,97.515,
8.0813,-604.32,98.373,
7.9182,-563.4,99.265,
7.8539,-521.33,99.796,
7.739,-472.51,100.65,
7.3992,-433.79,101.53,
7.1995,-391.96,102.4,
6.9506,-349.99,103.28,
6.7053,-308.41,104.17,
6.4326,-266.85,105.04,
6.1851,-225.88,105.9,
5.8829,-184.95,106.71,
5.6861,-145.15,107.59,
5.543,-104.15,108.15,
5.4063,-55.769,109.03,
5.1348,-15.39,109.84,
5.0572,24.249,110.71,
5.0445,65.567,111.59,
5.0574,108.6,112.46,
5.1125,148.01,113.34,
5.3807,189.28,114.21,
5.6235,230.32,115.03,
5.9737,270.16,115.9,
6.4664,311.1,116.45,
7.101,358.22,117.28,
7.8308,398.12,118.17,
8.9497,438.19,119.03,
10.786,480.29,119.9,
,,120.13,
11.934,511.5,120.71,
6.8549,465.58,121.59,
4.0704,424.71,122.48,
2.3032,383.49,123.34,
1.0948,341.64,124.15,
0.2907513,302.41,124.7,
-0.5752399,255.71,125.52,
-0.8126101,211.68,126.52,
-1.0961,164.5,127.52,
-1.2504,121.09,128.4,
-1.6124,75.119,129.34,
-1.6646,33.743,130.21,
-1.8702,-6.83,131.09,
-1.9436,-47.661,131.9,
-2.2354,-89.039,132.84,
-2.5277,-131.98,133.38,
-2.788,-178.63,134.27,
-3.069,-220.87,135.15,
-3.385,-262.43,135.96,
-3.64,-301.29,136.84,
-4.0152,-342.58,137.71,
-4.3901,-383.93,138.52,
-4.6851,-423.29,139.4,
-5.0242,-463.5,140.26,
-5.4467,-505.11,141.15,
-5.7918,-547.42,141.7,
-6.1408,-594.94,142.52,
-6.2728,-633.5,143.34,
-6.5488,-672.87,144.21,
-6.7901,-713.8,145.1,
-7.0702,-755.47,145.96,
-7.3077,-796.7,146.85,
-7.6287,-838.24,147.71,
-7.9075,-879.39,148.54,
-8.2058,-919.65,149.34,
-8.5012,-957.07,149.88,
-9.1737,-1005.4,150.77,
-9.4735,-1045.7,151.59,
-9.8633,-1085.4,152.46,
-10.155,-1125.6,153.27,
-10.427,-1165.2,154.15,
-10.742,-1206,155.02,
-11.029,-1247,155.84,
-11.441,-1287.2,156.71,
-11.825,-1327.3,157.52,
-12.205,-1367.8,158.1,
-12.739,-1415.5,158.93,
-13.115,-1454.2,159.76,
,,160.29,
-13.652,-1492.7,160.62,
-7.4159,-1468,161.68,
-2.2526,-1416.5,162.68,
0.1751029,-1375.6,163.55,
2.0136,-1333.7,164.43,
3.4571,-1288.8,165.37,
4.5848,-1243,166.37,
5.2721,-1199.2,166.91,
5.8837,-1150.8,167.82,
6.2251,-1109.6,168.68,
6.5828,-1068.1,169.57,
6.865,-1026.5,170.43,
7.0816,-986,171.24,
7.2849,-946.29,172.12,
7.4157,-906.35,172.99,
7.5569,-864.97,173.8,
7.8652,-824.1,174.68,
7.9622,-783.94,175.23,
8.2689,-735.4,176.05,
8.222,-697.51,176.87,
8.1817,-659.04,177.74,
8.1999,-617.37,178.62,
8.0992,-576.25,179.43,
7.9787,-537.38,180.26,
7.8162,-498.88,181.1,
7.5633,-458.51,181.99,
7.3722,-416.52,182.82,
7.1893,-375.26,183.35,
6.8665,-331.45,184.13,
6.6011,-293.56,184.94,
6.3525,-255.63,185.74,
6.1474,-216.01,186.63,
5.9346,-174.96,187.51,
5.6163,-134.07,188.32,
5.4576,-94.45,189.15,
5.1853,-57.286,190.01,
5.0806,-15.402,190.82,
5.0321,24.696,191.37,
4.9981,71.447,192.19,
4.9828,112.01,193.08,
5.1078,151.89,193.94,
5.3307,192.92,194.76,
5.5336,232.04,195.63,
5.8591,272.66,196.52,
6.2603,313.9,197.33,
6.7901,353.04,198.19,
7.4731,393.71,199.07,
8.6702,436.02,199.63,
10.8,484.38,200.46,
,,200.68,
11.026,504.03,201.33,
6.0335,456.27,202.15,
3.568,416.92,202.96,
2.0235,378.13,203.83,
0.9344925,338.36,204.65,
0.1705931,297.73,205.74,
-0.8972851,243.47,206.69,
-0.8033737,200.34,207.52,
-1.1319,157.08,208.18,
-1.2571,111.94,208.91,
-1.5952,68.526,209.9,
-1.7617,26.103,210.79,
-1.8919,-14.695,211.66,
-2.1364,-58.236,212.76,
-2.4959,-110.28,213.6,
-2.5094,-149.31,214.47,
-2.7844,-189.46,215.29,
-3.0269,-229.41,216.16,
-3.4763,-270.49,216.71,
-3.884,-318.1,217.54,
-4.1174,-357.13,218.4,
-4.5167,-398.11,219.29,
-4.9189,-440.22,220.18,
-5.2225,-480.79,220.99,
-5.5063,-520.08,221.8,
-5.7411,-559.33,222.61,
-5.979,-598.09,223.49,
-6.2884,-638.09,224.3,
-6.6167,-679.11,224.85,
-6.9657,-725.29,225.68,
-7.0521,-763.74,226.49,
-7.271,-802.42,227.36,
-7.6641,-843.46,228.22,
-7.9426,-884.56,229.04,
-8.2271,-923.67,229.86,
-8.5778,-962.71,230.68,
-8.9928,-1001.3,231.54,
-9.4149,-1041.4,232.43,
-9.8893,-1083.5,232.97,
-10.294,-1130.9,233.8,
-10.486,-1169.9,234.68,
-10.757,-1210.7,235.49,
-11.041,-1250.3,236.36,
-11.415,-1291,237.24,
-11.767,-1332.1,238.11,
-12.198,-1374,238.93,
-12.541,-1413.6,239.74,
-13.021,-1451.9,240.61,
,,240.85,
-13.742,-1493.6,241.11,
-9.6292,-1481,241.77,
-4.6595,-1440.5,242.58,
-1.5198,-1400.8,243.46,
0.6809616,-1361,244.33,
2.3996,-1319,245.13,
3.6828,-1275.6,246.14,
4.7032,-1228.4,247.16,
5.3628,-1183.5,248.05,
5.8772,-1141.7,248.86,
6.1788,-1103.3,249.35,
6.4051,-1069.2,249.94,
6.653,-1031.6,250.79,
6.9823,-991.26,251.6,
7.2084,-951.89,252.49,
7.376,-911.89,253.35,
7.6479,-869.64,254.24,
7.8548,-828.27,255.05,
7.9217,-790.4,255.86,
8.1067,-751.5,256.72,
8.3083,-709.21,257.29,
8.4326,-660.43,258.18,
8.278,-619.05,259.02,
8.2331,-578.87,259.88,
8.121,-538.05,260.77,
7.9629,-496.47,261.63,
7.6146,-456.4,262.44,
7.4216,-416.7,263.27,
7.134,-378.93,264.08,
6.9704,-338.1,264.97,
6.6651,-297.84,265.52,
6.4447,-248.56,266.43,
6.174,-208.3,267.24,
5.9302,-169.61,268.05,
5.7096,-130.89,268.82,
5.3484,-96.123,269.61,
5.2381,-57.782,270.36,
5.0579,-19.854,271.25,
4.9266,20.213,272.07,
4.886,60.709,272.94,
4.9925,102.7,273.53,
5.1038,153.06,274.44,
5.2406,193.46,275.25,
5.4773,232.9,276.13,
5.8283,273.59,276.99,
6.2674,315.58,277.88,
6.7237,356.11,278.69,
7.3771,395.77,279.49,
8.4165,433.8,280.36,
,,280.92,
10.272,475.19,281.25,
9.7176,489.47,281.8,
5.1215,441.52,282.63,
2.9476,401.78,283.5,
1.5402,361.55,284.32,
0.5949426,322.89,285.13,
-0.0613942,284.95,285.94,
-1.1838,232.83,287.35,
-1.1363,173.65,288.3,
-1.3518,125.94,289.3,
-1.4903,82.354,290.19,
-1.7019,40.521,290.74,
-1.9117,-6.8112,291.63,
-2.1044,-48.499,292.49,
-2.4016,-92.725,293.44,
-2.5391,-134.54,294.31,
-2.7651,-175.78,295.17,
-3.0327,-217.52,296.06,
-3.2646,-258.42,296.88,
-3.5501,-298.56,297.75,
-3.9289,-338.33,298.56,
-4.3152,-377.74,299.11,
-4.8228,-424.53,299.94,
-5.1322,-463.42,300.75,
-5.4296,-502.51,301.63,
-5.7411,-543.97,302.49,
-6.0112,-585.18,303.38,
-6.2845,-626.82,304.19,
-6.4578,-666.15,304.99,
-6.7234,-704.76,305.88,
-6.9733,-745.58,306.77,
-7.2949,-787.48,307.25,
-7.4923,-822.29,307.91,
-7.8322,-862.3,308.77,
-8.2162,-904.25,309.6,
-8.4595,-943.21,310.41,
-8.8998,-982.31,311.27,
-9.3021,-1022.3,312.16,
-9.778,-1064,313.02,
-10.147,-1105.9,313.91,
-10.398,-1146.9,314.78,
-10.794,-1189.2,315.33,
-11.071,-1236.3,316.22,
-11.427,-1278.2,317.03,
-11.706,-1317.4,317.91,
-12.038,-1357.6,318.72,
-12.437,-1397.1,319.53,
-12.841,-1435.8,320.41,
-13.393,-1475.9,321.22,
,,321.44,
-13.959,-1512.6,322.05,
-6.4128,-1466.6,323.02,
-2.0331,-1418.3,323.75,
0.9708413,-1366.7,324.66,
2.4839,-1325.7,325.45,
3.7763,-1281.3,326.45,
4.7716,-1234.4,327.45,
5.3496,-1191.4,328.34,
5.7712,-1150,329.16,
6.1276,-1110.7,329.97,
6.4308,-1072,330.86,
6.8003,-1030.1,331.69,
7.0896,-990.31,332.22,
7.4069,-945.04,333.06,
7.6074,-905.38,333.89,
7.8112,-865.77,334.72,
7.9076,-826.57,335.59,
8.1318,-784.46,336.47,
8.3236,-743.2,337.28,
8.3915,-704.5,338.11,
8.4086,-666.47,338.92,
8.3546,-627.52,339.81,
8.3587,-584.35,340.36,
8.3049,-537.6,341.2,
8.1026,-497.72,342.02,
7.8031,-458.8,342.89,
7.5525,-418.23,343.77,
7.301,-376.23,344.64,
7.0755,-333.96,345.52,
6.7458,-292.79,346.33,
6.4377,-253.46,347.16,
6.165,-214.27,348.03,
6.0008,-173.78,348.56,
5.7417,-125.58,349.47,
5.47,-85.976,350.28,
5.2772,-45.664,351.16,
5.1432,-3.6864,352.05,
4.9715,37.362,352.86,
4.8546,76.526,353.66,
4.9043,116.2,354.55,
4.9802,155.75,355.41,
5.1979,197.17,356.3,
5.5062,239.07,356.78,
5.6117,272.09,357.37,
6.1007,310.54,358.22,
6.6369,351.44,359.03,
7.2651,390.59,359.86,
8.2011,428.64,360.65,
9.8042,466.49,361.48,
,,361.7,
11.266,500.37,362.34,
7.0847,467.65,363.22,
4.013,426.12,364.11,
2.1004,383.52,364.62,
0.9138739,340.04,365.44,
0.1311906,301.83,366.25,
-1.336,242.68,367.72,
-0.9819414,190.96,368.5,
-1.2403,147.89,369.48,
-1.4772,102.91,370.48,
-1.7908,54.095,371.48,
-1.8074,10.599,372.37,
-1.9739,-31.099,373.25,
-2.2171,-72.927,373.8,
-2.6224,-122.97,374.69,
-2.7296,-162.66,375.56,
-2.9874,-203.95,376.37,
-3.2086,-243.47,377.25,
-3.5049,-283.47,378.06,
-3.8414,-323.71,378.94,
-4.16,-363.45,379.81,
-4.6052,-404.96,380.62,
-4.9171,-443.63,381.44,
-5.299,-484.27,381.98,
-5.6756,-528.86,382.81,
-5.9429,-567.89,383.62,
-6.2141,-606.49,384.44,
-6.4389,-645.69,385.31,
-6.7134,-687.27,386.17,
-6.9187,-728.34,387.06,
-7.1917,-769.69,387.87,
-7.4212,-808.46,388.75,
-7.7385,-849.48,389.56,
-8.1291,-890.84,390.11,
-8.6032,-937.14,390.98,
-8.9555,-978.27,391.87,
-9.3973,-1018.2,392.69,
-9.7957,-1057.8,393.55,
-10.133,-1099.2,394.36,
-10.402,-1138.1,395.23,
-10.603,-1178.8,396.12,
-10.913,-1220,396.94,
-11.197,-1258.9,397.79,
-11.651,-1301.5,398.36,
-12.14,-1349.3,399.18,
-12.459,-1388.2,400.04,
-12.837,-1428.9,400.86,
-13.279,-1467.4,401.73,
,,401.97,
,
