ACM Instruments v4 analysis (03/mar./2023 14:08)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,13:53:57 03/mar./2023,
Data points,985,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),95.053,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.2744451,
Corrosion Rate (mm/year),3.1808,
Corrosion rate (mils/yr),125.22,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
2.6022,-478.27,40.95,
2.5275,-454.96,41.842,
2.5149,-433.7,42.717,
2.4998,-412.59,43.592,
2.4,-392.32,44.403,
2.346,-372.88,45.232,
2.3414,-353.49,46.092,
2.2727,-332.93,46.982,
2.2631,-311.91,47.841,
2.1673,-291.42,48.654,
2.1494,-271.53,49.2,
2.1193,-248.19,50.029,
2.0551,-228.85,50.903,
2.035,-208.38,51.716,
1.9807,-189.3,52.545,
1.9606,-169.88,53.404,
1.9349,-149.22,54.216,
1.8964,-129.66,55.091,
1.8751,-109.15,55.966,
1.8408,-88.413,56.779,
1.831,-68.539,57.278,
1.7977,-51.739,57.934,
1.8832,-31.765,58.778,
1.8884,-11.12,59.669,
1.9059,9.6198,60.528,
1.917,29.999,61.341,
2.0037,50.711,62.185,
2.0055,68.829,63.029,
2.1192,89.09,63.903,
2.2432,110.07,64.794,
2.4311,131.07,65.278,
2.4913,148.28,65.934,
2.6764,168.31,66.778,
2.7749,188.95,67.669,
2.8881,209.59,68.528,
2.9478,229.69,69.341,
3.0987,249.58,70.168,
3.2322,268.54,70.981,
3.2996,287.49,71.793,
3.445,306.93,72.652,
3.6519,328.08,73.2,
3.8417,350.94,73.981,
4.0019,369.87,74.855,
4.2695,390.4,75.669,
4.6116,410.08,76.528,
5.0101,430.42,77.419,
5.4856,450.92,78.231,
6.6048,470.79,79.043,
,,79.575,
9.0263,489.89,79.84,
9.8869,494.9,80.668,
6.1318,474.46,81.153,
4.0904,457.72,81.746,
2.6781,437.07,82.684,
1.8968,416.3,83.496,
1.5513,397.43,84.324,
1.1963,377.94,85.136,
0.9762855,358.32,85.934,
0.7288035,339.08,86.761,
0.5019637,318.35,87.745,
0.3609505,296.26,88.856,
0.0814901,269.18,89.418,
0.0660468,246.07,90.262,
0.040153,226.32,91.121,
-0.0271984,205.31,91.996,
-0.0968342,184.85,92.808,
-0.1630375,163.36,93.807,
-0.2117261,141.8,94.699,
-0.2432589,121.15,95.495,
-0.3032017,101.03,96.308,
-0.3213065,81.631,97.183,
-0.3991401,61.185,97.73,
-0.4617632,38.112,98.511,
-0.4836627,19.27,99.324,
-0.5084521,0.0981017,100.13,
-0.5553675,-19.215,101.01,
-0.6326473,-40.178,101.88,
-0.6962399,-61.211,102.76,
-0.6716179,-80.766,103.57,
-0.6707125,-100.54,104.37,
-0.7373768,-119.54,105.24,
-0.8253978,-140.14,105.8,
-0.9119887,-163.75,106.63,
-0.9821034,-183.7,107.49,
-1.0186,-204.03,108.3,
-1.0553,-223.27,109.13,
-1.1845,-244.9,110.12,
-1.2084,-266.23,110.93,
-1.2598,-285.87,111.8,
-1.3422,-306.43,112.68,
-1.3935,-327.18,113.57,
-1.5102,-348.25,114.05,
-1.5096,-365.43,114.71,
-1.6204,-384.53,115.51,
-1.7629,-404.6,116.38,
-1.8217,-425.08,117.19,
-1.866,-444.87,118.05,
-1.9306,-465.09,118.94,
-1.9989,-485.9,119.76,
-1.9316,-505.26,120.55,
-2.084,-524.77,121.6,
-2.2987,-549.93,122.18,
-2.2633,-573.87,123.01,
-2.2397,-593.3,123.88,
-2.3126,-613.35,124.69,
-2.3406,-632.94,125.5,
-2.2897,-652.38,126.32,
-2.3466,-671.86,127.19,
-2.4022,-691.61,128.01,
-2.4154,-710.91,128.82,
-2.5006,-730.35,129.68,
-2.6681,-751.31,130.22,
-2.8133,-775.13,131.11,
-2.8956,-795.56,131.94,
-2.8982,-815.03,132.8,
-3.0048,-836.1,133.69,
-3.0165,-856.5,134.55,
-3.06,-877.23,135.36,
-3.0882,-896.77,136.24,
-3.1895,-917.28,137.11,
-3.2687,-938.03,137.93,
-3.3641,-957.97,138.43,
-3.3155,-974.68,139.08,
-3.6017,-994.09,139.88,
-3.6529,-1013.3,140.74,
-3.786,-1034,141.55,
-3.9119,-1053.6,142.38,
-3.9457,-1072.4,143.24,
-4.037,-1093.1,144.05,
-4.1208,-1112.7,144.93,
-4.2124,-1133,145.75,
-4.333,-1153.6,146.3,
-4.5612,-1176.9,147.18,
-4.6446,-1197.7,148.07,
-4.7064,-1218.2,148.88,
-4.7641,-1238.8,149.8,
-4.8861,-1259.5,150.66,
-4.9859,-1279.9,151.44,
-5.0448,-1299.1,152.33,
-5.2332,-1319.2,153.15,
-5.3338,-1338.6,153.96,
-5.5403,-1358.9,154.46,
-5.4478,-1374.7,154.99,
-5.907,-1393.2,155.82,
-6.2466,-1412.3,156.69,
-6.8391,-1432.9,157.52,
-7.628,-1452.9,158.39,
-8.9412,-1473.2,159.21,
,,159.75,
-10.582,-1492.8,160.08,
-9.422,-1492,161.13,
-5.8627,-1464.6,162.19,
-3.8874,-1441,162.75,
-2.4114,-1417.5,163.58,
-1.4381,-1397.7,164.39,
-0.724844,-1378.2,165.27,
-0.2504074,-1358.3,166.13,
0.863847,-1330.5,167.38,
0.7285469,-1307.2,168.27,
1.1861,-1284.3,169.25,
1.1995,-1262.5,170.07,
1.6309,-1240.7,171.07,
1.717,-1218.9,171.63,
2.0619,-1190.9,172.69,
2.1015,-1169.3,173.58,
2.1526,-1148.7,174.39,
2.1532,-1129.1,175.27,
2.284,-1108.8,176.08,
2.2314,-1089.2,176.96,
2.3409,-1069.2,177.77,
2.3219,-1050.1,178.58,
2.5106,-1029.5,179.46,
2.6344,-1009.1,180,
2.6937,-985.54,180.89,
2.7355,-964.99,181.75,
2.8028,-944.24,182.57,
2.7728,-924.92,183.44,
2.8863,-903.9,184.33,
2.8761,-883.22,185.14,
2.8396,-863.8,185.97,
2.8761,-844.75,186.78,
2.9096,-824.78,187.66,
3.0052,-804.57,188.21,
3.0732,-781.09,189.03,
3.0581,-761.42,189.85,
2.9812,-741.82,190.72,
3.0415,-721.43,191.58,
3.0875,-700.45,192.46,
3.0342,-679.71,193.35,
2.9628,-659.2,194.22,
2.9366,-638.45,195.03,
2.9125,-618.29,195.89,
2.8994,-598.09,196.46,
2.8692,-574.06,197.35,
2.7951,-553.68,198.21,
2.8023,-532.49,199.1,
2.6987,-512.16,199.96,
2.6987,-491.13,200.85,
2.5837,-470.69,201.71,
2.5738,-449.78,202.6,
2.4979,-429.29,203.41,
2.4386,-409.96,204.22,
2.4528,-390.2,204.77,
2.4442,-366.4,205.6,
2.3697,-347.03,206.44,
2.3055,-327.48,207.28,
2.2705,-306.97,208.1,
2.1863,-287.64,208.92,
2.1572,-267.87,209.78,
2.1583,-247.46,210.67,
2.0693,-227.07,211.49,
2.0377,-206.93,212.36,
2.0472,-186.78,212.89,
1.9949,-163.11,213.72,
1.9651,-143.91,214.55,
1.9604,-124.35,215.36,
1.9091,-104.7,216.24,
1.9165,-84.355,217.09,
1.8882,-63.81,217.91,
1.8619,-44.124,218.78,
1.8364,-24.056,219.67,
1.8554,-2.9777,220.53,
1.8707,17.882,221.1,
1.893,41.404,221.91,
1.9658,62.113,222.8,
2.0353,81.911,223.61,
2.0767,101.28,224.47,
2.2561,121.94,225.36,
2.3591,142.35,226.17,
2.443,162.23,227.05,
2.5229,182.08,227.86,
2.6101,201.51,228.67,
2.765,222.03,229.2,
2.8563,243.88,229.98,
2.9748,262.75,230.8,
3.112,282.12,231.6,
3.1938,300.67,232.42,
3.3438,319.84,233.23,
3.5124,339.3,234.05,
3.7086,359.57,234.91,
3.874,378.96,235.72,
4.3137,399.16,236.55,
4.6431,417.87,237.08,
5.2017,442.2,237.98,
6.4083,462.72,238.8,
9.1256,482.27,239.66,
,,239.89,
12.41,497.66,240.55,
8.2657,480.46,241.41,
4.8115,459.75,242.22,
2.9737,440.18,243.09,
2.025,419.81,243.97,
1.486,398.73,244.78,
1.1422,379.03,245.28,
0.9546373,362.25,245.94,
0.6487688,342.38,246.78,
0.3998406,319.12,247.78,
0.1803868,296.23,248.89,
0.0344435,271.52,249.78,
-0.0517226,250.7,250.56,
-0.0288752,232.19,251.36,
-0.1219341,211.66,252.34,
-0.107409,189.92,253.23,
-0.1915839,169.08,253.72,
-0.1912387,151.45,254.31,
-0.2814441,133.06,255.09,
-0.328948,114.25,255.92,
-0.4088202,94.65,256.78,
-0.4069291,74.193,257.66,
-0.4832105,53.216,258.55,
-0.4999912,32.543,259.41,
-0.5564145,10.971,260.31,
-0.5788492,-9.3959,261.09,
-0.6463941,-29.153,261.64,
-0.7649206,-54.478,262.61,
-0.7497393,-74.88,263.47,
-0.8281215,-95.933,264.36,
-0.8431263,-116.33,265.22,
-0.9140258,-136.87,266.03,
-0.9246517,-156.51,266.91,
-0.9986522,-177.02,267.78,
-1.0425,-197.59,268.59,
-1.0972,-217.41,269.42,
-1.2469,-238.76,270.08,
-1.2892,-263.24,270.91,
-1.367,-282.39,271.73,
-1.4353,-301.89,272.61,
-1.5156,-322.23,273.42,
-1.6282,-341.97,274.28,
-1.7261,-362.94,275.17,
-1.7933,-383.56,276.05,
-1.7616,-403.59,276.84,
-1.948,-423.94,277.72,
-2.0615,-444.35,278.26,
-2.1664,-468.39,279.09,
-2.2071,-488.99,280.16,
-2.3032,-512.85,281.03,
-2.3566,-534.05,281.92,
-2.3565,-554.49,282.8,
-2.3376,-574.77,283.61,
-2.3409,-594.66,284.48,
-2.3777,-614.68,285.34,
-2.4494,-635.58,286.15,
-2.5501,-655.65,286.66,
-2.4226,-672.09,287.25,
-2.525,-690.37,288.06,
-2.6423,-709.29,288.86,
-2.7676,-728.96,289.67,
-2.8055,-748.59,290.55,
-2.9179,-768.74,291.41,
-3.0151,-789.5,292.29,
-3.0019,-810.03,293.11,
-3.1368,-830.87,293.97,
-3.1691,-851.06,294.53,
-3.2768,-874.38,295.36,
-3.2663,-893.91,296.23,
-3.3514,-913.73,297.05,
-3.4672,-933.43,297.86,
-3.47,-953.08,298.73,
-3.6523,-973.27,299.59,
-3.7491,-993.99,300.48,
-3.8331,-1014.5,301.3,
-3.8972,-1034,302.17,
-4.1422,-1055.3,302.72,
-4.3308,-1079.2,303.54,
-4.2529,-1098.5,304.4,
-4.4189,-1119.2,305.29,
-4.4633,-1139.4,306.14,
-4.6483,-1160.2,306.98,
-4.6379,-1179.3,307.75,
-4.6444,-1198.1,308.54,
-4.7781,-1217.4,309.42,
-5.0232,-1237.9,310.25,
-5.0859,-1258,310.79,
-5.2173,-1281.2,311.62,
-5.2967,-1300.3,312.45,
-5.4722,-1319.8,313.26,
-5.5439,-1339.5,314.14,
-5.7097,-1359.4,314.95,
-5.9188,-1378.9,315.75,
-6.1437,-1398.1,316.51,
-6.4283,-1416.4,317.37,
-7.0251,-1436.4,318.26,
-7.9524,-1457.5,318.79,
-9.5623,-1480.9,319.68,
,,319.94,
-10.286,-1496.3,320.51,
-8.6056,-1475.6,321.56,
-4.7759,-1450.7,322.56,
-3.2016,-1430.3,323.43,
-1.9638,-1409.9,324.33,
-1.1887,-1389.3,325.2,
-0.4790135,-1368.6,326.01,
-0.0560347,-1349.5,326.83,
0.7693549,-1325.7,327.73,
1.0349,-1296.3,328.64,
1.4119,-1272.9,329.62,
1.8418,-1247.5,330.86,
1.8485,-1221.6,331.75,
1.9118,-1200.8,332.64,
2.0516,-1179.9,333.5,
2.1053,-1159.3,334.39,
2.2278,-1138.6,335.25,
2.2083,-1118.1,336.06,
2.37,-1098.2,336.56,
2.2473,-1081.4,337.15,
2.4437,-1062.7,338.01,
2.5452,-1042.6,338.82,
2.5942,-1022.7,339.64,
2.5779,-1003.7,340.51,
2.6959,-983.52,341.37,
2.7614,-962.85,342.18,
2.782,-943.21,343.01,
2.8266,-924.17,343.87,
2.9819,-903.15,344.42,
3.0026,-880.14,345.2,
2.9938,-861.68,346,
3.0491,-842.26,346.87,
3.0389,-822.05,347.75,
3.0639,-801.4,348.56,
3.1441,-781.21,349.43,
3.1032,-761.22,350.31,
3.0655,-740.47,351.12,
3.0863,-720.83,351.95,
3.1079,-701.78,352.43,
3.0241,-684.47,353.09,
3.1325,-665.06,353.89,
3.1448,-645.5,354.7,
3.0762,-625.88,355.57,
3.0776,-605.56,356.43,
3.0293,-584.86,357.32,
2.9908,-563.96,358.18,
2.8897,-542.68,359.07,
2.8309,-521.65,359.95,
2.8384,-501.63,360.48,
2.76,-477.95,361.31,
2.7268,-458.71,362.14,
2.6502,-439.54,362.99,
2.6321,-418.49,363.89,
2.531,-398.36,364.7,
2.4686,-379.05,365.51,
2.4273,-359.67,366.32,
2.3774,-340.22,367.14,
2.3188,-321.11,367.95,
2.3162,-300.96,368.5,
2.2954,-278.28,369.39,
2.239,-257.56,370.21,
2.1631,-238.38,371.03,
2.1668,-218.79,371.84,
2.1318,-199.34,372.65,
2.0774,-179.6,373.45,
2.0241,-160.79,374.21,
1.9735,-142.56,375.09,
1.9906,-122.28,375.92,
1.9646,-101.84,376.46,
1.9232,-79.426,377.29,
1.9069,-59.66,378.1,
1.8703,-40.141,378.98,
1.9006,-19.782,379.81,
1.8855,-0.3497923,380.6,
1.9154,18.713,381.42,
1.9173,39.469,382.35,
1.9295,59.971,383.21,
1.9992,80.876,384.1,
2.1336,101.91,384.64,
2.3042,126.6,385.56,
2.4299,147.16,386.39,
2.5191,166.8,387.26,
2.6175,187.47,388.12,
2.6811,208.18,389.01,
2.8173,229.35,389.85,
2.8647,248.5,390.67,
2.9921,267.91,391.53,
3.1335,288.61,392.32,
3.2911,308.41,392.85,
3.457,330.93,393.67,
3.6308,350.88,394.56,
3.8854,371.57,395.37,
4.2315,390.41,396.2,
4.67,409.62,397.07,
5.0337,430.02,397.88,
5.7412,449.41,398.7,
7.526,468.94,399.56,
,,400.06,
11.306,489.12,400.38,
12.911,495.18,400.93,
6.8174,470.05,401.76,
3.9096,450.47,402.63,
2.3971,430.17,403.49,
1.6284,409.27,404.38,
1.2305,388.84,405.2,
0.935207,368.81,406.06,
0.6676875,348.55,406.95,
0.4081265,325.95,407.93,
0.203141,301.68,408.95,
0.0216197,279.19,409.45,
0.0210076,263.09,410.04,
-0.1352967,244.46,410.84,
-0.1321196,225.08,411.63,
-0.1758123,203.81,412.63,
-0.2151766,182.35,413.51,
-0.2781264,161.32,414.4,
-0.3138698,140.65,415.21,
-0.3409924,120.47,416.07,
-0.3996772,100.5,416.88,
-0.4570435,80.476,417.43,
-0.5345427,56.964,418.26,
-0.5691283,37.495,419.13,
-0.6353921,16.825,420.02,
-0.6494901,-3.7706,420.87,
-0.7098877,-24.547,421.77,
-0.7399432,-45.758,422.65,
-0.7591899,-65.7,423.46,
-0.7818724,-85.053,424.27,
-0.8300684,-105.15,425.09,
-0.8995832,-124.59,425.63,
-1.0123,-147.95,426.52,
-1.0634,-168.6,427.38,
-1.2027,-191.72,428.32,
-1.1256,-211.04,429.15,
-1.2076,-230.23,429.96,
-1.2904,-249.66,430.77,
-1.4145,-269.43,431.63,
-1.456,-289.89,432.52,
-1.5735,-310.96,433.38,
-1.6629,-331.8,433.93,
-1.7629,-355.03,434.77,
-1.828,-374.44,435.59,
-1.9132,-394.17,436.46,
-2.0524,-415.9,437.49,
-2.123,-440.55,438.4,
-2.1185,-460.71,439.2,
-2.1882,-480.36,440.02,
-2.2114,-499.06,440.84,
-2.3064,-519.33,441.71,
-2.4365,-539.49,442.24,
-2.5256,-563.8,443.15,
-2.5249,-584.17,444.01,
-2.5551,-604.87,444.9,
-2.5864,-625.15,445.71,
-2.6106,-644.63,446.52,
-2.6202,-664.41,447.4,
-2.7156,-684.48,448.21,
-2.7225,-703.69,449.02,
-2.8829,-723.97,449.88,
-2.9897,-744.13,450.43,
-3.1311,-767.79,451.29,
-3.1749,-787.74,452.1,
-3.1976,-807.41,452.98,
-3.3776,-828.44,453.82,
-3.2895,-847.55,454.65,
-3.4006,-867.24,455.51,
-3.4882,-887.65,456.33,
-3.4417,-906.92,457.2,
-3.5644,-927.82,458.09,
-3.7016,-948.76,458.63,
-3.8816,-972.73,459.51,
-4.0175,-993.42,460.32,
-3.9909,-1012.3,461.15,
-4.08,-1031.4,461.96,
-4.1895,-1050.9,462.77,
-4.2532,-1070.7,463.65,
-4.3993,-1090.9,464.46,
-4.4949,-1111,465.32,
-4.5212,-1130.7,466.16,
-4.699,-1151.7,466.69,
-4.7916,-1174.1,467.52,
-4.9336,-1194,468.34,
-4.9807,-1213.1,469.21,
-5.1278,-1233.7,470.04,
-5.1912,-1253.4,470.84,
-5.2407,-1272.2,471.66,
-5.3322,-1291,472.47,
-5.506,-1311.5,473.33,
-5.6798,-1331.3,474.15,
-5.8062,-1351.1,474.65,
-5.8033,-1367.8,475.32,
-6.3503,-1388.9,476.15,
-6.5824,-1408.7,477.02,
-7.1648,-1429.5,477.93,
-7.8319,-1450,478.68,
-8.6773,-1468.6,479.51,
,,480.16,
-10.31,-1489.6,480.48,
-8.5182,-1489.9,481.54,
-5.2605,-1463.6,482.6,
-3.5796,-1440.4,483.16,
-2.8789,-1416.3,484.05,
-2.1098,-1396.5,484.87,
-1.0615,-1376.8,485.68,
-0.4161859,-1357.4,486.55,
0.4887691,-1334,487.6,
0.9626785,-1309.1,488.66,
1.3077,-1283.8,489.9,
1.6865,-1256,490.76,
1.728,-1234.7,491.66,
1.8226,-1213.3,492.22,
2.0849,-1190.1,493.04,
2.0102,-1171.4,493.87,
2.1808,-1152.2,494.68,
2.3565,-1132.3,495.54,
2.4258,-1111.7,496.43,
2.5348,-1090.1,497.35,
2.4909,-1069.1,498.16,
2.5365,-1049.4,499.04,
2.6146,-1029.1,499.87,
2.7524,-1008.5,500.35,
2.6105,-992.21,501.01,
2.8581,-972.61,501.85,
2.9617,-951.74,502.74,
3.0426,-930.97,503.55,
2.9434,-911.45,504.41,
3.0401,-891.03,505.3,
3.0681,-870.74,506.11,
3.2058,-849.97,507.04,
3.1815,-828.76,507.93,
3.251,-807.66,508.47,
3.3614,-783.66,509.3,
3.2393,-764.41,510.11,
3.3326,-743.64,511.04,
3.3316,-722.95,511.86,
3.2377,-703.51,512.74,
3.2937,-683.2,513.55,
3.2405,-663.26,514.43,
3.2548,-643.3,515.24,
3.2138,-623.93,516.05,
3.1707,-604.56,516.6,
3.2036,-580.55,517.43,
3.0906,-561,518.3,
3.0448,-540.82,519.11,
2.9698,-521.12,519.93,
2.8677,-501.98,520.8,
2.8957,-481.46,521.68,
2.8507,-460.46,522.55,
2.7608,-439.71,523.44,
2.7048,-418.93,524.32,
2.6625,-398.14,524.8,
2.5234,-380.88,525.46,
2.5895,-360.89,526.25,
2.5137,-341.38,527.13,
2.4848,-321.38,527.94,
2.4362,-301.86,528.75,
2.3303,-282.19,529.61,
2.285,-262.11,530.5,
2.2813,-241.11,531.38,
2.231,-220.4,532.19,
2.1961,-200.2,532.74,
2.198,-176.86,533.63,
2.1547,-156.68,534.44,
2.1009,-136.99,535.32,
2.0316,-116.76,536.13,
2.0534,-96.532,537.02,
2.0117,-75.827,537.89,
1.9848,-55.327,538.71,
1.9102,-36.298,539.57,
1.9019,-15.348,540.46,
2.0085,5.9023,541,
1.9623,29.492,541.89,
2.0022,51,542.77,
2.0778,71.349,543.64,
2.0883,91.518,544.5,
2.2502,112.81,545.39,
2.3441,133.35,546.27,
2.4454,153.89,547.08,
2.5104,173.92,547.96,
2.6142,193.96,548.82,
2.7747,215.24,549.36,
2.8584,238.01,550.21,
2.9707,257.62,551.02,
3.1085,277.43,551.83,
3.2263,297.22,552.69,
3.4223,317.81,553.58,
3.5713,338.18,554.46,
3.8042,359.2,555.35,
4.1394,380.06,556.16,
4.6516,399.29,557.02,
5.0752,420.23,557.56,
5.7899,443.89,558.41,
7.363,463.62,559.28,
10.839,483.64,560.1,
,,560.32,
14.777,498.16,560.96,
9.8882,480.46,561.85,
5.5541,459.92,562.66,
3.2083,440.57,563.47,
2.0626,420.75,564.28,
1.502,401.39,565.19,
1.0285,380.26,565.69,
0.8748847,363.09,566.3,
0.5909687,342.96,567.13,
0.3196616,320.83,568.13,
0.0851003,298.45,569.24,
-0.1080231,272.66,570.1,
-0.1915349,252.96,570.99,
-0.2672237,230.8,571.97,
-0.1842249,208.98,572.78,
-0.2090679,189.08,573.61,
-0.2608106,170.05,574.16,
-0.38069,145.72,575.05,
-0.4079174,125.62,575.86,
-0.4670058,105.9,576.67,
-0.4893555,86.266,577.55,
-0.5571461,65.934,578.41,
-0.5487693,45.485,579.28,
-0.5993423,24.652,580.1,
-0.6190697,5.1094,580.97,
-0.7049714,-15.55,581.86,
-0.7881142,-36.699,582.41,
-0.8285439,-61.261,583.3,
-0.8714833,-80.822,584.11,
-0.9210108,-100.45,584.99,
-0.9338314,-120.66,585.8,
-1.0355,-140.5,586.66,
-1.0627,-160.74,587.47,
-1.1672,-182.47,588.47,
-1.1819,-203.91,589.3,
-1.2497,-224.16,590.11,
-1.3537,-243.64,590.66,
-1.4704,-266.04,591.49,
-1.5674,-285.99,592.3,
-1.6316,-305.68,593.13,
-1.6921,-325.19,594,
-1.7724,-345.38,594.81,
-1.7977,-365.04,595.61,
-1.8314,-384.05,596.44,
-1.8779,-402.9,597.25,
-1.9326,-422.36,598.35,
-2.2215,-449.09,598.92,
-2.1891,-473.4,599.8,
-2.2671,-494.17,600.61,
-2.2602,-513.37,601.49,
-2.3547,-533.89,602.3,
-2.3404,-552.9,603.13,
-2.3919,-572.08,603.94,
-2.497,-592.35,604.81,
-2.5985,-612.63,605.67,
-2.6082,-633.05,606.56,
-2.7324,-654.26,607.11,
-2.8936,-678.29,607.94,
-2.8812,-697.76,608.81,
-2.9746,-718.08,609.69,
-3.1068,-738.71,610.55,
-3.2398,-759.39,611.38,
-3.3187,-779.38,612.24,
-3.4119,-799.47,613.13,
-3.4243,-819.8,613.94,
-3.5697,-840.25,614.81,
-3.6794,-860.5,615.36,
-3.7228,-883.61,616.19,
-3.7732,-903.57,617.05,
-3.9022,-924.74,617.94,
-3.906,-945.15,618.8,
-4.0141,-965.88,619.69,
-4.0379,-986.07,620.49,
-4.1077,-1005.1,621.27,
-4.123,-1024.2,622.08,
-4.2847,-1043.7,622.95,
-4.4536,-1063.8,623.44,
-4.36,-1081,624.09,
-4.5833,-1100.1,624.89,
-4.7052,-1119.9,625.75,
-4.831,-1140.7,626.56,
-4.8377,-1160,627.44,
-4.94,-1180.4,628.33,
-5.0784,-1201.3,629.14,
-5.1272,-1221.4,630.02,
-5.286,-1241.3,630.83,
-5.4249,-1261.6,631.37,
-5.606,-1284.7,632.2,
-5.6593,-1304.3,633.01,
-5.7095,-1323.2,633.81,
-5.862,-1342,634.64,
-6.0911,-1361.5,635.5,
-6.2942,-1381.9,636.31,
-6.5481,-1401.5,637.14,
-6.8951,-1420.6,637.97,
-7.4941,-1440.3,638.78,
-8.315,-1459.8,639.31,
-9.7509,-1483.6,640.14,
,,640.39,
-10.023,-1496.4,640.97,
-6.3809,-1475.4,642.02,
-3.9788,-1450.7,643.02,
-2.9193,-1430.7,643.84,
-1.8509,-1411.4,644.7,
-1.1773,-1391.1,645.51,
-0.5691915,-1371.2,646.34,
-0.1346734,-1352.7,647.16,
0.8952865,-1328.8,648.06,
1.547,-1292.3,649.28,
1.533,-1268.2,650.26,
1.8286,-1244.2,651.22,
1.7038,-1224.3,652.09,
1.9226,-1203.6,652.97,
2.0715,-1182.6,653.86,
2.1523,-1162.1,654.72,
2.224,-1141.2,655.61,
2.3299,-1120.7,656.42,
2.463,-1101,656.9,
2.309,-1083.9,657.56,
2.5683,-1064.3,658.4,
2.7263,-1043.3,659.3,
2.8117,-1022.3,660.15,
2.7541,-1002.2,660.97,
2.837,-982.54,661.79,
2.8451,-963.74,662.66,
2.9759,-942.83,663.54,
3.053,-921.96,664.42,
3.1667,-901.01,664.95,
3.2376,-876.84,665.86,
3.185,-856.51,666.67,
3.1983,-836.79,667.55,
3.2636,-816.61,668.4,
3.3282,-795.65,669.3,
3.3213,-775.08,670.15,
3.3444,-754.19,671.05,
3.3261,-733.65,671.9,
3.368,-712.77,672.78,
3.3971,-691.67,673.34,
3.4095,-667.64,674.22,
3.4223,-646.64,675.11,
3.3389,-626.34,675.92,
3.2938,-606.5,676.8,
3.2338,-586.8,677.61,
3.1992,-567.05,678.47,
3.1081,-546.59,679.28,
3.0417,-526.96,680.11,
2.995,-507.94,680.97,
3.014,-486.91,681.51,
3.0018,-462.31,682.42,
2.8997,-442,683.29,
2.8168,-421.6,684.15,
2.7796,-400.68,685.04,
2.6721,-380.31,685.86,
2.6292,-360.02,686.73,
2.5677,-340.11,687.54,
2.4913,-320.12,688.42,
2.4813,-299.91,689.28,
2.4659,-278.99,689.83,
2.3695,-256.24,690.61,
2.3024,-237.29,691.48,
2.3227,-216.99,692.29,
2.2322,-198.01,693.11,
2.2093,-178.37,693.92,
2.1484,-158.41,694.78,
2.1498,-138,695.67,
2.0576,-117.53,696.54,
2.0276,-97.038,697.36,
2.0327,-77.36,697.9,
2.0509,-53.977,698.73,
