ACM Instruments v4 analysis (01/mar./2023 15:26)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,15:11:36 01/mar./2023,
Data points,990,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),100.88,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.2585857,
Corrosion Rate (mm/year),2.997,
Corrosion rate (mils/yr),117.99,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
2.8047,-501.11,200.39,
2.6621,-481.97,201.21,
2.5969,-462.07,202.08,
2.6145,-441.84,202.89,
2.4176,-423.05,203.7,
2.4196,-402.72,204.58,
2.484,-382.23,205.06,
2.2935,-365.02,205.72,
2.3086,-345.4,206.58,
2.2437,-325.42,207.39,
2.2202,-305.96,208.2,
2.1942,-286.35,209.08,
2.1083,-266.15,209.89,
2.0554,-246.68,210.7,
1.9853,-226.64,211.58,
2.0255,-206.34,212.39,
1.9891,-186.71,212.94,
1.9644,-162.92,213.77,
1.9059,-143.39,214.64,
1.8578,-123.64,215.45,
1.8556,-103.84,216.33,
1.8247,-83.388,217.19,
1.8163,-62.489,218.02,
1.7859,-42.447,218.89,
1.7498,-22.729,219.7,
1.7238,-3.3357,220.58,
1.8422,17.996,221.13,
1.7925,40.93,221.95,
1.8801,62.226,222.83,
1.9005,81.973,223.64,
1.9637,101.38,224.52,
2.0712,121.37,225.33,
2.1454,141.74,226.25,
2.2143,162.97,227.14,
2.2859,183.93,228.02,
2.3574,204.65,228.83,
2.4477,224.27,229.38,
2.5522,247.94,230.2,
2.6344,267.5,231.08,
2.734,287.31,231.89,
2.8815,307.05,232.7,
3.0251,326.86,233.58,
3.1812,346.55,234.39,
3.4115,366.17,235.27,
3.8694,387.03,236.08,
4.7613,405.94,236.89,
5.4026,426.39,237.44,
6.2184,449.71,238.27,
8.1769,469.26,239.14,
11.802,489.55,239.95,
,,240.17,
14.788,502.58,240.83,
9.6903,481.04,241.64,
5.9511,461.4,242.45,
3.3918,441.47,243.33,
2.0565,421.65,244.14,
1.4261,402.25,244.95,
1.0065,381.75,245.5,
0.6896651,358.77,246.33,
0.5374956,339.32,247.17,
0.2614608,316.74,248.12,
-0.0380453,292.72,249.14,
-0.1749178,272.33,250.02,
-0.4849861,250.28,250.95,
-0.2475378,229.11,251.8,
-0.1295448,208.94,252.67,
-0.1443572,188.89,253.53,
-0.2027819,168.08,254.09,
-0.2849024,144.08,254.98,
-0.3174275,123.53,255.8,
-0.3763991,103.75,256.59,
-0.388828,85.053,257.42,
-0.4617024,65.829,258.23,
-0.4821092,46.396,259.08,
-0.5456619,25.97,259.97,
-0.5809497,5.2743,260.78,
-0.6089001,-14.094,261.64,
-0.6533557,-35.003,262.19,
-0.7213845,-59.325,263.03,
-0.7761441,-78.323,263.83,
-0.7967856,-97.336,264.7,
-0.8759995,-117.99,265.53,
-0.9008206,-137.78,266.34,
-0.8959265,-156.55,267.14,
-1.0036,-176.05,268.01,
-1.0541,-196.27,268.84,
-1.1923,-218.3,269.83,
-1.2706,-239.91,270.37,
-1.3517,-262.67,271.16,
-1.4648,-281.77,271.97,
-1.5565,-300.7,272.76,
-1.6394,-319.86,273.64,
-1.6964,-340.2,274.47,
-1.7252,-360.08,275.26,
-1.6938,-378.89,276.09,
-1.7167,-397.97,276.95,
-1.7826,-418.78,277.78,
-1.8298,-439.18,278.31,
-1.8535,-461.13,279.09,
-1.8344,-479.48,279.9,
-2.0207,-500.65,281,
-2.0965,-525.94,281.83,
-2.0161,-545.08,282.65,
-2.0763,-564.13,283.47,
-2.1611,-584.4,284.33,
-2.1907,-604.3,285.22,
-2.2702,-625.17,286.03,
-2.3178,-645.4,286.56,
-2.3859,-667.32,287.34,
-2.3596,-685.72,288.15,
-2.4889,-704.88,288.97,
-2.596,-724.49,289.78,
-2.6242,-744.14,290.65,
-2.7731,-764.2,291.46,
-2.7537,-783.22,292.28,
-2.8533,-803.28,293.09,
-3.0003,-822.8,293.89,
-3.0619,-841.53,294.39,
-3.0349,-858.44,294.98,
-3.2229,-876.66,295.76,
-3.3129,-895.59,296.59,
-3.5227,-915.22,297.45,
-3.6701,-935.87,298.34,
-3.786,-956.42,299.15,
-3.9276,-975.84,300.01,
-4.0452,-996.51,300.9,
-4.2109,-1017.3,301.76,
-4.2944,-1038.1,302.32,
-4.4539,-1062.1,303.15,
-4.4503,-1081.7,303.96,
-4.5068,-1101,304.78,
-4.4618,-1119.8,305.57,
-4.4994,-1138.9,306.45,
-4.5771,-1159.3,307.28,
-4.6338,-1179.6,308.14,
-4.7478,-1199.9,309.03,
-4.8245,-1220.5,309.88,
-4.9989,-1241.4,310.45,
-5.1839,-1265.6,311.28,
-5.1242,-1284.4,312.07,
-5.2114,-1303.5,312.95,
-5.4181,-1324.2,313.78,
-5.5345,-1344.2,314.59,
-5.7275,-1363.5,315.48,
-6.0293,-1384.2,316.38,
-6.4307,-1405.6,317.2,
-6.7638,-1424.5,318.01,
-7.4703,-1445.1,318.54,
-8.5026,-1467.2,319.32,
-9.5694,-1485.9,320.13,
,,320.35,
-10.114,-1499.2,320.93,
-6.7639,-1477,321.99,
-4.6822,-1451.9,323.06,
-3.5465,-1429.8,323.95,
-2.6149,-1409.2,324.81,
-1.9291,-1388.7,325.62,
-1.3104,-1368.8,326.49,
-0.6771178,-1348.2,327.06,
0.0744326,-1320.2,328.12,
0.3023489,-1296.6,329.12,
0.5793949,-1273.2,330.06,
0.5283992,-1252.9,330.93,
0.7723113,-1232.2,331.76,
0.8914255,-1212.1,332.63,
1.1014,-1192,333.49,
1.2154,-1171.2,334.32,
1.4485,-1149.8,335.31,
1.5907,-1127.9,335.87,
1.9384,-1101.5,336.98,
1.8217,-1077.5,337.81,
1.8622,-1057.9,338.63,
1.938,-1038.4,339.51,
2.0848,-1018.1,340.37,
2.1733,-997.44,341.2,
2.1905,-977.49,342.07,
2.3328,-957.43,342.88,
2.3153,-938.5,343.74,
2.5186,-917.18,344.29,
2.6048,-894.2,345.07,
2.5896,-875.26,345.93,
2.7617,-854.86,346.74,
2.7341,-835.39,347.62,
2.8347,-814.94,348.51,
2.9205,-794.1,349.37,
2.96,-773.54,350.26,
3.0073,-752.72,351.07,
3.0176,-733.47,351.88,
3.0554,-713.84,352.43,
3.0332,-690.84,353.26,
3.0333,-670.83,354.12,
3.0738,-650.25,354.93,
2.9774,-630.88,355.8,
3.0116,-610.48,356.62,
2.9877,-590.82,357.49,
2.9993,-570.28,358.32,
2.9122,-550.39,359.2,
2.9049,-530.41,360.01,
2.8713,-510.89,360.49,
2.728,-493.7,361.15,
2.7349,-474.62,361.95,
2.6974,-454.92,362.76,
2.6416,-435.05,363.63,
2.5866,-414.96,364.49,
2.5205,-394.3,365.3,
2.4182,-375.01,366.13,
2.3694,-355.87,366.99,
2.3336,-335.01,367.88,
2.3402,-314,368.41,
2.291,-290.08,369.24,
2.1827,-270.77,370.07,
2.1678,-251.46,370.87,
2.081,-232.38,371.74,
2.0897,-211.93,372.57,
2.0471,-192.45,373.38,
1.9747,-172.57,374.26,
1.959,-152.56,375.07,
1.8474,-133.62,375.9,
1.9146,-112.35,376.48,
1.9069,-88.461,377.37,
1.8435,-68.629,378.18,
1.808,-49.315,378.99,
1.8014,-29.753,379.8,
1.8004,-10.034,380.68,
1.7895,9.9804,381.49,
1.8198,29.412,382.3,
1.8505,49.643,383.18,
1.8164,70.156,384.05,
1.9377,90.303,384.58,
2.0602,114.66,385.49,
2.1613,135.36,386.35,
2.231,156.06,387.24,
2.2894,176.37,388.05,
2.3535,195.93,388.87,
2.3724,215.52,389.73,
2.4891,235.88,390.62,
2.5465,256.29,391.43,
2.6423,275.77,392.24,
2.816,296.19,392.79,
3.0107,318.79,393.62,
3.1307,338.28,394.48,
3.366,359.08,395.29,
3.612,378.14,396.13,
4.4247,398.16,397.01,
5.3189,418.55,397.85,
5.772,438.21,398.71,
7.1317,459.15,399.52,
9.9563,478.81,400.35,
,,400.57,
13.926,497.91,400.9,
10.707,484.32,401.77,
6.436,463.27,402.58,
3.8264,444.41,403.35,
2.2843,425.8,404.22,
1.4449,405.46,405.09,
1.0275,385.11,405.9,
0.7589178,365.24,406.77,
0.525549,344.88,407.65,
0.283906,322.44,408.88,
-0.0738547,294.57,409.44,
-0.297316,269.95,410.35,
-0.5794647,246.67,411.33,
-0.3086144,225.31,412.22,
-0.2036871,204.59,413.08,
-0.2126045,184.08,413.9,
-0.2522559,164.43,414.77,
-0.3050205,143.93,415.65,
-0.315755,123.28,416.46,
-0.4068797,102.93,417.33,
-0.4727438,82.587,417.9,
-0.5075977,58.662,418.77,
-0.5794369,38.043,419.58,
-0.5763619,18.677,420.46,
-0.6273453,-1.6787,421.27,
-0.6579935,-21.261,422.15,
-0.7184679,-42.749,423.1,
-0.7419505,-64.027,423.96,
-0.7755721,-84.586,424.77,
-0.8242719,-104.52,425.65,
-0.9191804,-125.09,426.21,
-0.9471455,-148.75,427.08,
-1.0149,-169.82,427.96,
-1.1053,-190.66,428.77,
-1.2418,-212.69,429.77,
-1.273,-233.36,430.58,
-1.3203,-252.9,431.35,
-1.3459,-270.75,432.15,
-1.5434,-290.35,433.02,
-1.589,-310.17,433.9,
-1.746,-331.7,434.44,
-1.8147,-355.16,435.33,
-1.7795,-375.55,436.16,
-1.7984,-395.29,436.97,
-1.8119,-415,437.79,
-1.8278,-434.06,438.58,
-1.8509,-453.11,439.41,
-1.9923,-472.88,440.51,
-2.0198,-498.59,441.4,
-2.091,-519.82,442.27,
-2.1706,-540.93,442.82,
-2.188,-564.16,443.65,
-2.2062,-584.06,444.46,
-2.2195,-602.7,445.29,
-2.269,-621.74,446.1,
-2.3487,-641.55,446.96,
-2.4089,-662.19,447.85,
-2.4891,-683.02,448.71,
-2.5295,-703.55,449.52,
-2.6255,-723.46,450.39,
-2.7666,-743.89,450.96,
-2.8857,-767.64,451.83,
-3.0105,-788.78,452.71,
-3.1059,-809.29,453.52,
-3.127,-828.51,454.35,
-3.256,-847.81,455.16,
-3.2813,-867.65,455.97,
-3.3249,-886.79,456.85,
-3.5007,-907.03,457.71,
-3.6832,-927.65,458.52,
-3.8145,-947.58,459.07,
-4.0271,-970.85,459.89,
-4.1561,-990.5,460.77,
-4.2698,-1010.9,461.64,
-4.4047,-1031.7,462.46,
-4.4187,-1051.1,463.33,
-4.5865,-1071.9,464.18,
-4.6053,-1091.8,465.05,
-4.6752,-1112.3,465.93,
-4.7141,-1133.3,466.82,
-4.8205,-1154.3,467.35,
-4.8727,-1178,468.18,
-4.8082,-1197.2,469.05,
-4.9322,-1217.6,469.86,
-5.0482,-1237.6,470.74,
-5.1983,-1258,471.57,
-5.1313,-1277.3,472.36,
-5.3577,-1297,473.24,
-5.4874,-1317,474.07,
-5.573,-1337.1,474.86,
-5.8312,-1356.3,475.36,
-5.8255,-1372.7,475.96,
-6.235,-1391.7,476.8,
-6.6535,-1411.7,477.61,
-7.1267,-1431.4,478.49,
-7.8796,-1451.9,479.38,
-8.8586,-1472.7,480.24,
,,480.78,
-10.148,-1493,481.05,
-8.6308,-1492.3,482.11,
-5.6512,-1465.2,483.17,
-4.1263,-1441.8,483.74,
-2.9231,-1418,484.61,
-2.071,-1397.2,485.43,
-1.5367,-1378,486.3,
-0.8966644,-1357.2,487.19,
-0.3924134,-1335.8,488.28,
0.1696252,-1308.7,489.24,
0.1579429,-1287.4,490.05,
0.4613539,-1266.9,491.05,
0.7403154,-1244.4,491.88,
0.8924172,-1224.6,492.42,
1.1095,-1201.4,493.25,
1.2072,-1182,494.06,
1.5341,-1159.7,495.05,
1.5496,-1138.2,495.92,
1.7509,-1116.4,497.03,
1.9247,-1090.6,497.92,
1.8512,-1070.1,498.75,
1.9171,-1050.1,499.55,
2.0124,-1030.9,500.42,
2.1814,-1010.5,500.97,
2.3235,-986.79,501.8,
2.2828,-967.43,502.61,
2.3487,-948.35,503.49,
2.4629,-927.74,504.31,
2.52,-907.49,505.21,
2.5849,-887.51,506.02,
2.6145,-868.08,506.83,
2.5608,-850.41,507.53,
2.6476,-833.89,508.28,
2.8835,-814.62,508.78,
2.8305,-796.99,509.38,
2.9434,-778.97,510.19,
2.9744,-761.7,510.92,
3.0092,-743.89,511.63,
2.9316,-727.06,512.33,
3.01,-708.41,513.2,
3.0019,-688.58,514.02,
2.9769,-668.49,514.89,
3.0709,-648.23,515.7,
3.0768,-627.91,516.25,
3.1024,-604.9,517.14,
3.1289,-584.46,517.95,
3.031,-565.2,518.77,
2.9723,-545.44,519.64,
3.0372,-525.13,520.45,
2.9234,-505.9,521.31,
2.873,-485.1,522.2,
2.8236,-464.24,523.02,
2.7526,-444.13,523.89,
2.7618,-423.91,524.38,
2.5227,-407.07,525.03,
2.5738,-387.37,525.83,
2.5369,-367.14,526.67,
2.4711,-347.51,527.53,
2.4115,-327.51,528.34,
2.3511,-307.97,529.22,
2.314,-287.41,530.09,
2.245,-266.49,530.99,
2.1614,-245.92,531.8,
2.1656,-225.38,532.33,
2.1376,-201.91,533.24,
2.087,-181.3,534.11,
2.033,-160.86,534.92,
1.9929,-140.81,535.8,
1.9627,-120.78,536.67,
1.886,-100.64,537.48,
1.8794,-81.125,538.3,
1.8326,-61.102,539.17,
1.8102,-41.306,539.98,
1.8388,-20.816,540.53,
1.8644,1.8744,541.36,
1.8339,21.604,542.23,
1.8903,43.461,543.11,
1.8811,63.418,543.92,
1.9146,82.78,544.8,
1.9467,102.75,545.61,
2.0159,122.68,546.49,
2.1028,142.74,547.3,
2.1871,162.95,548.17,
2.2859,183.02,548.66,
2.2952,200.33,549.31,
2.4478,220.27,550.16,
2.533,240.95,551.05,
2.619,261.25,551.86,
2.7267,280.73,552.67,
2.8381,300.54,553.55,
2.984,320.5,554.36,
3.1502,340.47,555.17,
3.3466,359.91,556.05,
3.7197,380.23,556.59,
4.7971,404.1,557.48,
5.51,424.24,558.3,
6.122,443.58,559.11,
7.798,463.2,559.92,
10.95,482.96,560.8,
,,561.02,
14.706,500.02,561.61,
10.977,484.57,562.42,
6.9562,465.08,563.22,
4.0231,445.5,564.09,
2.2529,425.07,564.66,
1.3382,401.77,565.48,
0.9276222,381.88,566.3,
0.6775275,362.2,567.11,
0.3975159,340.76,568.09,
0.1442228,318.66,569.2,
-0.0755809,292.59,570.11,
-0.2553609,272.38,570.98,
-0.5623542,250.15,571.97,
-0.3731215,227.65,572.8,
-0.2267787,207.13,573.34,
-0.269176,184.16,574.17,
-0.254353,164.88,575.05,
-0.3222722,144.42,575.86,
-0.374102,124.48,576.73,
-0.4257129,104.39,577.55,
-0.446903,85.455,578.36,
-0.4824052,66.077,579.17,
-0.5451004,46.331,580.05,
-0.603511,25.551,580.86,
-0.6720511,5.9028,581.4,
-0.6769314,-17.006,582.23,
-0.7141218,-36.483,583.05,
-0.8339237,-57.612,583.98,
-0.8313305,-78.121,584.8,
-0.8709528,-97.565,585.61,
-0.9063922,-117.39,586.48,
-0.9833805,-137.72,587.34,
-0.9846197,-158.41,588.25,
-1.0551,-179.59,589.06,
-1.1563,-200,589.61,
-1.3591,-226.03,590.61,
-1.3958,-246.97,591.5,
-1.4601,-267.43,592.31,
-1.5843,-287.38,593.19,
-1.7068,-307.52,594,
-1.7593,-327.4,594.87,
-1.7979,-347.1,595.69,
-1.7631,-366.54,596.56,
-1.8624,-387.54,597.37,
-1.8758,-407.86,597.92,
-2.0623,-433.66,599.03,
-1.9517,-456.73,599.81,
-1.9917,-475.69,600.62,
-2.0401,-495.05,601.44,
-2.0239,-514.17,602.31,
-2.1426,-534.49,603.12,
-2.1485,-554.35,604,
-2.1775,-574.21,604.81,
-2.2386,-594.48,605.69,
-2.3384,-614.51,606.17,
-2.2528,-631.81,606.83,
-2.4734,-651.27,607.62,
-2.476,-670.62,608.44,
-2.5219,-690.36,609.31,
-2.6997,-711.16,610.22,
-2.7585,-732.06,611.03,
-2.8025,-751.14,611.79,
-2.828,-769.75,612.59,
-2.9899,-789.09,613.47,
-3.1654,-809.27,613.95,
-3.0192,-826.14,614.54,
-3.2028,-844.8,615.4,
-3.344,-864.76,616.22,
-3.4862,-884.61,617.03,
-3.5019,-904.07,617.9,
-3.6698,-924.09,618.72,
-3.8327,-943.66,619.53,
-3.8984,-963.37,620.4,
-4.1479,-983.46,621.22,
-4.2802,-1003,621.76,
-4.5281,-1027,622.59,
-4.4287,-1045.9,623.39,
-4.5599,-1065,624.22,
-4.6855,-1084.2,625.03,
-4.7174,-1103.7,625.84,
-4.6833,-1123.5,626.72,
-4.7565,-1143.5,627.53,
-4.7324,-1162.7,628.34,
-4.8351,-1182.9,629.22,
-4.9879,-1203.1,629.75,
-5.1214,-1227.2,630.65,
-5.1811,-1247.8,631.47,
-5.2161,-1267.3,632.28,
-5.2667,-1286.4,633.15,
-5.4432,-1306.5,633.97,
-5.5284,-1325.9,634.78,
-5.6677,-1345.7,635.65,
-5.8963,-1365.7,636.47,
-6.1647,-1385.2,637.28,
-6.4912,-1405.4,637.82,
-7.1386,-1428.8,638.72,
-7.7195,-1448.9,639.53,
-8.5921,-1468.6,640.34,
-9.7315,-1488.2,641.22,
,,641.45,
-10.399,-1503.4,642.03,
-6.6676,-1479.2,643.07,
-4.7575,-1455,644.07,
-3.6903,-1433.6,644.95,
-2.686,-1413.2,645.83,
-1.8336,-1392,646.37,
-1.1607,-1368.6,647.26,
-0.4010821,-1345.6,648.37,
-0.1635383,-1321.3,649.2,
0.2000728,-1299,650.2,
0.3389278,-1278.1,651.01,
0.6385178,-1256.4,652.01,
0.8345501,-1234.4,652.89,
0.8715351,-1214,653.7,
1.1595,-1193.6,654.58,
1.2854,-1173.4,655.12,
1.8782,-1143.3,656.37,
1.7016,-1119.2,657.26,
1.775,-1098.6,658.08,
1.8082,-1079.1,658.95,
1.9121,-1058.9,659.76,
1.9816,-1039.2,660.64,
2.1103,-1018.6,661.51,
2.1609,-998.12,662.33,
2.2585,-978.26,663.15,
2.3449,-959.27,663.68,
2.5366,-935.27,664.51,
2.5461,-915.94,665.34,
2.5981,-896.5,666.22,
2.7109,-876.34,667.04,
2.7952,-855.81,667.93,
2.8308,-835.34,668.81,
2.9213,-814.72,669.69,
3.0556,-793.89,670.54,
3.1335,-773.23,671.43,
3.2249,-752.19,671.92,
3.0419,-735.34,672.51,
3.1218,-716.59,673.37,
3.1615,-696.64,674.18,
3.1376,-677.1,675,
3.095,-657.34,675.87,
3.139,-637.07,676.68,
3.1163,-617.1,677.56,
3.106,-597.41,678.37,
3.0987,-577.85,679.23,
3.1729,-556.67,679.79,
3.1684,-532.64,680.68,
3.076,-512.18,681.5,
2.9931,-492.64,682.37,
2.9481,-472.6,683.18,
2.8863,-453.19,684,
2.8357,-433.55,684.82,
2.7366,-413.51,685.7,
2.6625,-393.6,686.51,
2.6083,-373.42,687.39,
2.5688,-353.3,687.93,
2.5551,-329.74,688.76,
2.4269,-310.76,689.57,
2.3965,-291.04,690.39,
2.3356,-271.25,691.26,
2.277,-251.48,692.07,
2.2278,-231.9,692.89,
2.1642,-211.95,693.76,
2.1088,-192.18,694.57,
2.0509,-172.82,695.39,
2.0589,-152.25,695.93,
2.0475,-129.19,696.76,
