ACM Instruments v4 analysis (01/mar./2023 15:35)

File name,C:\Data\ELL\MnO2_sintetizado\MnO2_600mV_sint,
Test type,Cyclic sweep,
Instrument serial number,901,
Physical channel,3,
Sequence number,1,
ZRA Number,n/a,
Time and Date,15:27:26 01/mar./2023,
Data points,493,
Area (cm²),1,
Rest Potential (mV),Not recorded,
Metal,Mild Steel,
Metal factor,1159,
LPR (Ohm.cm²),61.909,
Ba (mV),120,
Bc (mV),120,
Icorr (mA/cm²),0.4213726,
Corrosion Rate (mm/year),4.8837,
Corrosion rate (mils/yr),192.27,
Intercept (mA/cm²),0,
Intercept corrosion rate (mm/year),0,
Intercept corrosion rate (mils/yr),0,
IR Compensation value (Ohm.cm²),N/A,
,
Current (mA/cm²),Potential (mV),Time (Sec),
-2.6628,-352.6,57.222,
-3.0167,-400.16,58.05,
-3.1433,-439.21,58.862,
-3.3496,-478.03,59.738,
-3.5704,-518.21,60.55,
-3.6919,-557.83,61.425,
-3.9182,-597.84,62.238,
-4.0385,-636.42,63.049,
-4.2061,-676.46,63.925,
-4.4999,-716.66,64.738,
-4.731,-755.77,65.284,
-5.1937,-804.42,66.191,
-5.4172,-844.84,67.002,
-5.8033,-884.81,67.861,
-6.1128,-926.03,68.753,
-6.4838,-967.05,69.564,
-6.8135,-1006.7,70.44,
-7.1844,-1046.7,71.253,
-7.3091,-1085.1,72.128,
-7.5498,-1126.5,72.939,
-7.6871,-1166.2,73.487,
-7.8571,-1213.7,74.314,
-7.8539,-1251.8,75.128,
-8.1403,-1290.9,76.003,
-8.3801,-1331.9,76.815,
-8.6261,-1371.4,77.628,
-8.9979,-1410.2,78.518,
-9.8619,-1450.9,79.331,
,,79.549,
-11.029,-1489.5,80.143,
-6.1641,-1466.8,81.19,
-2.1443,-1415.1,81.986,
-0.5682451,-1363.1,82.767,
0.0455645,-1326,83.643,
1.2529,-1280.5,84.58,
1.783,-1235.5,85.564,
2.4182,-1188,86.502,
2.5197,-1147.6,87.329,
2.8057,-1110,88.143,
3.1375,-1070.9,88.954,
3.4488,-1032.2,89.768,
3.84,-991.22,90.314,
4.2587,-945.04,91.205,
4.4346,-904.72,92.018,
4.5858,-865.53,92.893,
4.8782,-823.91,93.704,
4.9854,-785.02,94.58,
5.2735,-745.19,95.392,
5.436,-705.82,96.205,
5.3396,-666.47,97.017,
5.3837,-627.28,97.892,
5.4163,-587.14,98.376,
5.2059,-552.73,99.032,
5.3156,-514.61,99.766,
5.2903,-478,100.58,
5.1988,-439.84,101.45,
5.2143,-398.48,102.26,
5.0282,-360.65,103.08,
4.8358,-321.86,103.89,
4.6984,-281.5,104.76,
4.6274,-241.22,105.58,
4.3697,-201.16,106.12,
4.3135,-154.29,106.95,
4.0977,-115.26,107.83,
3.9156,-75.648,108.64,
3.7872,-36.02,109.51,
3.7529,5.3995,110.32,
3.5611,43.897,111.12,
3.7057,84.628,112.01,
3.6199,122.73,112.82,
3.7616,161.54,113.64,
4.0435,202.87,114.18,
4.2785,249.52,115.07,
4.4042,288.95,115.89,
4.7852,328.9,116.7,
5.1622,367.62,117.57,
6.3071,407.49,118.39,
8.5003,446.88,119.2,
,,119.75,
11.727,486.2,120.07,
11.393,488.84,120.89,
4.925,445.32,121.7,
2.1651,404.9,122.25,
0.7697638,355.93,123.18,
0.1535439,313.72,124.07,
-0.7561292,267.79,125.07,
-0.6556478,224.04,125.95,
-0.7238054,169.54,127.14,
-0.6077668,125.15,127.96,
-0.7808561,86.921,128.78,
-0.867145,48.337,129.65,
-1.0585,6.8365,130.46,
-1.2129,-32.497,131.01,
-1.4629,-84.876,132.01,
-1.6099,-130.36,132.96,
-1.6945,-170.96,133.78,
-1.8885,-209.82,134.59,
-2.2829,-251.64,135.68,
-2.5688,-302.83,136.53,
-2.6795,-342.86,137.4,
-2.9535,-382.84,138.21,
-3.1302,-421.62,139.03,
-3.35,-462.44,139.59,
-3.6624,-509.46,140.48,
-3.7846,-550.11,141.34,
-3.9953,-592.03,142.23,
-4.248,-633.67,143.04,
-4.3463,-673.03,143.92,
-4.5992,-713.05,144.73,
-4.7755,-751.82,145.6,
-5.0815,-793.01,146.42,
-5.3841,-831.73,147.23,
-5.7366,-872.22,147.78,
-6.1926,-918.41,148.6,
-6.4447,-957.44,149.48,
-7.0271,-998.5,150.29,
-7.3081,-1037.8,151.17,
-7.5601,-1078.1,151.98,
-7.6338,-1117.6,152.85,
-7.6681,-1157.5,153.67,
-7.6744,-1197.5,154.48,
-7.8278,-1236.5,155.35,
-8.1011,-1276.7,155.9,
-8.551,-1323.8,156.73,
-8.7959,-1363.4,157.54,
-9.0952,-1402.4,158.42,
-9.7744,-1442.9,159.23,
,,159.77,
-10.784,-1482.8,160.1,
-6.2225,-1470.4,161.23,
-2.3601,-1419.3,162.23,
-0.9987491,-1376.4,163.06,
-0.123494,-1338.7,163.87,
0.864217,-1295.6,164.52,
1.5079,-1247.8,165.31,
2.0677,-1204.7,166.29,
2.8705,-1156.4,167.29,
2.9557,-1114.4,168.18,
3.2157,-1073,169.06,
3.5118,-1031.7,169.87,
3.733,-991.74,170.74,
3.965,-952.51,171.56,
4.2448,-913.3,172.37,
4.5745,-872.62,172.92,
4.9946,-826.34,173.74,
5.156,-787.45,174.62,
5.5099,-747.42,175.43,
5.6502,-708.18,176.24,
5.5452,-668.73,177.12,
5.4662,-628.8,177.93,
5.3541,-588.91,178.81,
5.3658,-548.79,179.62,
5.374,-509.76,180.48,
5.4037,-467.97,181.04,
5.3432,-420.55,181.85,
5.1379,-382.12,182.73,
5.0759,-340.31,183.6,
4.8781,-299.24,184.42,
4.681,-260.01,185.29,
4.5366,-218.98,186.12,
4.2736,-179.35,186.99,
4.1396,-138.93,187.87,
4.0471,-97.004,188.7,
3.8994,-57.51,189.24,
3.7996,-9.3331,190.13,
3.6071,30.118,190.95,
3.5782,69.541,191.76,
3.6692,111.78,192.7,
3.7187,152.05,193.51,
3.8644,191.25,194.32,
3.9852,230.95,195.2,
4.1183,270.38,196.01,
4.3959,309.41,196.82,
4.8786,350.61,197.37,
5.753,396.54,198.2,
7.6613,435.07,199.06,
10.622,476.29,199.87,
,,200.1,
14.121,503.51,200.7,
7.1072,463.47,201.51,
3.108,424.41,202.38,
1.3669,383.95,203.2,
0.7119037,344.58,204.01,
0.0921905,305.6,205.1,
-1.1607,250.74,205.79,
-0.5122269,200.35,206.57,
-0.6152444,156.99,207.57,
-0.8265161,110.6,208.56,
-0.9289308,67.291,209.44,
-1.0071,26.799,210.26,
-1.1496,-12.429,211.13,
-1.4388,-57.825,212.12,
-1.4356,-102.33,213.07,
-1.6635,-146.37,214.1,
-2.1152,-198.16,214.68,
-2.2455,-246.03,215.57,
-2.4174,-286.91,216.38,
-2.6493,-326.13,217.26,
-2.9037,-366.41,218.07,
-3.0642,-405.98,218.88,
-3.2612,-444.77,219.76,
-3.508,-485.13,220.63,
-3.6875,-525.96,221.45,
-3.8495,-564.81,222.26,
-4.1277,-604.33,222.8,
-4.4475,-651.01,223.63,
-4.6262,-690.61,224.45,
-4.7415,-729.5,225.32,
-5.1192,-771.03,226.18,
-5.3527,-811.37,227.05,
-5.7672,-853.05,227.9,
-5.9879,-893.17,228.79,
-6.297,-934.07,229.55,
-6.8057,-972.68,230.38,
-7.1736,-1010.2,230.91,
-7.809,-1059,231.82,
-7.9188,-1099.8,232.63,
-7.7903,-1138.4,233.49,
-7.8819,-1179.2,234.3,
-7.989,-1218.8,235.18,
-8.1044,-1259.5,236.07,
-8.2725,-1300.9,236.94,
-8.5652,-1342,237.76,
-8.9384,-1381,238.57,
-9.3662,-1419.4,239.1,
-10.474,-1468.1,240.01,
,,240.23,
-10.114,-1495.9,240.82,
-4.2121,-1450.5,241.87,
-1.4022,-1401.4,242.87,
-0.6131379,-1360.9,243.74,
0.8283289,-1313.4,244.8,
1.4546,-1264,246.04,
2.4414,-1204.8,246.99,
2.6747,-1159.1,247.99,
3.0169,-1115.2,248.55,
3.4564,-1068,249.38,
3.5805,-1029,250.24,
3.9228,-987.36,251.05,
4.0236,-948.91,251.93,
4.3747,-907.53,252.82,
4.6226,-866.93,253.63,
4.8814,-827.76,254.49,
5.1899,-786.45,255.3,
5.5596,-747.09,256.13,
5.7478,-708.83,256.66,
5.7022,-661.4,257.49,
5.602,-621.83,258.37,
5.5487,-581.55,259.18,
5.4481,-542.05,260.05,
5.4955,-500.62,260.93,
5.2979,-460.23,261.74,
5.3048,-420.27,262.62,
5.0877,-380.44,263.44,
4.9949,-339.74,264.32,
4.9418,-299.53,264.85,
4.8073,-250.75,265.75,
4.6045,-209.4,266.62,
4.3716,-168.84,267.43,
4.1934,-129.28,268.3,
4.0119,-89.201,269.12,
3.8072,-50.165,269.88,
3.6067,-13.995,270.76,
3.5609,25.964,271.62,
3.5473,67.782,272.49,
3.7016,111.8,273.1,
3.7897,159.79,273.88,
3.7967,196.03,274.68,
3.9933,234.43,275.51,
4.2168,272.79,276.32,
4.3785,310.61,277.13,
4.7689,349.73,278.01,
5.468,390.81,278.86,
7.3917,432.48,279.75,
,,280.29,
10.447,473.83,280.61,
11.627,488.85,281.16,
4.4088,440.04,282.05,
1.8001,397.82,282.92,
0.7631369,356.82,283.73,
0.2196466,318.16,284.61,
-0.7479418,273.04,285.61,
-0.7173183,229.98,286.42,
-0.7691898,178.59,287.67,
-0.63598,131.42,288.48,
-0.8087993,90.948,289.36,
-1.0085,50.125,289.9,
-1.1349,2.0646,290.73,
-1.3817,-42.407,291.73,
-1.4445,-83.74,292.54,
-1.6425,-124.93,293.43,
-1.7384,-163.72,294.29,
-2.0144,-206.82,295.4,
-2.3386,-258.82,296.29,
-2.4421,-300.39,297.11,
-2.697,-339.68,297.93,
-2.9912,-378.16,298.47,
-3.3167,-425.89,299.29,
-3.4368,-463.86,300.12,
-3.6872,-502.96,300.93,
-3.7445,-541.76,301.79,
-4.0544,-583.07,302.67,
-4.1773,-622.96,303.43,
-4.2701,-660.18,304.23,
-4.532,-698.5,305.06,
-4.8149,-736.63,305.92,
-5.2161,-778.39,306.46,
-5.5786,-825.06,307.29,
-5.7902,-864.42,308.11,
-6.0157,-901.93,308.93,
-6.4553,-941.14,309.79,
-6.9515,-982.25,310.6,
-7.3352,-1021,311.43,
-7.6319,-1058.9,312.24,
-7.8681,-1098.3,313.11,
-7.9429,-1139.2,313.99,
-8.0815,-1181.9,314.53,
-8.1223,-1228.1,315.35,
-8.2194,-1268.2,316.25,
-8.4565,-1309.3,317.1,
-8.7587,-1350.8,318,
-9.1127,-1392.3,318.86,
-9.6368,-1433.4,319.67,
-10.387,-1472.8,320.54,
,,320.78,
-11.462,-1509.7,321.42,
-4.5841,-1464.8,322.42,
-1.8871,-1416.3,323.15,
-0.3590954,-1364.2,324.04,
0.9378751,-1315.3,325.04,
1.3311,-1270.1,326.04,
2.2574,-1219.2,327.28,
2.7842,-1163.9,328.23,
2.8349,-1121.8,329.04,
3.1072,-1083.9,329.81,
3.3244,-1047.1,330.62,
3.6889,-1008.7,331.38,
3.9317,-971.84,331.93,
4.4117,-925.69,332.81,
4.7254,-883.48,333.7,
4.9029,-842.77,334.51,
5.1746,-803.23,335.39,
5.5892,-763.17,336.24,
5.878,-721.32,337.12,
5.8271,-679.96,338.01,
5.6176,-638.88,338.82,
5.5789,-598.38,339.62,
5.5182,-560.29,340.17,
5.5314,-512.97,341.07,
5.4408,-472.25,341.93,
5.4002,-430.91,342.74,
5.339,-391.23,343.62,
5.1676,-350.85,344.45,
4.9653,-311.47,345.24,
4.817,-273.35,346.12,
4.6004,-232.74,346.95,
4.4619,-192.07,347.74,
4.367,-153.7,348.24,
4.0453,-120.81,348.84,
4.0325,-82.945,349.68,
3.9171,-42.078,350.57,
3.7921,-0.7942085,351.43,
3.6595,40.062,352.24,
3.6079,81.174,353.18,
3.5767,122.76,353.99,
3.762,162.94,354.87,
3.7964,202.85,355.74,
4.08,245.73,356.31,
4.3751,293.56,357.2,
4.6708,333.89,358.01,
5.18,373.69,358.87,
6.4687,414.12,359.68,
8.7268,453.82,360.56,
,,360.79,
12.13,488.99,361.43,
7.7566,465.83,362.24,
3.2357,425.33,363.12,
1.4445,385.19,363.98,
0.5291762,343.81,364.54,
-0.4984126,290.53,365.67,
-1.0685,235.99,366.68,
-0.6031998,188.88,367.62,
-0.6995251,144.3,368.62,
-0.9506117,96.562,369.62,
-0.8983911,54.33,370.43,
-1.0932,13.926,371.31,
-1.2419,-26.63,372.18,
-1.4534,-71.42,373.12,
-1.6503,-115.98,373.68,
-1.9884,-169.17,374.85,
-2.0777,-217.85,375.68,
-2.2203,-256.39,376.51,
-2.5357,-295.43,377.37,
-2.799,-336.87,378.26,
-3.0453,-378.21,379.12,
-3.2308,-419.55,380.01,
-3.3619,-460.39,380.87,
-3.5716,-502.17,381.68,
-3.8669,-542.33,382.18,
-3.773,-575.34,382.77,
-4.1303,-613.14,383.62,
-4.4015,-653.24,384.43,
-4.5569,-692.02,385.26,
-4.8549,-730.98,386.12,
-5.0984,-771.32,386.9,
-5.2567,-809.16,387.71,
-5.5953,-847.15,388.54,
-5.8983,-884.97,389.4,
-6.4437,-927.44,389.96,
-7.1205,-975.77,390.84,
-7.5712,-1017.4,391.73,
-7.8678,-1057.7,392.54,
-8.0501,-1097.1,393.4,
-7.9914,-1137.6,394.21,
-8.0304,-1177,395.04,
-8.0818,-1215.3,395.9,
-8.0442,-1255.9,396.71,
-8.3932,-1296,397.54,
-8.6548,-1334.2,398.09,
-9.0127,-1380.2,398.91,
-9.4236,-1420.2,399.77,
-10.207,-1461.4,400.59,
,,400.82,
,
